id,cutoff_full,cutoff_domain
HMMsoil12328,349.8,349.6
HMMsoil12329,211.6,211.5
HMMsoil12330,163.3,163.2
HMMsoil12331,268.2,268.0
HMMsoil12332,294.3,294.1
HMMsoil12333,210.3,210.2
HMMsoil12334,217.1,216.9
HMMsoil12335,51.7,51.6
HMMsoil12336,196.8,196.7
HMMsoil12337,127.0,126.8
HMMsoil12339,123.0,122.8
HMMsoil12340,453.4,453.2
HMMsoil12341,599.8,599.6
HMMsoil12342,352.2,352.0
HMMsoil12343,256.8,256.6
HMMsoil12344,161.5,161.3
HMMsoil12345,139.8,139.7
HMMsoil12346,124.6,124.3
HMMsoil12347,64.1,64.0
HMMsoil12348,446.2,446.1
HMMsoil12349,249.3,249.0
HMMsoil12350,122.8,122.7
HMMsoil12490,48.3,48.2
HMMsoil12491,215.3,215.1
HMMsoil12492,63.1,63.0
HMMsoil12493,154.9,154.8
HMMsoil12495,32.7,32.7
HMMsoil12497,59.6,59.5
HMMsoil12498,105.6,105.5
HMMsoil12499,183.6,183.5
HMMsoil12501,373.8,373.6
HMMsoil12502,390.5,390.3
HMMsoil12503,171.1,171.0
HMMsoil12508,371.4,371.2
HMMsoil12509,147.1,147.0
HMMsoil12510,84.5,84.4
HMMsoil12511,154.0,153.8
HMMsoil12513,901.2,901.0
HMMsoil12515,224.2,224.1
HMMsoil12516,776.6,776.4
HMMsoil12375,107.3,107.2
HMMsoil12376,84.7,84.6
HMMsoil12377,194.9,194.7
HMMsoil12378,603.4,603.2
HMMsoil12379,250.0,249.9
HMMsoil12380,114.3,114.1
HMMsoil12381,127.7,127.6
HMMsoil12382,50.9,50.8
HMMsoil12383,315.2,315.1
HMMsoil12384,211.1,210.9
HMMsoil12385,136.1,136.0
HMMsoil12386,72.0,71.9
HMMsoil12387,391.4,285.5
HMMsoil12388,171.8,171.7
HMMsoil12389,352.2,352.1
HMMsoil12390,233.4,233.2
HMMsoil12391,853.4,853.3
HMMsoil12392,70.8,69.9
HMMsoil12393,56.4,56.3
HMMsoil12395,174.7,174.6
HMMsoil12396,87.0,86.9
HMMsoil12397,26.1,26.1
HMMsoil12398,842.0,841.9
HMMsoil12399,453.0,452.9
HMMsoil12400,477.1,476.9
HMMsoil12402,338.0,337.9
HMMsoil12403,162.1,162.0
HMMsoil12404,426.2,426.1
HMMsoil12405,218.3,218.1
HMMsoil12406,184.4,184.3
HMMsoil12407,106.4,106.3
HMMsoil12408,393.9,393.8
HMMsoil12409,272.5,272.3
HMMsoil12410,280.1,280.0
HMMsoil12412,100.2,100.1
HMMsoil12413,74.4,74.3
HMMsoil12414,282.5,282.3
HMMsoil12416,109.3,109.2
HMMsoil12417,172.3,172.2
HMMsoil12569,12.0,12.0
HMMsoil12571,196.0,97.5
HMMsoil12572,69.5,69.3
HMMsoil12573,456.8,456.6
HMMsoil12574,613.8,613.6
HMMsoil12575,238.6,238.5
HMMsoil12577,539.0,538.8
HMMsoil12579,29.8,29.7
HMMsoil12580,232.0,231.8
HMMsoil12582,254.6,254.5
HMMsoil12583,197.9,197.7
HMMsoil12584,461.6,461.4
HMMsoil12585,209.6,209.4
HMMsoil12586,322.0,321.9
HMMsoil12588,633.1,633.0
HMMsoil12589,223.9,223.7
HMMsoil12592,224.5,224.4
HMMsoil12593,306.5,306.3
HMMsoil12594,244.9,244.7
HMMsoil12595,91.2,91.1
HMMsoil12443,85.7,85.6
HMMsoil12448,229.6,229.5
HMMsoil12454,146.4,146.3
HMMsoil12456,151.9,151.8
HMMsoil12457,78.0,77.9
HMMsoil12459,322.5,322.4
HMMsoil12460,192.3,192.2
HMMsoil12462,118.2,118.1
HMMsoil12464,253.9,128.8
HMMsoil12465,33.0,33.0
HMMsoil12466,698.6,698.4
HMMsoil12467,110.1,110.0
HMMsoil12468,956.5,956.3
HMMsoil12469,111.4,111.3
HMMsoil12470,50.1,50.1
HMMsoil12471,112.1,112.0
HMMsoil12472,646.9,646.7
HMMsoil12473,14.0,14.0
HMMsoil12475,252.4,252.2
HMMsoil12476,77.8,77.7
HMMsoil12477,88.7,88.7
HMMsoil12478,157.4,157.3
HMMsoil12481,105.5,75.2
HMMsoil12485,79.2,79.0
HMMsoil12486,162.6,162.5
HMMsoil12487,28.3,28.3
HMMsoil12488,85.6,85.5
HMMsoil12489,57.6,57.5
HMMsoil12645,141.0,140.9
HMMsoil12646,272.6,272.4
HMMsoil12647,90.6,90.5
HMMsoil12648,90.3,90.2
HMMsoil12649,152.5,152.4
HMMsoil12650,323.6,323.4
HMMsoil12651,451.3,451.2
HMMsoil12653,96.0,95.9
HMMsoil12654,334.2,334.1
HMMsoil12656,91.7,91.6
HMMsoil12657,772.0,771.8
HMMsoil12658,858.0,857.9
HMMsoil12661,71.2,71.1
HMMsoil12662,145.4,145.3
HMMsoil12663,702.6,702.5
HMMsoil12665,139.6,139.5
HMMsoil12668,453.8,453.6
HMMsoil12669,56.5,56.4
HMMsoil12670,93.1,92.9
HMMsoil12671,149.6,149.5
HMMsoil12672,90.3,90.2
HMMsoil12673,146.5,146.4
HMMsoil12518,201.7,201.6
HMMsoil12523,349.3,349.2
HMMsoil12526,194.6,194.5
HMMsoil12529,282.8,282.7
HMMsoil12530,134.9,134.8
HMMsoil12531,138.4,138.3
HMMsoil12533,227.1,227.0
HMMsoil12534,627.1,626.9
HMMsoil12536,371.8,371.6
HMMsoil12537,160.4,160.3
HMMsoil12538,169.6,169.5
HMMsoil12539,120.9,120.7
HMMsoil12540,220.8,110.7
HMMsoil12542,264.6,263.2
HMMsoil12543,490.1,490.0
HMMsoil12544,353.8,353.7
HMMsoil12545,89.7,89.6
HMMsoil12546,40.6,40.5
HMMsoil12547,63.8,63.7
HMMsoil12548,202.6,202.5
HMMsoil12549,255.6,255.5
HMMsoil12550,229.8,229.6
HMMsoil12551,244.3,244.1
HMMsoil12553,326.0,325.8
HMMsoil12554,152.0,151.8
HMMsoil12556,127.9,127.8
HMMsoil12557,18.0,18.0
HMMsoil12559,175.2,175.1
HMMsoil12560,139.9,138.3
HMMsoil12561,528.7,528.6
HMMsoil12562,145.5,145.3
HMMsoil12563,235.6,235.5
HMMsoil12564,215.7,215.5
HMMsoil12565,395.6,395.5
HMMsoil12566,387.7,387.6
HMMsoil12567,98.2,98.1
HMMsoil12568,368.5,368.4
HMMsoil12716,150.1,150.0
HMMsoil12719,262.1,261.9
HMMsoil12720,59.8,59.8
HMMsoil12722,78.1,78.0
HMMsoil12725,18.8,18.7
HMMsoil12726,100.4,100.3
HMMsoil12727,75.5,75.4
HMMsoil12728,409.2,409.0
HMMsoil12729,153.6,153.5
HMMsoil12730,145.4,145.3
HMMsoil12731,84.8,84.6
HMMsoil12732,347.9,176.8
HMMsoil12733,207.1,206.9
HMMsoil12734,125.0,124.8
HMMsoil12735,424.5,424.3
HMMsoil12736,72.0,71.9
HMMsoil12737,84.2,81.8
HMMsoil12596,397.4,397.2
HMMsoil12598,616.5,616.3
HMMsoil12600,130.7,130.6
HMMsoil12601,74.4,74.2
HMMsoil12602,196.1,196.0
HMMsoil12603,118.4,118.3
HMMsoil12604,210.7,210.6
HMMsoil12605,315.9,315.8
HMMsoil12607,92.2,91.7
HMMsoil12608,215.0,214.8
HMMsoil12609,178.9,178.8
HMMsoil12610,777.5,777.4
HMMsoil12611,406.8,406.7
HMMsoil12613,371.1,370.9
HMMsoil12615,217.6,217.5
HMMsoil12616,326.8,326.6
HMMsoil12617,411.4,411.2
HMMsoil12618,112.5,112.4
HMMsoil12619,194.5,194.3
HMMsoil12620,209.8,209.7
HMMsoil12621,450.3,450.1
HMMsoil12622,71.1,71.0
HMMsoil12623,189.9,189.8
HMMsoil12624,341.1,341.0
HMMsoil12625,204.4,200.1
HMMsoil12626,135.8,135.7
HMMsoil12627,123.0,122.8
HMMsoil12628,197.6,197.4
HMMsoil12629,400.6,400.5
HMMsoil12631,32.0,31.9
HMMsoil12632,117.3,117.2
HMMsoil12634,115.1,113.9
HMMsoil12636,180.3,180.1
HMMsoil12637,38.0,38.0
HMMsoil12640,55.6,55.6
HMMsoil12641,83.9,83.8
HMMsoil12642,15.3,15.3
HMMsoil12643,32.6,32.5
HMMsoil12770,39.8,39.8
HMMsoil12772,71.9,71.9
HMMsoil12773,79.9,79.8
HMMsoil12776,269.6,269.5
HMMsoil12777,100.0,99.9
HMMsoil12779,292.0,291.9
HMMsoil12780,230.3,230.2
HMMsoil12781,889.0,888.8
HMMsoil12783,216.8,216.6
HMMsoil12784,40.5,40.5
HMMsoil12785,39.1,39.0
HMMsoil12789,351.3,351.2
HMMsoil12790,326.5,326.4
HMMsoil12791,192.1,191.9
HMMsoil12793,82.4,82.3
HMMsoil12794,225.5,225.4
HMMsoil12795,107.3,107.2
HMMsoil12796,51.7,51.6
HMMsoil12674,121.1,120.9
HMMsoil12675,92.6,86.5
HMMsoil12676,333.0,332.8
HMMsoil12677,283.7,283.5
HMMsoil12680,50.4,50.4
HMMsoil12681,60.7,60.2
HMMsoil12682,172.4,172.2
HMMsoil12684,268.7,268.5
HMMsoil12686,231.1,231.0
HMMsoil12687,684.9,684.7
HMMsoil12688,215.6,215.4
HMMsoil12689,194.4,193.9
HMMsoil12690,203.8,203.6
HMMsoil12691,163.2,163.0
HMMsoil12693,73.0,72.2
HMMsoil12694,145.7,145.5
HMMsoil12695,367.6,367.5
HMMsoil12697,51.2,51.1
HMMsoil12698,274.5,274.4
HMMsoil12699,250.5,250.4
HMMsoil12700,161.9,161.8
HMMsoil12701,17.5,17.5
HMMsoil12702,190.6,190.5
HMMsoil12703,192.8,192.7
HMMsoil12704,35.7,35.7
HMMsoil12705,320.4,320.3
HMMsoil12706,48.8,48.7
HMMsoil12707,202.8,202.7
HMMsoil12708,123.0,122.9
HMMsoil12710,156.9,156.8
HMMsoil12712,333.0,332.8
HMMsoil12738,331.3,331.1
HMMsoil12739,392.0,391.8
HMMsoil12741,110.3,110.2
HMMsoil12742,468.2,468.0
HMMsoil12743,167.4,147.2
HMMsoil12745,194.1,194.0
HMMsoil12746,591.2,591.0
HMMsoil12747,374.7,217.9
HMMsoil12748,152.1,152.0
HMMsoil12749,53.5,53.4
HMMsoil12751,212.6,212.5
HMMsoil12752,100.0,99.9
HMMsoil12754,122.3,122.2
HMMsoil12755,74.2,74.1
HMMsoil12756,83.1,80.7
HMMsoil12757,297.8,297.6
HMMsoil12758,61.7,60.8
HMMsoil12759,55.1,55.1
HMMsoil12760,360.5,171.0
HMMsoil12761,52.2,52.2
HMMsoil12762,659.2,659.0
HMMsoil12763,129.6,129.5
HMMsoil12764,341.2,341.0
HMMsoil12765,62.1,62.0
HMMsoil12767,165.1,164.9
HMMsoil12769,229.6,229.4
HMMsoil12888,180.0,179.9
HMMsoil12889,550.8,550.6
HMMsoil12890,137.9,137.8
HMMsoil12893,153.7,153.6
HMMsoil12894,94.4,94.3
HMMsoil12895,550.3,550.1
HMMsoil12896,237.8,237.6
HMMsoil12897,61.9,61.8
HMMsoil12898,54.5,54.4
HMMsoil12899,41.9,41.9
HMMsoil12901,168.1,168.0
HMMsoil12902,174.6,174.5
HMMsoil12903,393.4,393.3
HMMsoil12905,133.8,133.7
HMMsoil12906,249.6,249.4
HMMsoil12907,232.5,232.3
HMMsoil12908,189.5,189.4
HMMsoil12909,271.6,271.4
HMMsoil12799,272.1,272.0
HMMsoil12800,67.6,67.4
HMMsoil12802,487.5,487.3
HMMsoil12803,501.1,501.0
HMMsoil12804,466.7,464.0
HMMsoil12806,93.3,93.2
HMMsoil12807,216.0,215.9
HMMsoil12809,135.9,135.7
HMMsoil12811,296.2,296.0
HMMsoil12812,86.5,86.4
HMMsoil12813,210.8,210.7
HMMsoil12814,946.5,946.3
HMMsoil12815,546.9,546.7
HMMsoil12816,679.9,679.7
HMMsoil12817,224.3,224.2
HMMsoil12818,172.9,172.8
HMMsoil12819,158.7,158.5
HMMsoil12821,239.3,239.1
HMMsoil12823,147.2,147.1
HMMsoil12824,145.5,145.3
HMMsoil12826,83.9,83.8
HMMsoil12828,237.2,237.0
HMMsoil12829,98.4,98.3
HMMsoil12830,182.6,182.4
HMMsoil12831,151.5,151.4
HMMsoil12833,212.4,212.3
HMMsoil12834,107.2,107.1
HMMsoil12835,161.5,161.3
HMMsoil12960,415.8,415.6
HMMsoil12961,285.3,285.1
HMMsoil12965,52.0,51.9
HMMsoil12967,42.6,42.6
HMMsoil12969,226.9,226.8
HMMsoil12972,61.1,60.7
HMMsoil12974,38.3,29.6
HMMsoil12975,110.3,110.2
HMMsoil12976,287.7,194.8
HMMsoil12977,145.9,145.8
HMMsoil12978,96.3,96.2
HMMsoil12981,537.6,537.5
HMMsoil12836,165.1,165.0
HMMsoil12837,698.9,698.7
HMMsoil12838,314.6,314.5
HMMsoil12839,120.8,120.7
HMMsoil12840,92.3,92.2
HMMsoil12842,280.6,280.4
HMMsoil12844,99.8,99.6
HMMsoil12846,219.9,219.8
HMMsoil12847,205.2,202.4
HMMsoil12848,185.8,185.7
HMMsoil12849,310.1,310.0
HMMsoil12851,441.4,441.2
HMMsoil12853,151.9,151.8
HMMsoil12855,50.0,49.9
HMMsoil12856,124.8,124.6
HMMsoil12857,602.5,602.3
HMMsoil12858,144.8,144.6
HMMsoil12859,137.6,137.4
HMMsoil12860,492.9,492.7
HMMsoil12861,183.8,183.7
HMMsoil12864,254.8,254.7
HMMsoil12866,536.5,536.4
HMMsoil12867,140.0,139.9
HMMsoil12868,224.6,224.4
HMMsoil12869,192.7,192.5
HMMsoil12870,359.5,359.4
HMMsoil12871,276.9,276.8
HMMsoil12872,74.5,74.4
HMMsoil12873,131.7,131.6
HMMsoil12874,414.4,414.2
HMMsoil12875,168.3,168.2
HMMsoil12876,60.9,60.9
HMMsoil12877,298.0,297.9
HMMsoil12878,295.9,295.7
HMMsoil12879,15.4,15.4
HMMsoil12880,223.8,223.7
HMMsoil12881,112.0,111.9
HMMsoil12882,83.5,83.4
HMMsoil12883,27.3,27.3
HMMsoil12886,288.8,147.9
HMMsoil12887,350.8,350.7
HMMsoil13028,508.6,508.4
HMMsoil13031,326.6,326.5
HMMsoil13032,153.7,153.5
HMMsoil13034,19.5,19.5
HMMsoil13036,58.6,58.5
HMMsoil13039,402.1,401.9
HMMsoil13040,461.6,461.4
HMMsoil13041,131.5,131.4
HMMsoil13042,34.5,34.4
HMMsoil13043,117.1,117.0
HMMsoil13045,142.3,142.1
HMMsoil13046,29.3,29.3
HMMsoil13047,371.5,371.4
HMMsoil13048,134.9,134.8
HMMsoil13050,538.3,538.1
HMMsoil12910,126.9,126.8
HMMsoil12911,567.3,567.1
HMMsoil12912,117.1,117.0
HMMsoil12914,209.5,209.3
HMMsoil12916,106.2,106.0
HMMsoil12917,137.7,137.5
HMMsoil12918,483.1,482.9
HMMsoil12920,46.7,46.6
HMMsoil12924,144.0,143.9
HMMsoil12926,666.0,665.9
HMMsoil12928,658.6,658.5
HMMsoil12929,93.3,93.1
HMMsoil12931,397.0,396.9
HMMsoil12932,47.1,47.0
HMMsoil12933,149.6,149.5
HMMsoil12934,125.6,125.5
HMMsoil12935,262.2,262.1
HMMsoil12936,290.7,290.5
HMMsoil12937,375.1,374.9
HMMsoil12939,79.5,79.4
HMMsoil12940,448.5,448.4
HMMsoil12941,68.7,68.6
HMMsoil12942,285.9,285.7
HMMsoil12944,722.7,722.5
HMMsoil12949,163.7,163.6
HMMsoil12950,100.2,100.0
HMMsoil12952,52.5,52.4
HMMsoil12953,164.3,164.1
HMMsoil12954,732.7,732.6
HMMsoil12955,122.7,122.6
HMMsoil12957,18.4,18.4
HMMsoil12958,368.4,368.2
HMMsoil13098,310.4,310.3
HMMsoil13100,101.8,101.7
HMMsoil13101,218.1,217.9
HMMsoil13102,161.5,161.4
HMMsoil13103,436.4,436.2
HMMsoil13104,62.2,62.1
HMMsoil13106,232.3,232.2
HMMsoil13107,314.7,314.5
HMMsoil13108,149.6,147.8
HMMsoil13109,400.1,399.9
HMMsoil13110,564.0,563.9
HMMsoil13111,207.4,207.2
HMMsoil13112,366.0,365.8
HMMsoil13113,349.3,349.1
HMMsoil13115,384.1,384.0
HMMsoil13117,637.9,637.7
HMMsoil13118,436.6,436.4
HMMsoil13119,232.7,232.6
HMMsoil13120,89.9,89.5
HMMsoil13121,198.2,198.1
HMMsoil13123,386.4,386.2
HMMsoil13124,179.2,179.1
HMMsoil12982,163.4,163.3
HMMsoil12983,84.5,81.2
HMMsoil12985,166.6,166.5
HMMsoil12986,225.0,224.9
HMMsoil12987,289.3,289.1
HMMsoil12988,163.0,162.9
HMMsoil12990,25.9,25.9
HMMsoil12991,254.2,254.0
HMMsoil12992,95.2,95.1
HMMsoil12994,253.2,252.0
HMMsoil12995,196.0,195.9
HMMsoil12996,186.3,186.1
HMMsoil12997,776.8,776.6
HMMsoil12998,140.8,140.7
HMMsoil12999,111.0,110.9
HMMsoil13001,380.7,380.6
HMMsoil13002,108.4,108.3
HMMsoil13003,105.1,105.0
HMMsoil13004,272.2,272.0
HMMsoil13005,405.4,404.9
HMMsoil13006,240.5,240.0
HMMsoil13007,81.0,80.9
HMMsoil13009,232.3,232.2
HMMsoil13010,190.6,190.4
HMMsoil13011,57.7,57.6
HMMsoil13013,162.2,162.0
HMMsoil13015,52.3,52.2
HMMsoil13016,249.3,249.1
HMMsoil13017,34.1,34.0
HMMsoil13021,514.7,514.5
HMMsoil13023,103.7,103.5
HMMsoil13025,385.3,385.1
HMMsoil13027,57.8,57.7
HMMsoil13176,253.4,253.3
HMMsoil13177,213.7,213.6
HMMsoil13178,313.4,313.2
HMMsoil13179,543.9,543.7
HMMsoil13180,101.6,101.5
HMMsoil13181,897.1,896.9
HMMsoil13184,288.0,287.8
HMMsoil13185,564.3,564.2
HMMsoil13186,85.4,85.2
HMMsoil13187,143.5,143.4
HMMsoil13188,129.7,129.6
HMMsoil13189,162.3,162.2
HMMsoil13190,239.4,239.2
HMMsoil13191,290.4,290.3
HMMsoil13192,162.2,162.1
HMMsoil13194,141.7,141.5
HMMsoil13195,249.9,249.8
HMMsoil13196,102.9,102.8
HMMsoil13197,161.0,160.9
HMMsoil13198,142.9,142.8
HMMsoil13199,424.3,424.2
HMMsoil13200,179.4,179.3
HMMsoil13201,31.2,31.2
HMMsoil13202,275.3,275.2
HMMsoil13051,53.2,52.8
HMMsoil13052,292.3,292.2
HMMsoil13053,91.3,91.2
HMMsoil13054,68.8,68.7
HMMsoil13055,264.7,264.6
HMMsoil13056,164.7,164.6
HMMsoil13057,138.3,138.2
HMMsoil13058,71.9,71.9
HMMsoil13059,371.5,371.3
HMMsoil13060,317.6,317.5
HMMsoil13061,551.4,551.2
HMMsoil13062,24.0,24.0
HMMsoil13063,104.7,104.4
HMMsoil13064,197.0,196.9
HMMsoil13065,186.9,186.7
HMMsoil13066,143.7,143.6
HMMsoil13067,73.8,73.7
HMMsoil13068,234.5,234.4
HMMsoil13070,374.5,374.3
HMMsoil13071,315.9,315.7
HMMsoil13072,440.3,438.9
HMMsoil13073,450.6,450.4
HMMsoil13074,776.3,776.1
HMMsoil13078,46.2,46.2
HMMsoil13081,208.4,208.3
HMMsoil13082,172.2,172.0
HMMsoil13083,142.4,142.2
HMMsoil13085,40.4,40.4
HMMsoil13086,57.2,57.1
HMMsoil13090,155.5,155.3
HMMsoil13092,356.6,356.4
HMMsoil13094,305.8,305.7
HMMsoil13096,237.5,237.4
HMMsoil13097,190.1,190.0
HMMsoil13252,53.0,52.9
HMMsoil13253,128.5,128.4
HMMsoil13255,109.9,109.8
HMMsoil13256,360.8,360.6
HMMsoil13257,274.4,274.3
HMMsoil13258,115.3,115.2
HMMsoil13260,270.3,270.2
HMMsoil13261,334.5,334.4
HMMsoil13262,217.6,217.5
HMMsoil13263,19.8,19.8
HMMsoil13264,82.7,82.6
HMMsoil13265,156.1,156.0
HMMsoil13266,169.9,169.8
HMMsoil13268,453.1,452.9
HMMsoil13270,125.5,125.3
HMMsoil13273,203.8,203.7
HMMsoil13274,171.6,171.5
HMMsoil13277,99.8,99.7
HMMsoil13125,164.5,163.9
HMMsoil13126,327.2,327.0
HMMsoil13127,99.6,99.4
HMMsoil13128,388.3,388.1
HMMsoil13130,138.6,138.5
HMMsoil13132,288.3,288.1
HMMsoil13133,188.7,188.6
HMMsoil13134,442.8,442.7
HMMsoil13135,638.7,638.6
HMMsoil13136,224.5,224.4
HMMsoil13138,356.3,356.2
HMMsoil13139,472.6,472.4
HMMsoil13140,178.1,178.0
HMMsoil13141,181.2,181.0
HMMsoil13142,229.6,226.5
HMMsoil13143,181.8,181.7
HMMsoil13145,150.3,150.2
HMMsoil13146,143.0,142.9
HMMsoil13148,74.9,74.8
HMMsoil13149,366.8,366.6
HMMsoil13150,270.0,267.3
HMMsoil13152,270.6,270.4
HMMsoil13153,224.3,224.2
HMMsoil13154,194.7,194.6
HMMsoil13155,783.8,783.7
HMMsoil13156,355.7,355.6
HMMsoil13158,269.6,269.4
HMMsoil13159,411.2,411.0
HMMsoil13161,133.6,133.4
HMMsoil13162,218.5,218.4
HMMsoil13163,35.0,35.0
HMMsoil13168,402.2,402.1
HMMsoil13170,796.9,796.7
HMMsoil13172,447.6,447.5
HMMsoil13173,123.4,123.2
HMMsoil13174,156.8,156.7
HMMsoil13313,337.1,336.9
HMMsoil13315,262.5,262.4
HMMsoil13317,294.9,294.7
HMMsoil13319,59.6,59.6
HMMsoil13320,71.7,71.6
HMMsoil13321,708.8,708.7
HMMsoil13322,215.3,215.1
HMMsoil13324,453.5,453.3
HMMsoil13326,637.9,637.7
HMMsoil13327,339.7,339.6
HMMsoil13328,105.2,105.0
HMMsoil13329,101.9,101.8
HMMsoil13330,88.8,88.7
HMMsoil13331,403.7,403.5
HMMsoil13332,235.5,235.3
HMMsoil13333,37.2,37.1
HMMsoil13334,133.1,132.9
HMMsoil13335,58.6,58.5
HMMsoil13336,233.6,233.5
HMMsoil13337,167.3,167.2
HMMsoil13203,62.8,62.7
HMMsoil13204,407.6,406.0
HMMsoil13205,455.6,455.4
HMMsoil13207,368.8,359.0
HMMsoil13208,112.7,112.6
HMMsoil13209,798.5,798.4
HMMsoil13211,450.7,450.6
HMMsoil13212,42.6,42.6
HMMsoil13213,81.0,80.9
HMMsoil13214,88.4,88.3
HMMsoil13216,235.5,235.4
HMMsoil13217,55.0,30.0
HMMsoil13218,212.0,211.8
HMMsoil13219,94.9,94.7
HMMsoil13220,113.8,113.7
HMMsoil13221,71.7,71.6
HMMsoil13222,120.8,120.7
HMMsoil13223,386.7,386.5
HMMsoil13225,249.9,249.8
HMMsoil13228,72.1,72.0
HMMsoil13229,106.0,105.9
HMMsoil13230,76.0,75.9
HMMsoil13231,220.3,220.2
HMMsoil13233,406.5,406.3
HMMsoil13234,106.0,105.9
HMMsoil13235,135.4,135.3
HMMsoil13236,593.8,468.6
HMMsoil13237,87.3,87.1
HMMsoil13240,518.7,518.6
HMMsoil13241,530.6,530.4
HMMsoil13244,592.0,591.8
HMMsoil13245,192.1,192.0
HMMsoil13246,98.0,97.9
HMMsoil13247,360.5,360.3
HMMsoil13248,853.9,853.7
HMMsoil13249,262.4,262.3
HMMsoil13250,329.7,329.6
HMMsoil13251,316.9,316.8
HMMsoil13281,185.3,185.2
HMMsoil13282,113.0,112.8
HMMsoil13283,148.0,147.9
HMMsoil13284,455.7,455.6
HMMsoil13287,387.1,387.0
HMMsoil13288,40.5,40.5
HMMsoil13292,712.7,712.6
HMMsoil13293,100.8,100.7
HMMsoil13296,400.1,399.9
HMMsoil13297,460.1,459.9
HMMsoil13298,54.4,54.3
HMMsoil13299,192.0,126.8
HMMsoil13300,55.6,55.5
HMMsoil13302,47.8,47.8
HMMsoil13305,22.7,22.7
HMMsoil13306,151.6,151.5
HMMsoil13307,113.9,113.7
HMMsoil13308,52.0,51.9
HMMsoil13309,381.3,381.1
HMMsoil13312,390.4,390.3
HMMsoil13339,256.3,256.1
HMMsoil13340,17.9,17.9
HMMsoil13341,207.1,207.0
HMMsoil13344,42.5,42.5
HMMsoil13345,232.8,232.6
HMMsoil13346,268.4,268.2
HMMsoil13599,107.9,107.8
HMMsoil13602,98.5,98.4
HMMsoil13604,706.4,706.3
HMMsoil13605,88.9,88.8
HMMsoil13373,115.0,114.8
HMMsoil13376,310.7,310.6
HMMsoil13378,166.2,166.1
HMMsoil13419,257.2,257.1
HMMsoil13420,118.8,118.7
HMMsoil13421,588.9,588.6
HMMsoil13422,165.9,165.7
HMMsoil13424,371.8,371.6
HMMsoil13425,95.2,95.1
HMMsoil13427,583.6,583.5
HMMsoil13429,181.9,181.8
HMMsoil13430,246.3,246.1
HMMsoil13431,398.7,398.6
HMMsoil13432,351.5,351.3
HMMsoil13433,254.6,254.0
HMMsoil13434,294.6,294.4
HMMsoil13436,136.9,136.8
HMMsoil13439,136.5,134.5
HMMsoil13440,239.8,239.7
HMMsoil13441,261.9,258.6
HMMsoil13442,272.4,272.3
HMMsoil13443,252.7,252.5
HMMsoil13444,335.6,335.5
HMMsoil13446,440.0,439.9
HMMsoil13448,332.5,332.3
HMMsoil13449,130.7,130.5
HMMsoil13450,117.3,115.8
HMMsoil13451,97.6,97.5
HMMsoil13452,203.7,203.6
HMMsoil13453,236.0,235.8
HMMsoil13455,532.2,532.0
HMMsoil13456,138.5,138.2
HMMsoil13458,181.4,181.3
HMMsoil13459,127.5,127.3
HMMsoil13461,354.4,354.3
HMMsoil13462,205.4,205.3
HMMsoil13463,125.9,125.8
HMMsoil13347,164.6,164.5
HMMsoil13348,518.7,518.5
HMMsoil13349,88.0,85.8
HMMsoil13350,381.0,380.8
HMMsoil13351,308.0,307.8
HMMsoil13352,194.9,194.8
HMMsoil13353,56.5,56.4
HMMsoil13354,417.6,417.5
HMMsoil13355,174.7,174.6
HMMsoil13356,429.5,289.8
HMMsoil13358,324.6,223.1
HMMsoil13359,205.7,205.5
HMMsoil13360,238.6,238.4
HMMsoil13361,395.6,395.5
HMMsoil13362,43.2,43.2
HMMsoil13363,361.5,361.4
HMMsoil13364,209.3,209.1
HMMsoil13365,181.8,181.7
HMMsoil13367,122.1,122.0
HMMsoil13368,351.5,351.4
HMMsoil13369,89.7,89.6
HMMsoil13370,119.0,118.4
HMMsoil13371,102.5,102.4
HMMsoil13372,175.9,175.8
HMMsoil13494,118.1,118.0
HMMsoil13495,111.4,111.3
HMMsoil13496,108.4,108.3
HMMsoil13497,58.1,56.8
HMMsoil13498,151.2,151.0
HMMsoil13499,117.0,116.9
HMMsoil13500,51.6,51.6
HMMsoil13501,119.4,119.3
HMMsoil13503,244.0,243.9
HMMsoil13504,61.6,61.5
HMMsoil13506,53.8,53.7
HMMsoil13507,769.3,769.1
HMMsoil13510,18.8,18.8
HMMsoil13511,458.0,457.9
HMMsoil13516,74.7,74.6
HMMsoil13517,396.2,396.1
HMMsoil13521,259.8,259.6
HMMsoil13522,592.3,592.1
HMMsoil13523,396.2,396.1
HMMsoil13524,263.0,262.8
HMMsoil13525,43.2,43.1
HMMsoil13526,79.4,79.3
HMMsoil13527,305.5,305.3
HMMsoil13379,229.1,229.0
HMMsoil13380,480.4,480.2
HMMsoil13381,422.9,422.7
HMMsoil13384,490.3,490.2
HMMsoil13385,58.7,58.7
HMMsoil13386,259.0,258.8
HMMsoil13387,58.4,58.3
HMMsoil13388,199.1,198.9
HMMsoil13390,188.0,187.8
HMMsoil13391,173.1,172.9
HMMsoil13392,462.2,462.1
HMMsoil13394,262.0,261.9
HMMsoil13395,241.6,241.5
HMMsoil13396,182.5,182.3
HMMsoil13397,163.3,163.2
HMMsoil13398,249.1,249.0
HMMsoil13400,30.0,30.0
HMMsoil13401,78.5,78.4
HMMsoil13402,396.6,396.5
HMMsoil13403,189.4,189.2
HMMsoil13406,108.2,107.0
