id,threshold
K05020,679.17
K05021,445.2
K05022,359.7
K05023,402.27
K05024,504
K05025,515.03
K05026,646.03
K05027,1189.8
K05028,1191.63
K05030,149.07
K05031,1551.8
K05032,2708
K05033,2375.1
K05034,885.17
K05035,1057.33
K05036,1112.53
K05037,974.2
K05038,973.3
K05039,938.77
K05040,884.5
K05041,1001
K05043,962.83
K05044,1074.47
K05045,1079.33
K05046,1138.67
K05047,907.27
K05048,937.07
K05050,411.47
K05051,319.23
K05052,430.33
K05053,412
K05054,349.3
K05055,227.8
K05056,326.53
K05057,761.93
K05058,775.27
K05059,309.83
K05060,567.07
K05061,652.2
K05062,721.2
K05063,253.13
K05064,479.9
K05065,646.9
K05066,290.53
K05067,276.03
K05068,123.4
K05069,206.17
K05070,204.2
K05071,173.33
K05072,208.77
K05073,191.9
K05074,77.57
K05075,222.63
K05076,265.9
K05077,281.77
K05078,186.67
K05079,250.17
K05080,355.37
K05081,357.63
K05082,238
K05083,1782.97
K05084,1875.2
K05085,1736.3
K05086,2031.03
K05087,1827.8
K05088,582.13
K05089,1273.67
K05090,1128.77
K05091,1172.47
K05092,904.8
K05093,1155.37
K05094,1098.37
K05095,1303.47
K05096,1293
K05097,1750.93
K05098,1741.73
K05099,1295.47
K05100,1518.47
K05101,1184.87
K05102,1367.13
K05103,1435.23
K05104,1863.5
K05105,1644.73
K05106,1800.07
K05107,1804.83
K05108,1590.23
K05109,1740.87
K05110,1518.43
K05111,1877.87
K05112,1848.67
K05113,1620.4
K05114,1555.73
K05115,1112.83
K05116,1007.23
K05117,1117.13
K05118,1193.2
K05119,1268
K05120,1293.87
K05121,1224.5
K05122,1087.03
K05123,1330.63
K05124,1303.53
K05125,1090.83
K05126,624.63
K05127,516.8
K05128,354.67
K05129,730.03
K05130,349.63
K05131,197.83
K05132,159.63
K05133,259.2
K05134,223.5
K05135,243.23
K05136,242.77
K05137,198.2
K05138,230.7
K05139,241.33
K05140,240.83
K05141,277.97
K05142,147.67
K05143,278.03
K05144,133.4
K05145,204.77
K05146,154.2
K05147,319.67
K05148,321.67
K05149,49.5
K05150,61.4
K05151,95.93
K05152,212.47
K05153,116.97
K05154,128.23
K05155,304.53
K05156,233.67
K05157,295.17
K05158,191.87
K05159,
K05160,255.73
K05161,245.3
K05162,289.97
K05163,297.7
K05164,482.93
K05165,331.17
K05166,325.13
K05167,257.53
K05168,378.77
K05169,274.27
K05170,483.9
K05171,464.37
K05172,734.43
K05173,441.17
K05174,406.47
K05175,565.03
K05181,596.6
K05184,453.33
K05185,719.87
K05186,810.6
K05189,537.5
K05190,483.77
K05192,686.63
K05193,743.33
K05194,641.23
K05195,676.43
K05196,507.93
K05197,1463.33
K05198,1319.57
K05199,1366.13
K05200,1644.4
K05201,1658.5
K05202,1650.47
K05203,1757.83
K05204,1567.33
K05205,1625.67
K05206,1266.2
K05207,1276.27
K05208,603.37
K05209,2000.57
K05210,1204.9
K05211,1750.27
K05212,1672.43
K05213,1197.87
K05214,1544.57
K05215,590.4
K05216,523.47
K05217,535.2
K05218,589.63
K05219,615.27
K05220,591.43
K05221,563.4
K05222,1107.73
K05223,68.73
K05224,57.1
K05225,76.33
K05226,66.13
K05227,155.97
K05228,85.87
K05229,61.13
K05230,38.87
K05231,80.23
K05232,159.4
K05233,142.37
K05234,101.3
K05235,83.5
K05236,495.33
K05237,74.57
K05238,72.83
K05239,78.77
K05240,67.23
K05241,48.07
K05242,211.97
K05243,218.07
K05244,93.33
K05245,581.33
K05246,60.97
K05247,59.57
K05248,55.5
K05249,102.43
K05250,157.03
K05251,156.97
K05252,51.93
K05253,132.77
K05254,66.43
K05255,238.97
K05256,98.43
K05257,64.17
K05258,74.33
K05259,81.73
K05260,81.3
K05261,73.17
K05262,164.2
K05263,94.2
K05264,151.33
K05265,83
K05266,526.63
K05267,110.6
K05268,580.23
K05269,62.63
K05271,823.97
K05273,486.4
K05274,1411.5
K05275,261.57
K05277,493.43
K05278,424.13
K05279,
K05280,689.93
K05281,638.47
K05282,350.73
K05283,135.33
K05284,208.6
K05285,208.83
K05286,171.43
K05287,51.73
K05288,514.1
K05289,110.4
K05290,218.5
K05291,55.5
K05292,84.47
K05293,125.7
K05294,102.87
K05295,613.47
K05296,302.3
K05297,425.6
K05298,650.7
K05299,1196.5
K05300,489.87
K05301,490.07
K05302,215.93
K05303,103.53
K05304,372.93
K05305,495.5
K05306,206.6
K05307,116.77
K05308,413.37
K05309,199.6
K05310,468.67
K05311,235.37
K05312,665.5
K05313,878.13
K05323,275.33
K05330,567.33
K05334,1044.03
K05336,368.77
K05337,39.17
K05338,139.9
K05339,284.27
K05340,145.7
K05341,315.07
K05342,754.67
K05343,475.83
K05345,239.4
K05346,308.8
K05349,321.7
K05350,566.6
K05351,497.47
K05352,365.53
K05353,684.97
K05354,586.07
K05355,430.67
K05356,432.87
K05357,60.4
K05358,944.9
K05359,341.5
K05360,147.3
K05361,304.9
K05362,584
K05363,302.13
K05364,404.87
K05365,658.43
K05366,623.17
K05367,583.93
K05368,273.6
K05369,277.33
K05370,314.8
K05371,192.7
K05372,236.9
K05373,351.93
K05374,288.17
K05375,29.43
K05376,202.13
K05377,252.73
K05378,350.47
K05379,371.5
K05380,354.27
K05381,112.93
K05382,151.3
K05383,124.57
K05384,186.73
K05385,290.9
K05386,148.17
K05387,487.7
K05389,135.63
K05391,167.5
K05394,
K05396,350.77
K05397,434.6
K05398,1002.47
K05399,527.97
K05400,98.47
K05401,941.33
K05402,155.2
K05403,114.87
K05404,1358.3
K05405,97.33
K05406,84.53
K05407,134.03
K05408,154.8
K05409,183.2
K05410,890.73
K05411,368.2
K05412,194.3
K05413,191.2
K05414,144.13
K05415,200.37
K05416,101.77
K05417,97.27
K05418,129.53
K05419,108.77
K05420,141.07
K05421,218.4
K05422,213.1
K05423,95.87
K05424,85.77
K05425,151.33
K05426,88.7
K05427,115
K05428,93.23
K05429,81.17
K05430,57.07
K05431,77.7
K05432,91.8
K05433,73.4
K05434,72.83
K05435,116.4
K05436,100.13
K05437,106.57
K05438,154.27
K05439,150.87
K05440,314.33
K05441,211.3
K05442,248.87
K05443,171.57
K05444,249.07
K05445,107.97
K05446,97.07
K05447,303.93
K05448,224.5
K05449,101.13
K05450,246.97
K05451,
K05452,188.53
K05453,159.6
K05454,135.63
K05455,702.17
K05456,699.3
K05457,213.6
K05458,98.67
K05459,144.13
K05460,916.73
K05461,134.53
K05462,138.17
K05463,114.33
K05464,856.07
K05465,701.07
K05466,706.87
K05467,604.6
K05468,213.03
K05469,99.2
K05470,160.23
K05471,145.03
K05472,89
K05473,187.47
K05474,179.17
K05475,221.37
K05476,214.53
K05477,178.37
K05478,158.77
K05479,94.63
K05480,148.47
K05481,203.4
K05482,97.4
K05483,213.5
K05484,243.6
K05485,177.87
K05486,233.5
K05487,246.53
K05488,232.87
K05489,210.73
K05490,113.03
K05491,128.1
K05492,133.37
K05493,122.03
K05494,168.67
K05495,441.3
K05496,485.23
K05497,552.83
K05498,354.97
K05499,393.8
K05500,290.03
K05501,118.7
K05502,1807.87
K05503,539
K05504,230.67
K05505,143.53
K05506,146.1
K05507,82.17
K05508,133.13
K05509,176.33
K05510,182.5
K05511,139.47
K05512,105.23
K05513,85.17
K05514,96.97
K05515,516.77
K05516,350.73
K05517,170.13
K05518,112
K05519,275.47
K05520,161.47
K05521,341.5
K05522,192.67
K05523,324.47
K05524,113.5
K05525,559.7
K05526,88.27
K05527,72.83
K05528,257.53
K05529,388.4
K05530,714.8
K05531,298.23
K05532,215.63
K05533,612.77
K05534,444.63
K05535,187.73
K05536,671.63
K05537,987.87
K05538,426.73
K05539,242.33
K05540,280.53
K05541,286.53
K05542,408.77
K05543,245.53
K05544,290.07
K05545,327.83
K05546,1290.33
K05547,824.83
K05548,436.87
K05549,580.4
K05550,213.97
K05551,693.57
K05552,564.07
K05553,66.6
K05554,249.67
K05555,162.9
K05556,367.13
K05557,639
K05558,74.67
K05559,1030.87
K05560,131.33
K05561,496.83
K05562,151.8
K05563,97.37
K05564,122.3
K05565,830.63
K05566,106.13
K05567,122.67
K05568,403.1
K05569,96.53
K05570,80.27
K05571,108.53
K05572,494.33
K05573,453.8
K05574,175.03
K05575,553.77
K05576,139.23
K05577,708.87
K05578,174
K05579,429.23
K05580,157.67
K05581,220.17
K05582,251.73
K05583,61.27
K05584,168.7
K05585,146.3
K05586,213.5
K05587,819.2
K05588,258.97
K05589,64.47
K05590,488.43
K05591,567.03
K05592,533.33
K05593,78.37
K05594,46.23
K05595,71.97
K05596,159.43
K05597,524
K05599,848
K05600,224.07
K05601,101.9
K05602,282.53
K05603,338.33
K05604,843.43
K05605,167.47
K05606,79.5
K05607,391.3
K05609,208.53
K05610,306.57
K05611,348.97
K05612,750.57
K05613,726.43
K05614,859.63
K05615,790.2
K05616,795
K05617,937.53
K05618,756.1
K05619,869.1
K05620,1072.2
K05621,841.83
K05622,1001.23
K05623,1081.07
K05624,1065.5
K05625,921.13
K05626,1056.37
K05627,456.93
K05628,586.47
K05629,1562.3
K05630,1429.63
K05631,1372.8
K05632,1452.13
K05633,1380.77
K05634,133.63
K05635,1706.77
K05636,2405.8
K05637,1356.47
K05638,622.17
K05639,841.8
K05640,692.73
K05641,3191.8
K05642,1524
K05643,1553.6
K05644,2312.6
K05645,3434.13
K05646,3027.7
K05647,2908.63
K05648,1811.57
K05649,2552.83
K05650,2999.37
K05651,2705.27
K05652,2864.1
K05653,798.8
K05654,862.9
K05655,736.93
K05656,943.6
K05657,701.77
K05658,898.53
K05659,2217.37
K05660,2085.4
K05661,898.03
K05662,947.07
K05664,1911.8
K05665,2154.53
K05666,1846.47
K05667,2517.37
K05668,1941.9
K05669,2261.7
K05670,1717.83
K05671,2006.47
K05672,1978.6
K05673,1513.8
K05674,1513.97
K05675,1311.07
K05676,1243.93
K05677,775.63
K05678,490.03
K05679,727.93
K05680,1096.4
K05681,602.73
K05682,1143.33
K05683,569.5
K05684,535.4
K05685,518.8
K05687,230.03
K05688,263.9
K05689,1370.73
K05690,1183.57
K05691,362.3
K05692,857.13
K05693,2226.97
K05694,938.9
K05695,2989.53
K05696,651.27
K05697,1005.63
K05698,910.67
K05699,1775.83
K05700,349.7
K05701,1015.3
K05702,493.5
K05703,989.07
K05704,896.93
K05705,1007.43
K05706,361.73
K05707,357.47
K05708,587.03
K05709,246.7
K05710,108.27
K05711,386.27
K05712,356.17
K05713,177.1
K05714,275.07
K05715,306.47
K05716,509
K05717,1782.37
K05718,1011.83
K05719,1016.33
K05720,1094.9
K05721,957.67
K05722,1042.77
K05723,975.67
K05724,661.4
K05725,1184.87
K05726,973.7
K05727,2631.53
K05728,625.77
K05729,1295.9
K05730,272.1
K05731,1494
K05732,1687.5
K05733,745.53
K05734,978.27
K05735,878.6
K05736,955.7
K05737,1241.93
K05738,320.5
K05739,234.47
K05740,1503.5
K05741,1561.43
K05742,982.57
K05743,932.83
K05744,1035.4
K05745,1700.2
K05746,406.9
K05747,548.03
K05748,573.33
K05749,414.5
K05750,219.83
K05751,639.8
K05752,47.7
K05753,603.8
K05754,48.57
K05755,92.93
K05756,85.03
K05757,118.43
K05758,78.47
K05759,29.87
K05760,611.33
K05761,935.1
K05762,1122.33
K05763,1122.07
K05764,86.87
K05765,82.1
K05766,310.87
K05767,432.37
K05768,1000.83
K05769,1020.6
K05770,25.57
K05771,809.6
K05772,90.13
K05773,165.8
K05774,105.83
K05775,65.63
K05776,308.27
K05777,478.63
K05778,214.37
K05779,228.4
K05780,224
K05781,258.53
K05782,176.67
K05783,410.9
K05784,451
K05785,120.83
K05786,100.33
K05787,140.73
K05788,124.77
K05789,249.2
K05790,219.3
K05791,200.03
K05792,213.2
K05793,68.43
K05794,392.23
K05795,236
K05796,221.47
K05797,420.43
K05798,257.3
K05799,253.07
K05800,207.6
K05801,94.6
K05802,501.73
K05803,93.97
K05804,203.17
K05805,48.37
K05806,50.67
K05807,66.3
K05808,97.93
K05809,116.23
K05810,66.8
K05811,53.4
K05812,77.67
K05813,326.63
K05814,344.3
K05815,324.1
K05816,522.9
K05817,280.4
K05818,173.77
K05819,373.97
K05820,183.37
K05821,497.17
K05822,341.9
K05823,366.27
K05824,420.2
K05825,392.73
K05826,35.1
K05827,354.57
K05828,221.83
K05829,409.57
K05830,501.13
K05831,285.73
K05832,148.33
K05833,194.17
K05834,168.83
K05835,158.3
K05836,201.6
K05837,387.83
K05838,152.37
K05839,40.1
K05840,716.53
K05841,296.33
K05842,278.37
K05843,249.93
K05844,307.63
K05845,93.33
K05846,177.1
K05847,350.43
K05848,707.87
K05849,342.4
K05850,1184.53
K05851,323.57
K05852,99.23
K05853,1350.93
K05854,879.67
K05855,956.07
K05856,852.93
K05857,854.83
K05858,681.73
K05859,1876.77
K05860,768.33
K05861,832.4
K05862,544.77
K05863,231.4
K05864,369.17
K05865,252.47
K05866,487.33
K05867,476.13
K05868,580.13
K05869,439.37
K05870,398.9
K05871,1249.73
K05872,324.87
K05873,80.6
K05874,643.83
K05875,652.33
K05876,616.27
K05877,722.8
K05878,469.67
K05879,194.93
K05880,607.2
K05881,90.93
K05882,585.57
K05884,369.7
K05886,392.23
K05887,564.07
K05888,481.23
K05889,367.23
K05894,511.97
K05895,168.8
K05896,42
K05897,474.67
K05898,364.93
K05901,157.9
K05906,133.7
K05907,489.17
K05908,221.03
K05909,423.7
K05910,477.4
K05913,66.97
K05914,
K05915,
K05916,295.03
K05917,331.47
K05918,365.3
K05919,40.1
K05921,239.23
K05922,778.87
K05925,200.67
K05926,301.07
K05927,483.27
K05928,315.4
K05929,169.77
K05931,339.6
K05933,286.57
K05934,351.77
K05936,242.87
K05937,50.93
K05939,444.37
K05940,581.63
K05941,281.9
K05942,338.53
K05946,239.27
K05947,404.4
K05948,124.07
K05951,256.77
K05952,26.57
K05953,198.13
K05954,258.43
K05955,163.53
K05956,267.1
K05957,438.93
K05960,713.13
K05961,338.7
K05964,184
K05966,237.17
K05967,108.67
K05969,89.07
K05970,120.9
K05972,76.13
K05973,228.37
K05977,541.57
K05978,519.57
K05979,57.63
K05982,235.3
K05984,323
K05985,87.23
K05986,106.97
K05988,89.13
K05989,250.6
K05991,183.7
K05992,
K05994,167.37
K05995,79.63
K05996,348.63
K05997,142.77
K05998,710.17
K05999,849.73
K06000,759.73
K06001,456.2
K06002,552.97
K06004,317.1
K06005,410.3
K06006,47.97
K06007,1002.43
K06008,1017.67
K06009,512.93
K06011,1751.87
K06012,197.7
K06013,130.77
K06015,167.57
K06016,468.93
K06018,532.73
K06019,202.3
K06020,640.47
K06023,102.67
K06024,42.67
K06027,347.83
K06030,807.77
K06033,261.73
K06034,166.03
K06035,122.23
K06037,524.7
K06038,564.07
K06039,62.3
K06041,163.57
K06042,81.93
K06044,578.57
K06045,571.07
K06046,327.6
K06047,205.87
K06048,104.43
K06049,259.97
K06051,608.1
K06052,1665.83
K06053,169.6
K06054,262.77
K06055,122.47
K06056,184.07
K06057,164.37
K06058,221.87
K06059,481.4
K06061,127.83
K06062,165.57
K06063,154.43
K06064,207.37
K06065,2182.7
K06066,115.07
K06067,779.37
K06068,1054.1
K06069,1008.97
K06070,612.13
K06071,1553.97
K06072,83.8
K06073,320.73
K06074,247.13
K06075,114.57
K06076,73.3
K06077,40.63
K06078,32.93
K06079,83.47
K06080,80.53
K06081,384.47
K06082,1402.53
K06083,503.53
K06084,518.33
K06085,100.57
K06086,599.8
K06087,63.33
K06088,282.63
K06089,320.43
K06090,64.27
K06091,685.5
K06092,1176.43
K06093,145.1
K06094,737.83
K06095,1913.33
K06096,382.03
K06097,1086.17
K06098,1421
K06099,370.27
K06100,131.5
K06101,301.47
K06102,543.9
K06103,786.8
K06104,675.83
K06105,188.63
K06106,174.47
K06107,1215.43
K06108,462.83
K06109,365.87
K06110,600.67
K06111,143.37
K06112,1645.17
K06113,241.23
K06114,3151.7
K06115,3264.47
K06116,221
K06117,282.27
K06118,320.67
K06119,414.23
K06120,1154.97
K06121,338.8
K06122,240.33
K06123,218.87
K06124,371.67
K06125,463.5
K06126,399.7
K06127,417.53
K06128,423.73
K06129,587.93
K06130,331.07
K06131,262.23
K06132,231.7
K06133,61.23
K06134,203.43
K06135,46.73
K06136,161.43
K06137,104.37
K06138,59.13
K06139,458.63
K06140,87.13
K06141,246.73
K06142,45.13
K06143,204.6
K06144,124.57
K06145,393.3
K06146,480.9
K06147,611.43
K06148,551
K06149,113.1
K06151,428
K06152,90.53
K06153,40
K06154,208.63
K06155,570.9
K06156,557.57
K06157,697.07
K06158,613.77
K06159,568.93
K06160,598.2
K06161,1019.83
K06162,141.43
K06163,191.5
K06164,172.97
K06165,151.57
K06166,56.43
K06167,152.13
K06168,455
K06169,153.07
K06170,39.4
K06171,190.07
K06172,73.67
K06173,219.77
K06174,350.27
K06175,227.47
K06176,70.97
K06177,226.97
K06178,249.23
K06179,320.2
K06180,292.83
K06181,200.97
K06182,246.47
K06183,290.77
K06184,748.73
K06185,755.6
K06186,65.43
K06187,60.73
K06188,256.4
K06189,307.13
K06190,45.97
K06191,77.33
K06192,217.6
K06193,36.67
K06194,155.57
K06195,137.2
K06196,147.8
K06197,30.27
K06198,62
K06199,26.23
K06200,289.87
K06201,38.43
K06202,96
K06203,65.3
K06204,38.7
K06205,129.67
K06206,50.27
K06207,356.9
K06208,81.73
K06209,121.53
K06210,106.37
K06211,134.8
K06212,344.17
K06213,103.97
K06214,195.87
K06215,98.23
K06216,360.23
K06217,210.07
K06218,45.57
K06219,232.33
K06221,351.27
K06222,327.63
K06223,92.97
K06224,624.47
K06225,1923.13
K06226,339.73
K06227,565.03
K06228,343.43
K06229,178.3
K06230,1848.1
K06231,800.1
K06232,117.93
K06233,4581.07
K06234,247.07
K06235,790.97
K06236,1674.47
K06237,596.43
K06238,427.33
K06240,1543.27
K06241,1942.43
K06243,2703.37
K06244,711.77
K06245,2356.37
K06246,975.97
K06247,2019.47
K06248,493.73
K06249,1108.8
K06250,92
K06251,268.33
K06252,394.6
K06253,105.87
K06254,618.6
K06255,1516.3
K06256,176.97
K06257,205.4
K06258,257.2
K06259,577.63
K06260,439.73
K06261,263.23
K06262,165.2
K06263,160.43
K06264,355.93
K06265,135.9
K06266,135.5
K06267,105.67
K06268,132.7
K06269,439.7
K06270,1049.03
K06271,964.8
K06272,208.63
K06273,536.9
K06274,507.03
K06275,214.17
K06276,374.23
K06277,295.87
K06278,272.27
K06279,675.9
K06281,611.23
K06282,366.23
K06283,47.57
K06284,89.57
K06285,63.1
K06286,149.67
K06287,202.63
K06288,608.57
K06289,430.73
K06290,403.47
K06291,807.27
K06292,553.77
K06293,331.37
K06294,106.7
K06295,459.47
K06296,255.07
K06297,287.03
K06298,98.4
K06299,94.8
K06300,53.63
K06301,53.57
K06302,43.4
K06303,88.03
K06304,91.37
K06305,70.4
K06306,332.8
K06307,659.1
K06308,306.23
K06309,292.6
K06310,662.57
K06311,345.8
K06312,358.03
K06313,162.1
K06314,88.57
K06315,80.07
K06316,125.63
K06317,34.03
K06318,53.43
K06319,70.03
K06320,82.53
K06321,142.8
K06322,347.47
K06323,155.93
K06324,535.57
K06325,66.87
K06326,58.53
K06327,28
K06328,94.43
K06329,95.5
K06330,125.33
K06331,341.23
K06332,38.47
K06333,36.3
K06334,192.8
K06335,120.7
K06336,53.33
K06337,358.57
K06338,266.23
K06339,95.1
K06340,163.97
K06341,40.83
K06342,102.33
K06343,62.2
K06345,70.7
K06346,71.77
K06347,107.77
K06348,155.73
K06349,47.1
K06350,392.37
K06351,278.73
K06352,97.03
K06353,81.93
K06354,59.27
K06355,77.43
K06356,86.33
K06357,54
K06358,73.47
K06359,540.97
K06360,637.87
K06361,461.8
K06362,447.23
K06363,560.93
K06364,650.1
K06365,425.03
K06366,543.43
K06367,446.27
K06368,538.8
K06369,472.13
K06370,68.1
K06371,34.3
K06372,46.83
K06373,151.8
K06374,151.8
K06375,72.17
K06376,40.53
K06377,64.9
K06378,115.87
K06379,151.03
K06380,120.43
K06381,100.63
K06382,248
K06383,108.33
K06384,32.4
K06385,115.13
K06386,163.53
K06387,77.3
K06388,189.83
K06389,49.77
K06390,213.67
K06391,75.03
K06392,47.8
K06393,57.83
K06394,110.57
K06395,39.13
K06396,68.77
K06397,57.23
K06398,482.63
K06399,187.7
K06400,151.67
K06401,137.17
K06402,104.27
K06403,127.87
K06404,102.93
K06405,113.37
K06406,248.13
K06407,66.37
K06408,456.3
K06409,386.37
K06410,98.2
K06411,195.7
K06412,27
K06413,336.57
K06414,44.8
K06415,245.73
K06416,61.97
K06417,114.3
K06418,101.07
K06419,105.5
K06420,127.5
K06421,93.93
K06422,29.07
K06423,65.27
K06424,98.43
K06425,41.53
K06426,58.6
K06427,72.2
K06428,45.27
K06429,44.3
K06430,37.37
K06431,50.4
K06432,37.2
K06433,38
K06434,40.6
K06435,80.8
K06436,282
K06437,252.4
K06438,140.23
K06439,99.77
K06440,62
K06441,848.13
K06442,71.4
K06443,100.97
K06444,547.77
K06445,233.13
K06446,492.6
K06447,426.7
K06448,204.17
K06449,135.37
K06450,220.3
K06451,100.43
K06452,177.87
K06453,79.4
K06454,214.4
K06455,171.83
K06456,284.43
K06457,87.8
K06458,119.17
K06459,133.8
K06460,312.07
K06461,1491.37
K06462,1995.63
K06463,396.13
K06464,1045.87
K06465,146.43
K06466,149.73
K06467,238.67
K06468,227.4
K06469,70.27
K06470,134.87
K06471,434.2
K06472,273.8
K06473,516.33
K06474,155.5
K06475,330.33
K06476,1239.57
K06477,85
K06478,870.4
K06479,171.17
K06480,1263.73
K06481,1419.43
K06482,1128.47
K06483,1105.87
K06484,1401.87
K06485,1416.33
K06486,733.67
K06487,1436.67
K06488,67.9
K06489,273.27
K06490,733.97
K06491,341.13
K06492,175.73
K06493,1172.17
K06494,511.4
K06495,467.93
K06496,695.27
K06497,243.3
K06498,310.03
K06499,230.57
K06500,447.97
K06501,313.33
K06502,214.7
K06503,910.03
K06504,138.83
K06505,109.73
K06506,149.27
K06507,125.93
K06508,267.6
K06509,331.87
K06510,96.97
K06511,213.27
K06512,381.1
K06513,275.87
K06514,88.77
K06515,813.67
K06516,206.07
K06517,111.23
K06518,40.4
K06519,340.13
K06520,29.3
K06521,671.1
K06522,701.2
K06523,323.3
K06524,918.13
K06525,1053.67
K06526,336
K06527,254.1
K06528,202.17
K06529,468.63
K06530,1143.5
K06531,501.47
K06532,650
K06533,925.77
K06534,631
K06535,327.27
K06536,213.4
K06537,392.43
K06538,162
K06539,563.37
K06540,945.93
K06541,205.4
K06542,102.93
K06543,268.4
K06544,121.23
K06545,486.93
K06546,80.97
K06547,405.43
K06548,504
K06549,586.73
K06550,1435.4
K06551,204
K06552,234.1
K06553,115.87
K06554,231.53
K06555,562.53
K06556,159.93
K06557,205.53
K06558,258.37
K06559,1419.17
K06560,1003.6
K06561,304.2
K06562,258.13
K06563,199.43
K06564,149.67
K06565,248.67
K06566,60.1
K06567,162.43
K06568,106.77
K06569,813.73
K06570,313
K06571,283.63
K06572,883.87
K06573,1444.43
K06574,230.6
K06575,70.67
K06576,115.57
K06577,684.8
K06578,623.37
K06579,508.2
K06580,475.57
K06581,257.8
K06582,179.17
K06583,1581.57
K06584,1192.97
K06585,1085.93
K06586,1580.9
K06587,1531.6
K06588,1167.33
K06589,1098.63
K06590,1035.1
K06591,828.47
K06592,486.97
K06593,345.3
K06594,1984.17
K06595,323.57
K06596,729.13
K06597,176.07
K06598,80.97
K06599,269
K06600,212.93
K06601,55.87
K06602,46.17
K06603,24.93
K06604,68.33
K06605,215.2
K06606,172
K06607,317.4
K06608,250.5
K06609,460.43
K06610,274.03
K06611,811.87
K06612,566.57
K06613,384.67
K06614,580.7
K06615,441.77
K06616,455.87
K06617,905.5
K06618,561.9
K06619,1201.33
K06620,387.9
K06621,250.57
K06622,206.8
K06623,219.6
K06624,129.4
K06625,126.47
K06626,235.23
K06627,343.83
K06628,185.87
K06629,133.03
K06630,444.67
K06631,738.83
K06632,301.33
K06633,321.07
K06634,141.4
K06635,85.33
K06636,601.97
K06637,605.2
K06639,123.83
K06640,1303.6
K06641,417.97
K06642,879.47
K06643,361.9
K06644,470.93
K06645,621.37
K06646,227.6
K06647,553.2
K06648,446.67
K06649,396.37
K06650,611.7
K06651,472.97
K06652,349.77
K06653,629.13
K06654,361.37
K06655,527.7
K06656,273.27
K06657,259.07
K06658,
K06659,518.43
K06660,836.17
K06661,218.17
K06662,172.03
K06663,241.77
K06664,107.7
K06665,515.07
K06666,490.4
K06667,249.37
K06668,1081.57
K06669,808.67
K06670,143.7
K06671,245.97
K06672,284.4
K06673,516.27
K06674,618.13
K06675,691.2
K06676,105.1
K06677,270.2
K06678,123.43
K06679,79.6
K06680,682.9
K06681,451.07
K06682,295.2
K06683,549.73
K06684,846.17
K06685,146.67
K06686,965
K06687,731.53
K06688,185.77
K06689,287.43
K06691,57.2
K06692,112.47
K06693,82.43
K06694,189.13
K06695,49
K06696,370.5
K06697,334.97
K06698,281.8
K06699,247.77
K06700,74.47
K06702,614.23
K06704,491.23
K06706,605.07
K06707,110.8
K06708,301.33
K06709,423.93
K06710,199.2
K06711,199.6
K06712,263.47
K06713,156.2
K06714,495.47
K06715,440.8
K06716,307.23
K06717,313.5
K06718,75.83
K06719,216.4
K06720,84
K06721,343.67
K06722,155.73
K06723,260.13
K06724,1192.63
K06725,168.6
K06726,101.6
K06727,199
K06728,212.2
K06729,473.67
K06730,538.4
K06731,85.4
K06732,387.9
K06733,238.4
K06734,166.73
K06735,326.13
K06736,1576.7
K06737,430.77
K06738,656.27
K06739,861.53
K06740,765.83
K06741,403.83
K06742,149.43
K06743,107.47
K06744,97.93
K06745,257.17
K06746,210.43
K06747,206.5
K06748,647.03
K06749,590.4
K06750,1081.4
K06751,223.63
K06752,135.93
K06753,1977.77
K06754,1379.8
K06755,1723.63
K06756,1405.03
K06757,1603.77
K06758,1455.73
K06759,1396.6
K06760,1530.6
K06761,1307.37
K06765,1816.23
K06766,1660.13
K06767,2362.47
K06768,2492.27
K06769,515.8
K06770,275.67
K06771,335.2
K06772,474.83
K06773,544.4
K06774,352
K06775,497.7
K06776,1510.9
K06777,2763.93
K06778,3299.1
K06779,146.63
K06780,543.5
K06781,499.67
K06782,519.43
K06783,440.37
K06784,545.57
K06785,314.03
K06786,117.07
K06787,353.2
K06788,321.67
K06789,321.87
K06790,260.1
K06791,332.17
K06792,704.23
K06793,869.07
K06794,1017.17
K06795,751.13
K06796,1363.5
K06797,1587.7
K06798,1429.43
K06799,1372.2
K06800,1368.23
K06801,1525.57
K06802,1458.77
K06803,1379.8
K06804,1238.73
K06805,1261.4
K06806,1129.13
K06807,1278.33
K06808,804.13
K06809,986.17
K06810,801.5
K06811,761.13
K06812,1185.67
K06813,1059.23
K06814,1164.1
K06815,120.63
K06816,360.33
K06817,212.73
K06818,234.87
K06819,1100.87
K06820,2015.1
K06821,2267.93
K06822,1958.27
K06823,1330.33
K06824,521.7
K06825,1968.13
K06826,306.83
K06827,468.63
K06828,211.17
K06829,436.4
K06830,178.77
K06831,195.37
K06832,397.9
K06833,968.4
K06834,867.4
K06835,1158.77
K06836,1045.27
K06837,1103.33
K06838,2584.87
K06839,2206.83
K06840,592.53
K06841,512.73
K06842,580.27
K06843,831.77
K06844,926.07
K06845,538.07
K06846,70.03
K06847,638.17
K06848,504.93
K06849,56.97
K06850,2693.13
K06851,509.03
K06852,535.93
K06853,547.7
K06854,112
K06855,488.17
K06856,113.57
K06857,268.2
K06858,332.7
K06859,101.8
K06860,124.8
K06861,276.7
K06862,261.1
K06863,236.77
K06864,88.1
K06865,507.13
K06866,178.9
K06867,117.3
K06868,476.87
K06869,165.03
K06870,168.2
K06871,176.27
K06872,49.1
K06873,253.93
