genome	contig	protein	gene_number	contig_pos_start	contig_pos_end	frame	is_bin	KEGG_score	METABOLIC_score	Pfam_score	dbCAN_score	PHROG_score	FOAM_score	KEGG_alignment_type	METABOLIC_alignment_type	Pfam_alignment_type	dbCAN_alignment_type	PHROG_alignment_type	FOAM_alignment_type	KEGG_hmm_id	METABOLIC_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	PHROG_hmm_id	FOAM_hmm_id	KEGG_evalue	METABOLIC_evalue	Pfam_evalue	dbCAN_evalue	PHROG_evalue	FOAM_evalue	KEGG_coverage_sequence	METABOLIC_coverage_sequence	Pfam_coverage_sequence	dbCAN_coverage_sequence	PHROG_coverage_sequence	FOAM_coverage_sequence	KEGG_coverage_hmm	METABOLIC_coverage_hmm	Pfam_coverage_hmm	dbCAN_coverage_hmm	PHROG_coverage_hmm	FOAM_coverage_hmm	Pfam_V-score	Pfam_VL-score	KEGG_V-score	KEGG_VL-score	PHROG_V-score	PHROG_VL-score	CAMPER_score	CAMPER_alignment_type	CAMPER_hmm_id	CAMPER_evalue	CAMPER_coverage_sequence	CAMPER_coverage_hmm	gene_length_bases	prot_length_AAs	contig_left_end_dist	contig_right_end_dist	contig_left_end_gene_dist	contig_right_end_gene_dist	contig_avg_KEGG_V-score	contig_avg_Pfam_V-score	contig_avg_PHROG_V-score	contig_avg_KEGG_VL-score	contig_avg_Pfam_VL-score	contig_avg_PHROG_VL-score	circular_contig	window_avg_KEGG_VL-score	window_avg_Pfam_VL-score	window_avg_PHROG_VL-score	window_avg_KEGG_V-score	window_avg_Pfam_V-score	window_avg_PHROG_V-score	candidate_region_id	refined_region_id	viral_region_id	step1_seed_strict_wvl	step1_in_candidate_region	step2_passes_vscore_gate	step2_in_refined_core	step3_bridge_ok	step3_in_walkback_extended	step4_in_snapped_region	step5_in_merged_region	KEGG_viral_left_dist	KEGG_viral_right_dist	Pfam_viral_left_dist	Pfam_viral_right_dist	PHROG_viral_left_dist	PHROG_viral_right_dist	KEGG_MGE_left_dist	KEGG_MGE_right_dist	Pfam_MGE_left_dist	Pfam_MGE_right_dist	PHROG_MGE_left_dist	PHROG_MGE_right_dist	KEGG_V-score_left_MGE	KEGG_V-score_right_MGE	KEGG_VL-score_left_MGE	KEGG_VL-score_right_MGE	Pfam_V-score_left_MGE	Pfam_V-score_right_MGE	Pfam_VL-score_left_MGE	Pfam_VL-score_right_MGE	PHROG_V-score_left_MGE	PHROG_V-score_right_MGE	PHROG_VL-score_left_MGE	PHROG_VL-score_right_MGE	LGBM_viral_prob	Viral_Origin_Confidence
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_12	12	6351	6884	-1	true	155.41481		105.326241		153.249634		full		full		full		K03111		PF00436.32		phrog_44		5.7e-46		3e-31		2.2e-45		0.9943820224719101		0.5617977528089888		0.9943820224719101		0.4045307443365696		0.9711538461538461		0.5387453874538746		10.0	4.454570482	10.0	4.473968441	10.0	4.417621138							534	178	6350.0	24136.0	11.0	42.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.473968441	4.1100822685	3.5265524425	10.0	10.0	7.16	0	0	0	true	true	true	true	true	true	true	true	5460.0	8400.0	1050.0	8400.0	5460.0	8400.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99883217	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_13	13	7859	8278	-1	true																																																	420	140	7858.0	22742.0	12.0	41.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.473968441	4.1100822685	3.5265524425	10.0	10.0	7.16	0	0	0	true	true	false	true	true	true	true	true	534.0	7866.0	534.0	7866.0	534.0	7866.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9994695	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_14	14	8377	8556	-1	true																																																	180	60	8376.0	22464.0	13.0	40.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.473968441	4.1100822685	3.5265524425	10.0	10.0	7.16	0	0	0	true	true	false	true	true	true	true	true	954.0	7446.0	954.0	7446.0	954.0	7446.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99902654	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_15	15	8853	9089	-1	true																																																	237	79	8852.0	21931.0	14.0	39.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.473968441	4.1100822685	3.5265524425	10.0	10.0	7.16	0	0	0	true	true	false	true	true	true	true	true	1134.0	7266.0	1134.0	7266.0	1134.0	7266.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99838847	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_16	16	9086	9343	-1	true																																																	258	86	9085.0	21677.0	15.0	38.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.473968441	4.1100822685	3.5265524425	10.0	10.0	7.16	0	0	0	true	true	false	true	true	true	true	true	1371.0	7029.0	1371.0	7029.0	1371.0	7029.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99871135	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_17	17	9405	9968	-1	true																																																	564	188	9404.0	21052.0	16.0	37.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.473968441	4.1100822685	3.5265524425	10.0	10.0	7.16	0	0	0	true	true	false	true	true	true	true	true	1629.0	6771.0	1629.0	6771.0	1629.0	6771.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9988255	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_18	18	9978	10631	-1	true																																																	654	218	9977.0	20389.0	17.0	36.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.473968441	4.1100822685	3.5265524425	10.0	10.0	7.16	0	0	0	true	true	false	true	true	true	true	true	2193.0	6207.0	2193.0	6207.0	2193.0	6207.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9983972	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_19	19	10635	10904	-1	true																																																	270	90	10634.0	20116.0	18.0	35.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.473968441	4.1100822685	3.5265524425	10.0	10.0	7.16	0	0	0	true	true	false	true	true	true	true	true	2847.0	5553.0	2847.0	5553.0	2847.0	5553.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9987898	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_20	20	10919	11230	-1	true																																																	312	104	10918.0	19790.0	19.0	34.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.111775088	4.012994681666667	3.506162578666667	10.0	10.0	8.106666666666667	0	0	0	true	true	false	true	true	true	true	true	3117.0	5283.0	3117.0	5283.0	3117.0	5283.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99838	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_21	21	11227	11640	-1	true																																																	414	138	11226.0	19380.0	20.0	33.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.111775088	4.012994681666667	3.506162578666667	10.0	10.0	8.106666666666667	0	0	0	true	true	false	true	true	true	true	true	3429.0	4971.0	3429.0	4971.0	3429.0	4971.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9980359	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_22	22	11648	11950	-1	true																																																	303	101	11647.0	19070.0	21.0	32.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.111775088	4.012994681666667	3.506162578666667	10.0	10.0	8.106666666666667	0	0	0	true	true	false	true	true	true	true	true	3843.0	4557.0	3843.0	4557.0	3843.0	4557.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99822676	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_23	23	12043	12570	1	true																																																	528	176	12042.0	18450.0	22.0	31.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.111775088	4.136694995000001	3.9415019945000003	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	4146.0	4254.0	4146.0	4254.0	4146.0	4254.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9984211	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_24	24	12567	13070	1	true																																																	504	168	12566.0	17950.0	23.0	30.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.111775088	4.136694995000001	3.9415019945000003	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	4674.0	3726.0	4674.0	3726.0	4674.0	3726.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99821836	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_25	25	13110	14060	-1	true																																																	951	317	13109.0	16960.0	24.0	29.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.7495817349999996	3.8188195080000007	3.465382851000001	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	5178.0	3222.0	5178.0	3222.0	5178.0	3222.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9945806	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_26	26	14119	14583	1	true																																																	465	155	14118.0	16437.0	25.0	28.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.7495817349999996	3.8188195080000007	3.465382851000001	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	6129.0	2271.0	6129.0	2271.0	6129.0	2271.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9966746	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_27	27	14571	15089	-1	true																																																	519	173	14570.0	15931.0	26.0	27.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.7495817349999996	3.8188195080000007	3.465382851000001	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	6594.0	1806.0	6594.0	1806.0	6594.0	1806.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9964251	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_28	28	15086	15421	-1	true																																																	336	112	15085.0	15599.0	27.0	26.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.7495817349999996	3.8188195080000007	3.465382851000001	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	7113.0	1287.0	7113.0	1287.0	7113.0	1287.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99649674	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_29	29	15418	15831	-1	true																																																	414	138	15417.0	15189.0	28.0	25.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.0496723894999995	3.6401590175000003	3.762018296500001	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	7449.0	951.0	7449.0	951.0	7449.0	951.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99608886	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_30	30	15821	16357	-1	true																																																	537	179	15820.0	14663.0	29.0	24.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.565375254333334	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	7863.0	537.0	7863.0	537.0	7863.0	537.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99399585	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_31	31	16341	16742	-1	true	59.019299		68.173393		43.04805	69.489983	full		full		full	full	K03574		PF00293.35		phrog_1198	HMMsoil12920	1e-16		1.5e-19		8.4e-12	4.3e-20	0.7761194029850746		0.7761194029850746		0.753731343283582	0.746268656716418	0.3682170542635659		0.8805970149253731		0.4426877470355731	0.9454545454545454	10.0	3.818819508	10.0	3.749581735	10.0	3.465382851							402	134	16340.0	14278.0	30.0	23.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.565375254333334	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	true	true	true	true	true	true	8400.0	4146.0	8400.0	4146.0	8400.0	4146.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99073845	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_32	32	16783	17916	-1	true																																																	1134	378	16782.0	13104.0	31.0	22.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.565375254333334	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	402.0	3744.0	402.0	3744.0	402.0	3744.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99384844	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_33	33	18018	18554	-1	true					36.12112						full						phrog_17597						9.3e-10						0.5698324022346368						0.43209876543209874														537	179	18017.0	12466.0	32.0	21.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.565375254333334	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	1536.0	2610.0	1536.0	2610.0	1536.0	2610.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9935428	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_34	34	18880	19404	-1	true																																																	525	175	18879.0	11616.0	33.0	20.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.565375254333334	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	2073.0	2073.0	2073.0	2073.0	2073.0	2073.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.98890823	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_35	35	19451	19768	-1	true																																																	318	106	19450.0	11252.0	34.0	19.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.565375254333334	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	2598.0	1548.0	2598.0	1548.0	2598.0	1548.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9928839	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_36	36	19723	20253	-1	true																																																	531	177	19722.0	10767.0	35.0	18.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.565375254333334	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	2916.0	1230.0	2916.0	1230.0	2916.0	1230.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9935496	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_37	37	20250	20678	-1	true																																																	429	143	20249.0	10342.0	36.0	17.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.565375254333334	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	3447.0	699.0	3447.0	699.0	3447.0	699.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9938381	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_38	38	20753	21022	-1	true																																																	270	90	20752.0	9998.0	37.0	16.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.565375254333334	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	3876.0	270.0	3876.0	270.0	3876.0	270.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9935834	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_39	39	21513	22271	1	true	185.197372		73.91098		66.033607		full		full		full		K01356		PF01726.23		phrog_4		4.1e-55		1.4e-21		5.8e-19		0.8853754940711462		0.25296442687747034		0.6126482213438735		0.6724137931034483		0.9846153846153847		0.345		10.0	3.461498527	10.0	4.349763044	10.0	4.058653742							759	253	21512.0	8749.0	38.0	15.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.7260947390000005	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	true	true	true	true	true	true	4146.0	759.0	4146.0	759.0	4146.0	759.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99820733	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_40	40	22268	22864	1	true	114.072021		96.574867		69.985634		full		full		full		K03630		PF04002.21		phrog_10276		2.3e-33		2e-28		4.4e-20		0.6482412060301508		0.5979899497487438		0.592964824120603		0.3412698412698413		0.9834710743801653		0.7843137254901961		10.0	3.415807728	10.0	3.42111013	10.0	3.332034277							597	199	22267.0	8156.0	39.0	14.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.840151636333333	3.7260947390000005	3.6186902900000013	10.0	10.0	10.0	0	0	0	true	true	true	true	true	true	true	true	759.0	6126.0	759.0	4719.0	759.0	6126.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9737894	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_41	41	22896	23237	1	true					86.070358						full						phrog_13746						4.3e-25						0.9210526315789473						0.896														342	114	22895.0	7783.0	40.0	13.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	3.885436586999999	3.695186482666667	3.695344009500001	10.0	10.0	10.0	0	0	0	true	true	false	true	true	true	true	true	597.0	5529.0	597.0	4122.0	597.0	5529.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9956085	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_42	42	23256	24215	1	true					119.875992						full						phrog_7674						3e-35						0.640625						0.5903954802259888														960	320	23255.0	6805.0	41.0	12.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.086314736666666	3.9049408247500006	3.8535226973333345	10.0	10.0	9.999999999999998	0	0	0	true	true	false	true	true	true	true	true	939.0	5187.0	939.0	3780.0	939.0	5187.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99767154	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_43	43	24196	24852	-1	true																																																	657	219	24195.0	6168.0	42.0	11.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.086314736666666	3.9049408247500006	3.8535226973333345	10.0	10.0	9.999999999999998	0	0	0	true	true	false	true	true	true	true	true	1899.0	4227.0	1899.0	2820.0	1899.0	4227.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99827385	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_44	44	24920	25207	1	true																																																	288	96	24919.0	5813.0	43.0	10.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.086314736666666	3.9049408247500006	3.8535226973333345	10.0	10.0	9.999999999999998	0	0	0	true	true	false	true	true	true	true	true	2556.0	3570.0	2556.0	2163.0	2556.0	3570.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9963579	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_45	45	25244	25642	1	true																																																	399	133	25243.0	5378.0	44.0	9.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.086314736666666	3.9049408247500006	3.8535226973333345	10.0	10.0	9.999999999999998	0	0	0	true	true	false	true	true	true	true	true	2844.0	3282.0	2844.0	1875.0	2844.0	3282.0	NaN	NaN	NaN	NaN	NaN	12339.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99739563	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_46	46	25654	25956	-1	true																																																	303	101	25653.0	5064.0	45.0	8.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.086314736666666	3.9049408247500006	3.8535226973333345	10.0	10.0	9.999999999999998	0	0	0	true	true	false	true	true	true	true	true	3243.0	2883.0	3243.0	1476.0	3243.0	2883.0	NaN	NaN	NaN	NaN	NaN	11823.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9971363	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_47	47	25963	26250	-1	true																																																	288	96	25962.0	4770.0	46.0	7.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.086314736666666	3.9049408247500006	3.8535226973333345	10.0	10.0	9.999999999999998	0	0	0	true	true	false	true	true	true	true	true	3546.0	2580.0	3546.0	1173.0	3546.0	2580.0	NaN	NaN	NaN	NaN	NaN	10767.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9975806	high
BAr2D2E2F_vRhyme_bin_1	vRhyme_bin_1__BAr2D2E2F_000000370749	vRhyme_bin_1__BAr2D2E2F_000000370749_48	48	26299	26652	-1	true																																																	354	118	26298.0	4368.0	47.0	6.0	10.0	10.0	9.188571428571427	4.0386793535	3.808085277444445	3.5913933811428578	false	4.086314736666666	3.9049408247500006	3.8535226973333345	10.0	10.0	9.999999999999998	0	0	0	true	true	false	true	true	true	true	true	3834.0	2292.0	3834.0	885.0	3834.0	2292.0	NaN	NaN	NaN	NaN	NaN	8415.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.99795514	high
