Protein	Contig	Genome	Function	KEGG_hmm_id	FOAM_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	METABOLIC_hmm_id	CAMPER_hmm_id	PHROG_hmm_id	KEGG_score	FOAM_score	Pfam_score	dbCAN_score	METABOLIC_score	CAMPER_score	PHROG_score	KEGG_coverage	FOAM_coverage	Pfam_coverage	dbCAN_coverage	METABOLIC_coverage	CAMPER_coverage	PHROG_coverage	KEGG_V-score	Pfam_V-score	PHROG_V-score	Viral_Flanking_Genes_Left_Dist	Viral_Flanking_Genes_Right_Dist	MGE_Flanking_Genes_Left_Dist	MGE_Flanking_Genes_Right_Dist	Viral_Origin_Confidence	KEGG_Description	FOAM_Description	Pfam_Description	dbCAN_Description	METABOLIC_Description	CAMPER_Description	PHROG_Description	top_hit_hmm_id	top_hit_description	top_hit_db	FILTER_MATCH_ALL	FILTER_REMOVE_TOKEN_ALL	FILTER_EXCEPTION_ALL	FILTER_EXCEPTION_TOKEN_ALL	step5_in_merged_region	protein_in_nonviral_region	nonviral_region_pos
vRhyme_unbinned_45__MGr3G3H3I_000000148917_1	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	K03497		PF07506.18				phrog_31451	58.936573		158.726685				145.680176	0.5342857142857143		0.9945945945945946				0.9395973154362416	10.0	1.33	0.73	NaN	891.0	NaN	7785.0	low	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein		RepB plasmid partitioning protein				""	PF07506	RepB plasmid partitioning protein	Pfam	false		false		true	false	
vRhyme_unbinned_45__MGr3G3H3I_000000148917_2	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	K03497		PF07506.18				phrog_3951	96.196938		71.663185				113.288025	0.54		0.9567567567567568				0.8704318936877077	10.0	1.33	5.41	NaN	888.0	NaN	6651.0	medium	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein		RepB plasmid partitioning protein				""	phrog_3951	""	PHROG	false		false		true	false	
vRhyme_unbinned_45__MGr3G3H3I_000000148917_4	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	Transcriptional regulatory protein, C terminal			PF00486.35							35.611717							0.6753246753246753						10.0		1569.0	NaN	NaN	2151.0	low			Transcriptional regulatory protein, C terminal					PF00486	Transcriptional regulatory protein, C terminal	Pfam	false		false		true	false	
vRhyme_unbinned_45__MGr3G3H3I_000000148917_11	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	hipB; HTH-type transcriptional regulator / antitoxin HipB	K15773	HMMsoil52190	PF01381.29				phrog_38027	40.504253	49.389488	36.034458				30.332197	0.3020833333333333	0.8909090909090909	0.8909090909090909				0.5174825174825175	10.0	10.0	0.4	3618.0	NaN	4992.0	NaN	low	hipB; HTH-type transcriptional regulator / antitoxin HipB	aroK, aroL; shikimate kinase [EC:2.7.1.71]	Helix-turn-helix				transcriptional repressor	HMMsoil52190	aroK, aroL; shikimate kinase [EC:2.7.1.71]	FOAM	false		false		true	false	
vRhyme_unbinned_46__MGr3G3H3I_000000153998_16	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	K03497						phrog_620	36.541573						163.126755	0.33714285714285713						0.6359447004608295				4950.0	693.0	1284.0	NaN	high	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein						ParB-like partition protein	phrog_620	ParB-like partition protein	PHROG	false		false		true	false	
vRhyme_unbinned_51__MGr3G3H3I_000000159918_13	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	Helix-turn-helix domain			PF13730.13							32.114429							0.8363636363636363						10.0		2679.0	1299.0	2946.0	NaN	high			Helix-turn-helix domain					PF13730	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_51__MGr3G3H3I_000000159918_16	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	Helix-turn-helix domain			PF12728.14							29.883617							0.7254901960784313						10.0		1299.0	903.0	3825.0	NaN	high			Helix-turn-helix domain					PF12728	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_53__MGr3G3H3I_000000162938_3	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	K02483; two-component system, OmpR family, response regulator	K02483	HMMsoil16700	PF00486.35				phrog_731	174.892029	43.061249	76.578224				135.783295	0.6327160493827161	0.5272727272727272	0.987012987012987				0.9779735682819384	10.0	10.0	9.94	NaN	705.0	7209.0	3435.0	low	K02483; two-component system, OmpR family, response regulator	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]; K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	Transcriptional regulatory protein, C terminal				""	K02483	K02483; two-component system, OmpR family, response regulator	KEGG	false		false		true	false	
vRhyme_unbinned_53__MGr3G3H3I_000000162938_4	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	Sigma-70, region 4			PF04545.23							30.461813							0.86						10.0		NaN	660.0	7461.0	3183.0	low			Sigma-70, region 4					PF04545	Sigma-70, region 4	Pfam	false		false		true	false	
vRhyme_unbinned_53__MGr3G3H3I_000000162938_6	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	Helix-turn-helix	K15773	HMMsoil73877	PF01381.29				phrog_7241	34.958839	74.833595	47.760132				40.202663	0.3229166666666667	0.9454545454545454	0.9454545454545454				0.45901639344262296	10.0	10.0	5.26	NaN	7746.0	9267.0	1377.0	low	hipB; HTH-type transcriptional regulator / antitoxin HipB	aroK, aroL; shikimate kinase [EC:2.7.1.71]	Helix-turn-helix				transcriptional regulator	HMMsoil73877	aroK, aroL; shikimate kinase [EC:2.7.1.71]	FOAM	false		false		true	false	
vRhyme_unbinned_53__MGr3G3H3I_000000162938_19	vRhyme_unbinned_53__MGr3G3H3I_000000162938	vRhyme_unbinned_53__MGr3G3H3I_000000162938	rghR; HTH-type transcriptional regulator, competence development regulator	K22299	HMMsoil35586	PF13560.13					50.555336	41.521469	41.164093					0.6666666666666666	0.9272727272727272	0.96875					10.0	10.0		1425.0	366.0	NaN	NaN	medium	rghR; HTH-type transcriptional regulator, competence development regulator	CYP81F; indol-3-yl-methylglucosinolate hydroxylase [EC:1.14.-.-]	Helix-turn-helix domain					K22299	rghR; HTH-type transcriptional regulator, competence development regulator	KEGG	false		false		true	false	
vRhyme_unbinned_55__MGr3G3H3I_000000165953_4	vRhyme_unbinned_55__MGr3G3H3I_000000165953	vRhyme_unbinned_55__MGr3G3H3I_000000165953	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	K03497						phrog_3694	44.011814						59.132263	0.4657142857142857						0.5				1494.0	NaN	NaN	NaN	medium	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein						""	phrog_3694	""	PHROG	false		false		false	true	
vRhyme_unbinned_58__MGr3G3H3I_000000175243_13	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	Helix-turn-helix domain			PF12728.14							31.852695							0.9607843137254902						10.0		4716.0	2364.0	NaN	NaN	high			Helix-turn-helix domain					PF12728	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_58__MGr3G3H3I_000000175243_18	vRhyme_unbinned_58__MGr3G3H3I_000000175243	vRhyme_unbinned_58__MGr3G3H3I_000000175243	Prophage CP4-57 regulatory protein (AlpA)			PF05930.19				phrog_2790			39.95306				37.453671			0.7058823529411765				0.47		10.0	3.93	2364.0	612.0	NaN	NaN	high			Prophage CP4-57 regulatory protein (AlpA)				excisionase and transcriptional regulator	PF05930	Prophage CP4-57 regulatory protein (AlpA)	Pfam	false		false		true	false	
vRhyme_unbinned_59__MGr3G3H3I_000000178285_11	vRhyme_unbinned_59__MGr3G3H3I_000000178285	vRhyme_unbinned_59__MGr3G3H3I_000000178285	Helix-turn-helix domain			PF12728.14							27.610609							0.9411764705882353						10.0		6702.0	936.0	NaN	NaN	high			Helix-turn-helix domain					PF12728	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_5__MGr3G3H3I_000000011984_14	vRhyme_unbinned_5__MGr3G3H3I_000000011984	vRhyme_unbinned_5__MGr3G3H3I_000000011984	Helix-turn-helix			PF01381.29							24.387571							0.8						10.0		2814.0	NaN	NaN	NaN	medium			Helix-turn-helix					PF01381	Helix-turn-helix	Pfam	false		false		true	false	
vRhyme_unbinned_60__MGr3G3H3I_000000180455_10	vRhyme_unbinned_60__MGr3G3H3I_000000180455	vRhyme_unbinned_60__MGr3G3H3I_000000180455	Helix-turn-helix domain	K15773	HMMsoil73877	PF13560.13				phrog_7241	38.391415	52.627144	50.455845				35.781822	0.3072916666666667	1.0	0.96875				0.4672131147540984	10.0	10.0	5.26	2937.0	NaN	NaN	4200.0	medium	hipB; HTH-type transcriptional regulator / antitoxin HipB	aroK, aroL; shikimate kinase [EC:2.7.1.71]	Helix-turn-helix domain				transcriptional regulator	HMMsoil73877	aroK, aroL; shikimate kinase [EC:2.7.1.71]	FOAM	false		false		true	false	
vRhyme_unbinned_62__MGr3G3H3I_000000188077_9	vRhyme_unbinned_62__MGr3G3H3I_000000188077	vRhyme_unbinned_62__MGr3G3H3I_000000188077	dicA; HTH-type transcriptional regulator, cell division transcriptional repressor	K22300	HMMsoil126373	PF01381.29				phrog_8	48.878113	40.550884	38.429222				41.634247	0.5112781954887218	0.9090909090909091	0.8909090909090909				0.3208092485549133	10.0	10.0	4.76	1053.0	825.0	NaN	3363.0	high	dicA; HTH-type transcriptional regulator, cell division transcriptional repressor	ade; adenine deaminase [EC:3.5.4.2]	Helix-turn-helix				transcriptional regulator	K22300	dicA; HTH-type transcriptional regulator, cell division transcriptional repressor	KEGG	false		false		true	false	
vRhyme_unbinned_62__MGr3G3H3I_000000188077_25	vRhyme_unbinned_62__MGr3G3H3I_000000188077	vRhyme_unbinned_62__MGr3G3H3I_000000188077	late transcriptional activator							phrog_836							78.697151							0.924812030075188				1785.0	NaN	NaN	NaN	high							late transcriptional activator	phrog_836	late transcriptional activator	PHROG	false		false		false	true	
vRhyme_unbinned_6__MGr3G3H3I_000000012933_6	vRhyme_unbinned_6__MGr3G3H3I_000000012933	vRhyme_unbinned_6__MGr3G3H3I_000000012933	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	K03497							35.590565							0.8085714285714286										NaN	1917.0	NaN	NaN	high	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein							K03497	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	KEGG	false		false		false	true	
vRhyme_unbinned_76__MGr3G3H3I_000000223668_24	vRhyme_unbinned_76__MGr3G3H3I_000000223668	vRhyme_unbinned_76__MGr3G3H3I_000000223668	K07729; putative transcriptional regulator	K07729	HMMsoil52190	PF11753.14				phrog_11324	46.557602	35.08535	48.125782				100.273163	0.689119170984456	0.9636363636363636	1.0				0.49640287769784175	10.0	10.0	10.0	NaN	NaN	NaN	NaN	high	K07729; putative transcriptional regulator	aroK, aroL; shikimate kinase [EC:2.7.1.71]	Protein of unknwon function (DUF3310)				nucleotide kinase	phrog_11324	nucleotide kinase	PHROG	false		false		false	true	
vRhyme_unbinned_78__MGr3G3H3I_000000231783_12	vRhyme_unbinned_78__MGr3G3H3I_000000231783	vRhyme_unbinned_78__MGr3G3H3I_000000231783	'Cold-shock' DNA-binding domain	K03704		PF00313.29					77.466614		61.343327					0.3567567567567568		0.9848484848484849					10.0	10.0		NaN	3768.0	NaN	NaN	high	cspA; cold shock protein		'Cold-shock' DNA-binding domain					K03704	cspA; cold shock protein	KEGG	false		false		true	false	
vRhyme_unbinned_79__MGr3G3H3I_000000232172_14	vRhyme_unbinned_79__MGr3G3H3I_000000232172	vRhyme_unbinned_79__MGr3G3H3I_000000232172	Helix-turn-helix		HMMsoil52190	PF01381.29						36.551907	29.609299						0.9636363636363636	0.9636363636363636						10.0		2502.0	NaN	5532.0	2769.0	high		aroK, aroL; shikimate kinase [EC:2.7.1.71]	Helix-turn-helix					HMMsoil52190	aroK, aroL; shikimate kinase [EC:2.7.1.71]	FOAM	false		false		true	false	
vRhyme_unbinned_81__MGr3G3H3I_000000246984_4	vRhyme_unbinned_81__MGr3G3H3I_000000246984	vRhyme_unbinned_81__MGr3G3H3I_000000246984	groES, HSPE1; chaperonin GroES	K04078		PF00166.27				phrog_3188	84.491112		82.25148				66.317184	0.3940677966101695		1.0				0.96875	10.0	10.0	3.67	NaN	NaN	NaN	NaN	high	groES, HSPE1; chaperonin GroES		Chaperonin 10 Kd subunit				co-chaperonin GroES	K04078	groES, HSPE1; chaperonin GroES	KEGG	false		false		false	true	
vRhyme_unbinned_82__MGr3G3H3I_000000255661_3	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	groES, HSPE1; chaperonin GroES	K04078		PF00166.27				phrog_3188	77.531845		67.67308				56.638241	0.3983050847457627		0.978494623655914				0.9375	10.0	10.0	3.67	NaN	756.0	NaN	4791.0	high	groES, HSPE1; chaperonin GroES		Chaperonin 10 Kd subunit				co-chaperonin GroES	K04078	groES, HSPE1; chaperonin GroES	KEGG	false		false		true	false	
vRhyme_unbinned_82__MGr3G3H3I_000000255661_5	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]	K04077		PF00118.30				phrog_5725	454.41861		151.199844				384.601593	0.8402555910543131		0.8261758691206544				0.987037037037037	10.0	10.0	10.0	NaN	15063.0	NaN	4206.0	high	groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]		TCP-1/cpn60 chaperonin family				chaperonin groEL	K04077	groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]	KEGG	false		false		true	false	
vRhyme_unbinned_82__MGr3G3H3I_000000255661_21	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	Bacterial regulatory proteins, luxR family			PF00196.26							31.156343							0.9122807017543859						10.0		15063.0	29913.0	1278.0	NaN	high			Bacterial regulatory proteins, luxR family					PF00196	Bacterial regulatory proteins, luxR family	Pfam	false		false		true	false	
vRhyme_unbinned_82__MGr3G3H3I_000000255661_50	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	Bacterial regulatory protein, Fis family			PF02954.26							43.36412							0.9285714285714286						5.4		1620.0	1770.0	NaN	NaN	high			Bacterial regulatory protein, Fis family					PF02954	Bacterial regulatory protein, Fis family	Pfam	false		false		true	false	
vRhyme_unbinned_82__MGr3G3H3I_000000255661_54	vRhyme_unbinned_82__MGr3G3H3I_000000255661	vRhyme_unbinned_82__MGr3G3H3I_000000255661	Sigma-70, region 4			PF04545.23							29.121586							0.78						10.0		1170.0	432.0	NaN	NaN	high			Sigma-70, region 4					PF04545	Sigma-70, region 4	Pfam	false		false		true	false	
vRhyme_unbinned_85__MGr3G3H3I_000000273023_1	vRhyme_unbinned_85__MGr3G3H3I_000000273023	vRhyme_unbinned_85__MGr3G3H3I_000000273023	flgR; two-component system, NtrC family, response regulator	K02481	HMMsoil60604	PF00158.33				phrog_7998	502.42215	34.864304	237.521927				196.578247	0.6185737976782753	0.34545454545454546	0.9940476190476191				0.8967551622418879	10.0	9.89	2.66	NaN	3126.0	NaN	4422.0	low	flgR; two-component system, NtrC family, response regulator	hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3] [EC:1.8.98.4] [EC:1.8.98.5] [EC:1.8.98.6]	Sigma-54 interaction domain				""	K02481	flgR; two-component system, NtrC family, response regulator	KEGG	false		false		true	false	
vRhyme_unbinned_87__MGr3G3H3I_000000274731_6	vRhyme_unbinned_87__MGr3G3H3I_000000274731	vRhyme_unbinned_87__MGr3G3H3I_000000274731	DNA binding protein			PF13412.13				phrog_6401			23.059626				31.832277			0.4583333333333333				0.609375		4.43	0.14	NaN	435.0	2532.0	2415.0	high			Winged helix-turn-helix DNA-binding				DNA binding protein	phrog_6401	DNA binding protein	PHROG	false		false		false	true	
vRhyme_unbinned_88__MGr3G3H3I_000000288833_17	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	K03497		PF02195.26					34.3741		43.767643					0.7314285714285714		0.9263157894736842					10.0	10.0		4146.0	5532.0	NaN	903.0	high	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein		ParB N-terminal domain					PF02195	ParB N-terminal domain	Pfam	false		false		true	false	
vRhyme_unbinned_88__MGr3G3H3I_000000288833_110	vRhyme_unbinned_88__MGr3G3H3I_000000288833	vRhyme_unbinned_88__MGr3G3H3I_000000288833	groES, HSPE1; chaperonin GroES	K04078		PF00166.27					36.856625		29.432026					0.3305084745762712		0.8172043010752689					10.0	10.0		14337.0	1821.0	NaN	2799.0	high	groES, HSPE1; chaperonin GroES		Chaperonin 10 Kd subunit					K04078	groES, HSPE1; chaperonin GroES	KEGG	false		false		true	false	
vRhyme_unbinned_89__MGr3G3H3I_000000289364_15	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	K03497		PF02195.26				phrog_3264	54.374893		38.711483				43.229313	0.6828571428571428		0.9578947368421052				0.5637982195845698	10.0	10.0	10.0	NaN	3852.0	NaN	NaN	medium	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein		ParB N-terminal domain				ParB-like partition protein	K03497	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	KEGG	false		false		true	false	
vRhyme_unbinned_89__MGr3G3H3I_000000289364_25	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364	Sigma-70, region 4			PF04545.23							32.186485							0.98						10.0		1188.0	NaN	NaN	NaN	medium			Sigma-70, region 4					PF04545	Sigma-70, region 4	Pfam	false		false		true	false	
vRhyme_unbinned_89__MGr3G3H3I_000000289364_26	vRhyme_unbinned_89__MGr3G3H3I_000000289364	vRhyme_unbinned_89__MGr3G3H3I_000000289364	Sigma-70, region 4			PF04545.23							27.254122							0.98						10.0		699.0	NaN	NaN	NaN	medium			Sigma-70, region 4					PF04545	Sigma-70, region 4	Pfam	false		false		true	false	
vRhyme_unbinned_8__MGr3G3H3I_000000017652_2	vRhyme_unbinned_8__MGr3G3H3I_000000017652	vRhyme_unbinned_8__MGr3G3H3I_000000017652	Helix-turn-helix domain			PF12728.14							32.940857							0.9607843137254902						10.0		NaN	2736.0	NaN	NaN	medium			Helix-turn-helix domain					PF12728	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_8__MGr3G3H3I_000000017652_8	vRhyme_unbinned_8__MGr3G3H3I_000000017652	vRhyme_unbinned_8__MGr3G3H3I_000000017652	Helix-turn-helix domain			PF12728.14							36.620285							0.8627450980392157						10.0		NaN	186.0	NaN	NaN	medium			Helix-turn-helix domain					PF12728	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_8__MGr3G3H3I_000000017652_10	vRhyme_unbinned_8__MGr3G3H3I_000000017652	vRhyme_unbinned_8__MGr3G3H3I_000000017652	Helix-turn-helix domain			PF12728.14							28.864252							0.9019607843137255						10.0		NaN	1401.0	NaN	NaN	medium			Helix-turn-helix domain					PF12728	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_91__MGr3G3H3I_000000294607_14	vRhyme_unbinned_91__MGr3G3H3I_000000294607	vRhyme_unbinned_91__MGr3G3H3I_000000294607	groES, HSPE1; chaperonin GroES	K04078		PF00166.27				phrog_3188	64.207901		56.362648				49.370197	0.3983050847457627		0.967741935483871				0.96875	10.0	10.0	3.67	NaN	NaN	1617.0	4683.0	high	groES, HSPE1; chaperonin GroES		Chaperonin 10 Kd subunit				co-chaperonin GroES	K04078	groES, HSPE1; chaperonin GroES	KEGG	false		false		true	false	
vRhyme_unbinned_94__MGr3G3H3I_000000010503|provirus_24055_37973_14	vRhyme_unbinned_94__MGr3G3H3I_000000010503|provirus_24055_37973	vRhyme_unbinned_94__MGr3G3H3I_000000010503|provirus_24055_37973	Helix-turn-helix domain	K07733		PF12728.14					36.142956		36.233788					0.423728813559322		0.9607843137254902					10.0	10.0		1005.0	1767.0	NaN	NaN	high	alpA; prophage regulatory protein		Helix-turn-helix domain					PF12728	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_95__MGr3G3H3I_000000016731|provirus_134_18976_27	vRhyme_unbinned_95__MGr3G3H3I_000000016731|provirus_134_18976	vRhyme_unbinned_95__MGr3G3H3I_000000016731|provirus_134_18976	Helix-turn-helix domain			PF12728.14							30.358484							0.9607843137254902						10.0		2220.0	513.0	NaN	NaN	low			Helix-turn-helix domain					PF12728	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_98__MGr3G3H3I_000000054290|provirus_3_6002_10	vRhyme_unbinned_98__MGr3G3H3I_000000054290|provirus_3_6002	vRhyme_unbinned_98__MGr3G3H3I_000000054290|provirus_3_6002	Helix-turn-helix		HMMsoil40965	PF01381.29				phrog_2104		32.191296	26.133543				31.773624		0.8545454545454545	0.7636363636363637				0.4174757281553398		10.0	4.5	1860.0	NaN	NaN	NaN	high		alaA; alanine-synthesizing transaminase [EC:2.6.1.66] [EC:2.6.1.2]; K10907; aminotransferase [EC:2.6.1.-]	Helix-turn-helix				""	HMMsoil40965	alaA; alanine-synthesizing transaminase [EC:2.6.1.66] [EC:2.6.1.2]; K10907; aminotransferase [EC:2.6.1.-]	FOAM	false		false		true	false	
vRhyme_unbinned_99__MGr3G3H3I_000000077756|provirus_33272_71474_2	vRhyme_unbinned_99__MGr3G3H3I_000000077756|provirus_33272_71474	vRhyme_unbinned_99__MGr3G3H3I_000000077756|provirus_33272_71474	Phage regulatory protein CII (CP76)			PF06892.17				phrog_101			49.542908				45.864475			0.910958904109589				0.6305418719211823		10.0	10.0	NaN	1506.0	NaN	7329.0	high			Phage regulatory protein CII (CP76)				CII-like transcriptional activator	PF06892	Phage regulatory protein CII (CP76)	Pfam	false		false		true	false	
vRhyme_unbinned_99__MGr3G3H3I_000000077756|provirus_33272_71474_6	vRhyme_unbinned_99__MGr3G3H3I_000000077756|provirus_33272_71474	vRhyme_unbinned_99__MGr3G3H3I_000000077756|provirus_33272_71474	Helix-turn-helix domain			PF12728.14				phrog_15534			48.772346				34.305111			0.9803921568627451				0.5161290322580645		10.0	0.28	1155.0	2778.0	NaN	5379.0	medium			Helix-turn-helix domain				HTH DNA binding protein	PF12728	Helix-turn-helix domain	Pfam	false		false		true	false	
vRhyme_unbinned_99__MGr3G3H3I_000000077756|provirus_33272_71474_21	vRhyme_unbinned_99__MGr3G3H3I_000000077756|provirus_33272_71474	vRhyme_unbinned_99__MGr3G3H3I_000000077756|provirus_33272_71474	Type IV secretion-system coupling protein DNA-binding domain	K12071		PF10412.16				phrog_5156	80.347488		53.204441				183.738739	0.34839650145772594		0.8578811369509044				0.4587378640776699	4.98	4.8	3.69	1110.0	1338.0	1881.0	NaN	medium	traD; conjugal transfer pilus assembly protein TraD		Type IV secretion-system coupling protein DNA-binding domain				""	phrog_5156	""	PHROG	false		false		true	false	
