Protein	Contig	Genome	Function	KEGG_hmm_id	FOAM_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	METABOLIC_hmm_id	CAMPER_hmm_id	PHROG_hmm_id	KEGG_score	FOAM_score	Pfam_score	dbCAN_score	METABOLIC_score	CAMPER_score	PHROG_score	KEGG_coverage	FOAM_coverage	Pfam_coverage	dbCAN_coverage	METABOLIC_coverage	CAMPER_coverage	PHROG_coverage	KEGG_V-score	Pfam_V-score	PHROG_V-score	Viral_Flanking_Genes_Left_Dist	Viral_Flanking_Genes_Right_Dist	MGE_Flanking_Genes_Left_Dist	MGE_Flanking_Genes_Right_Dist	step5_in_merged_region	nonviral_region_pos	Viral_Origin_Confidence	KEGG_Description	FOAM_Description	Pfam_Description	dbCAN_Description	METABOLIC_Description	CAMPER_Description	PHROG_Description	top_hit_hmm_id	top_hit_description	top_hit_db	protein_in_nonviral_region
vRhyme_bin_1__BAr2D2E2F_000000370749_41	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1								phrog_13746							86.070358							0.896				597.0	4122.0	NaN	NaN	true		high							""	phrog_13746	""	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000370749_42	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1								phrog_7674							119.875992							0.5903954802259888				939.0	3780.0	NaN	NaN	true		high							""	phrog_7674	""	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000370749_43	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										1899.0	2820.0	NaN	NaN	true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_44	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										2556.0	2163.0	NaN	NaN	true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_45	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										2844.0	1875.0	NaN	12339.0	true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_46	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										3243.0	1476.0	NaN	11823.0	true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_47	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										3546.0	1173.0	NaN	10767.0	true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_48	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										3834.0	885.0	NaN	8415.0	true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_49	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										4188.0	531.0	NaN	8106.0	true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_50	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	ATPase family associated with various cellular activities (AAA)			PF00004.36							28.334076							0.9083969465648855						10.0		4719.0	1407.0	NaN	7320.0	true		high			ATPase family associated with various cellular activities (AAA)					PF00004	ATPase family associated with various cellular activities (AAA)	Pfam	false
vRhyme_bin_1__BAr2D2E2F_000000370749_51	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	Domain of unknown function (DUF7352)			PF24043.2				phrog_3848			99.350708				79.27607			0.9285714285714286				0.95				678.0	729.0	NaN	6984.0	true		high			Domain of unknown function (DUF7352)				""	PF24043	Domain of unknown function (DUF7352)	Pfam	false
vRhyme_bin_1__BAr2D2E2F_000000370749_52	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										1092.0	315.0	NaN	6138.0	true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_53	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	DNA helicase	K19789	HMMsoil86259	PF04851.22				phrog_16	270.466217	41.776577	96.770638				282.087433	0.7177914110429447	0.7117903930131004	0.9939024390243902				0.3975659229208925	10.0	10.0	10.0	1407.0	NaN	NaN	5871.0	true		high	radD; DNA repair protein RadD	FANCM; fanconi anemia group M protein	Type III restriction enzyme, res subunit				DNA helicase	phrog_16	DNA helicase	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000370749_54	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										1476.0	NaN	NaN	5451.0	false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000014874_1	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11																										NaN	897.0	4341.0	NaN	false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000014874_2	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11																										NaN	240.0	4683.0	NaN	false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000014874_3	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	hipB; HTH-type transcriptional regulator / antitoxin HipB	K15773	HMMsoil3470	PF01381.29					45.61911	45.882122	39.603264					0.34375	0.9090909090909091	0.8909090909090909					10.0	10.0		NaN	873.0	5127.0	NaN	true		high	hipB; HTH-type transcriptional regulator / antitoxin HipB	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	Helix-turn-helix					HMMsoil3470	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]	FOAM	false
vRhyme_bin_11__LABRr1A1B1C_000000014874_4	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	head-tail joining							phrog_5774							124.652092							0.9322033898305084				NaN	579.0	5442.0	NaN	true		high							head-tail joining	phrog_5774	head-tail joining	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000014874_5	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	portal protein			PF05136.19				phrog_21			278.792053				300.083588			0.9943502824858758				0.35462555066079293		10.0	10.0	NaN	1671.0	6147.0	NaN	true		high			Phage portal protein, lambda family				portal protein	phrog_21	portal protein	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000014874_6	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	major head protein			PF05065.20				phrog_617			97.296852				298.110748			0.9928825622775801				0.963258785942492		10.0	10.0	1671.0	2880.0	7614.0	NaN	true		high			Phage capsid family				major head protein	phrog_617	major head protein	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000014874_7	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11																										2310.0	570.0	9075.0	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000014874_8	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11								phrog_5707							45.456516							0.8283582089552238				2505.0	375.0	9912.0	NaN	true		high							""	phrog_5707	""	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000014874_9	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	head closure Hc1			PF05354.18				phrog_82			35.9245				37.4035			0.9191919191919192				0.7627118644067796		1.52	10.0	2880.0	NaN	NaN	NaN	true		high			Phage Head-Tail Attachment protein				head closure Hc1	phrog_82	head closure Hc1	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000014874_10	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11																										306.0	NaN	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000014874_11	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11																										792.0	NaN	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000014874_12	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11																										1164.0	NaN	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000014874_13	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	Concanavalin A-like lectin/glucanases superfamily			PF13385.14							52.672508							0.8344370860927153						10.0		1731.0	NaN	NaN	NaN	true		high			Concanavalin A-like lectin/glucanases superfamily					PF13385	Concanavalin A-like lectin/glucanases superfamily	Pfam	false
vRhyme_bin_11__LABRr1A1B1C_000000014874_14	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11																										1185.0	NaN	NaN	NaN	false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000014874_15	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	tail length tape measure protein							phrog_339							37.800911							0.5048975957257347				1752.0	NaN	NaN	NaN	false		high							tail length tape measure protein	phrog_339	tail length tape measure protein	PHROG	true
vRhyme_bin_11__LABRr1A1B1C_000000014874_16	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11																										3738.0	NaN	NaN	NaN	false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000014874_17	vRhyme_bin_11__LABRr1A1B1C_000000014874	LABRr1A1B1C_vRhyme_bin_11	Kelch motif		HMMsoil102722	PF01344.32				phrog_12615		33.760689	58.196377				31.200598		0.8666666666666667	0.9782608695652174				0.4586206896551724		7.12	1.6	3906.0	NaN	NaN	NaN	false		high		E2.7.11.1; non-specific serine/threonine protein kinase [EC:2.7.11.1]	Kelch motif				""	PF01344	Kelch motif	Pfam	true
vRhyme_bin_11__LABRr1A1B1C_000000039540_1	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										NaN	867.0	NaN	NaN	false		medium											true
vRhyme_bin_11__LABRr1A1B1C_000000039540_2	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	homing endonuclease							phrog_19446							33.713989							0.562992125984252				NaN	639.0	NaN	NaN	false		medium							homing endonuclease	phrog_19446	homing endonuclease	PHROG	true
vRhyme_bin_11__LABRr1A1B1C_000000039540_3	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	HNH endonuclease			PF14279.13				phrog_16726			54.159721				122.502739			0.9821428571428571				0.487012987012987		10.0	10.0	NaN	954.0	NaN	NaN	true		medium			HNH endonuclease				HNH endonuclease	phrog_16726	HNH endonuclease	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000039540_4	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										555.0	399.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_5	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										732.0	222.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_6	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	endonuclease VII	K27287		PF02945.22				phrog_2914	65.906914		58.440659				82.132126	0.7352941176470589		0.926829268292683				0.7947368421052632		10.0	10.0	954.0	4563.0	NaN	NaN	true		high	K27287; Autographiviridae endonuclease VII		Recombination endonuclease VII				endonuclease VII	phrog_2914	endonuclease VII	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000039540_7	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										600.0	3963.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_8	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	HNH endonuclease							phrog_2255							121.899727							0.6066350710900474				876.0	3687.0	NaN	NaN	true		high							HNH endonuclease	phrog_2255	HNH endonuclease	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000039540_9	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										1488.0	3075.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_10	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										1608.0	2955.0	NaN	16710.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_11	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										2148.0	2415.0	NaN	16524.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_12	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										2367.0	2196.0	NaN	14916.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_13	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										2592.0	1971.0	NaN	14499.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_14	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										2937.0	1626.0	NaN	13140.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_15	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										3210.0	1353.0	NaN	12882.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_16	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										3555.0	1008.0	NaN	12321.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_17	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										3768.0	795.0	NaN	11841.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_18	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										3999.0	564.0	NaN	8886.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_19	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										4281.0	282.0	NaN	6870.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_20	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	nucleotidyltransferase	K07074		PF10127.16				phrog_388	135.485519		70.245361				168.508148	0.6705202312138728		0.8875502008032129				0.8803418803418803	10.0	10.0	10.0	4563.0	NaN	NaN	6345.0	true		high	K07074; uncharacterized protein		RNA repair pathway DNA polymerase beta family				nucleotidyltransferase	phrog_388	nucleotidyltransferase	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000039540_21	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										960.0	NaN	NaN	5541.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_22	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										1134.0	NaN	NaN	5340.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_23	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										1575.0	NaN	NaN	5184.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_24	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										1953.0	NaN	NaN	4935.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_25	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										2244.0	NaN	NaN	4716.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_26	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										2529.0	NaN	NaN	4299.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_27	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										2745.0	NaN	NaN	3891.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_28	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	zinc-ribbon domain			PF13240.12							26.125549							0.8695652173913043						3.53		2982.0	NaN	NaN	3600.0	true		medium			zinc-ribbon domain					PF13240	zinc-ribbon domain	Pfam	false
vRhyme_bin_11__LABRr1A1B1C_000000039540_29	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										3243.0	NaN	NaN	3159.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_30	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										3522.0	NaN	NaN	2508.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_31	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										3672.0	NaN	NaN	2256.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_32	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										3858.0	NaN	NaN	1707.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_33	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										4194.0	NaN	NaN	669.0	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_34	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										4794.0	NaN	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_35	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										5100.0	NaN	417.0	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_36	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										5292.0	NaN	777.0	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_37	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										5640.0	NaN	969.0	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_38	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										5925.0	NaN	1317.0	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_39	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										6219.0	NaN	3018.0	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_40	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										6867.0	NaN	3240.0	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_41	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										7062.0	NaN	4254.0	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000039540_42	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11	Domain of unknown function (DUF4326)			PF14216.12							75.35788							0.8902439024390244						10.0		8103.0	NaN	NaN	14550.0	true		high			Domain of unknown function (DUF4326)					PF14216	Domain of unknown function (DUF4326)	Pfam	false
vRhyme_bin_11__LABRr1A1B1C_000000039540_43	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										465.0	NaN	NaN	13638.0	false		medium											true
vRhyme_bin_11__LABRr1A1B1C_000000039540_44	vRhyme_bin_11__LABRr1A1B1C_000000039540	LABRr1A1B1C_vRhyme_bin_11																										696.0	NaN	NaN	12522.0	false		medium											true
vRhyme_bin_11__LABRr1A1B1C_000000080164_1	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										NaN	93.0	NaN	NaN	false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000080164_2	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11	endonuclease VII			PF02945.22				phrog_2914			42.715668				59.230434			0.926829268292683				0.45789473684210524		10.0	10.0	NaN	1215.0	NaN	NaN	true		high			Recombination endonuclease VII				endonuclease VII	phrog_2914	endonuclease VII	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000080164_3	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										444.0	771.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000080164_4	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11	PucR C-terminal helix-turn-helix domain			PF13556.13				phrog_1745			27.689793				525.138855			0.559322033898305				0.8523985239852399		1.43	10.0	1215.0	2085.0	NaN	NaN	true		high			PucR C-terminal helix-turn-helix domain				DNA transfer protein	phrog_1745	DNA transfer protein	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000080164_5	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										1659.0	426.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000080164_6	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11				PF18909.6				phrog_18716			43.361229				61.475868			0.7878787878787878				0.8508771929824561		10.0	10.0	2085.0	720.0	NaN	NaN	true		high			dATP/dGTP diphosphohydrolase, N-terminal				""	phrog_18716	""	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000080164_7	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										360.0	360.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000080164_8	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	K01358		PF00574.29					55.19957		43.615818					0.3822784810126582		0.8021978021978022					10.0	10.0		720.0	1521.0	NaN	NaN	true		high	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]		Clp protease					K01358	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	KEGG	false
vRhyme_bin_11__LABRr1A1B1C_000000080164_9	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										549.0	972.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000080164_10	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										738.0	783.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000080164_11	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										1095.0	426.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000080164_12	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11	cas2; CRISPR-associated protein Cas2	K09951	HMMsoil94024	PF00929.32				phrog_192	29.550898	57.985306	37.852184				80.618256	0.5206896551724138	0.9811320754716981	0.9878048780487805				0.5667506297229219	0.8	10.0	10.0	1521.0	1296.0	NaN	NaN	true		high	cas2; CRISPR-associated protein Cas2	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]; dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	Exonuclease				DNA polymerase exonuclease subunit	phrog_192	DNA polymerase exonuclease subunit	PHROG	false
vRhyme_bin_11__LABRr1A1B1C_000000080164_13	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										717.0	579.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000080164_14	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11	Bifunctional DNA primase/polymerase, N-terminal			PF09250.17				phrog_3022			72.946777				36.039749			0.9810126582278481				0.31852791878172587		10.0	10.0	1296.0	5457.0	NaN	NaN	true		high			Bifunctional DNA primase/polymerase, N-terminal				DNA primase	PF09250	Bifunctional DNA primase/polymerase, N-terminal	Pfam	false
vRhyme_bin_11__LABRr1A1B1C_000000080164_15	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11	pol; Casjensviridae DNA polymerase	K26631	HMMsoil121249					phrog_17	677.376465	142.077255					345.168518	0.9985228951255539	0.8337730870712401					0.3889273356401384				2148.0	3309.0	NaN	NaN	true		high	pol; Casjensviridae DNA polymerase	polA; DNA polymerase I [EC:2.7.7.7]					DNA polymerase	K26631	pol; Casjensviridae DNA polymerase	KEGG	false
vRhyme_bin_11__LABRr1A1B1C_000000080164_16	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										4338.0	1119.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000080164_17	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11																										5280.0	177.0	NaN	NaN	true		high											false
vRhyme_bin_11__LABRr1A1B1C_000000080164_18	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11	uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	K03657		PF00580.28				phrog_1967	463.256256		197.735016				363.152954	0.6468571428571429		1.0				0.6662371134020618	10.0	10.0	10.0	5457.0	NaN	NaN	NaN	true		medium	uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]		UvrD/REP helicase N-terminal domain				DNA helicase	K03657	uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	KEGG	false
vRhyme_bin_11__LABRr1A1B1C_000000080164_19	vRhyme_bin_11__LABRr1A1B1C_000000080164	LABRr1A1B1C_vRhyme_bin_11	PD-(D/E)XK nuclease superfamily			PF12705.14							27.245461							0.3967611336032389						10.0		1875.0	NaN	NaN	NaN	true		medium			PD-(D/E)XK nuclease superfamily					PF12705	PD-(D/E)XK nuclease superfamily	Pfam	false
vRhyme_bin_11__LABRr1A1B1C_000000092334_1	vRhyme_bin_11__LABRr1A1B1C_000000092334	LABRr1A1B1C_vRhyme_bin_11																										NaN	846.0	NaN	NaN	false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000092334_2	vRhyme_bin_11__LABRr1A1B1C_000000092334	LABRr1A1B1C_vRhyme_bin_11																										NaN	672.0	NaN	NaN	false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000092334_3	vRhyme_bin_11__LABRr1A1B1C_000000092334	LABRr1A1B1C_vRhyme_bin_11																										NaN	294.0	NaN	NaN	false		high											true
vRhyme_bin_11__LABRr1A1B1C_000000092334_4	vRhyme_bin_11__LABRr1A1B1C_000000092334	LABRr1A1B1C_vRhyme_bin_11	HNH endonuclease			PF14279.13				phrog_8660			45.206833				37.155659			0.9107142857142857				0.3673469387755102		10.0	7.34	NaN	4368.0	NaN	NaN	false		high			HNH endonuclease				HNH endonuclease	PF14279	HNH endonuclease	Pfam	true
