id,name,V-score,VL-score,db
K15233,citryl-CoA synthetase small subunit,0.09,0.954242509,KEGG
K10029,platelet basic protein,0.09,0.954242509,KEGG
K02160,acetyl-CoA carboxylase biotin carboxyl carrier protein,0.09,0.954242509,KEGG
K06059,disintegrin and metalloproteinase domain-containing protein 17 [EC:3.4.24.86],0.09,0.954242509,KEGG
K10032,C-X-C motif chemokine 13,0.09,0.954242509,KEGG
K02173,putative kinase,0.09,0.954242509,KEGG
K16575,centractin,0.09,0.954242509,KEGG
K11369,retrograde regulation protein 2,0.09,0.954242509,KEGG
K02635,cytochrome b6,0.09,0.954242509,KEGG
K24446,arginine/ornithine antiporter,0.09,0.954242509,KEGG
K06532,prominin 1,0.09,0.954242509,KEGG
K21895,tabersonine 16-O-methyltransferase [EC:2.1.1.94],0.09,0.954242509,KEGG
K14413,"beta-1,3-galactosyltransferase [EC:2.4.1.-]",0.09,0.954242509,KEGG
K23156,mycolipenoyl-CoA---2-(long-chain-fatty acyl)-trehalose mycolipenoyltransferase / long-chain-acyl-CoA---trehalose acyltransferase [EC:2.3.1.278 2.3.1.279],0.09,0.954242509,KEGG
K23157,3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase subunit OMT2 [EC:2.1.1.352],0.09,0.954242509,KEGG
K23158,3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase subunit OMT3,0.09,0.954242509,KEGG
K01807,ribose 5-phosphate isomerase A [EC:5.3.1.6],0.09,0.954242509,KEGG
K23616,ataxin 1/1L,0.09,0.954242509,KEGG
K13109,IK cytokine,0.09,0.954242509,KEGG
K01831,prostacyclin synthase [EC:5.3.99.4],0.09,0.954242509,KEGG
K09157,uncharacterized protein,0.09,0.954242509,KEGG
K14463,microsomal triglyceride transfer protein large subunit,0.09,0.954242509,KEGG
K05720,"FYVE, RhoGEF and PH domain containing 1",0.09,0.954242509,KEGG
K23653,T3SS effector EspM,0.09,0.954242509,KEGG
K23657,T3SS secreted effector NleB,0.09,0.954242509,KEGG
K27093,long chain acyl-CoA carboxylase carboxyl transferase subunit beta 4 [EC:6.4.1.- 2.1.3.-],0.09,0.954242509,KEGG
K27094,propionyl-/long chain acyl-CoA carboxylase carboxyl transferase subunit beta 5 [EC:6.4.1.- 2.1.3.-],0.09,0.954242509,KEGG
K23670,4-chloro-allylglycine synthase [EC:1.14.99.-],0.09,0.954242509,KEGG
K17058,eugenol/chavicol O-methyltransferase [EC:2.1.1.146],0.09,0.954242509,KEGG
K13624,ceruloplasmin [EC:1.16.3.1],0.09,0.954242509,KEGG
K17518,C-type lectin-like domain family 1,0.09,0.954242509,KEGG
K07006,uncharacterized protein,0.09,0.954242509,KEGG
K26258,tay bridge,0.09,0.954242509,KEGG
K03128,transcription initiation factor TFIID subunit 2,0.09,0.954242509,KEGG
K12313,"actin, aortic smooth muscle",0.09,0.954242509,KEGG
K01899,succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5],0.09,0.954242509,KEGG
K12315,"actin, gamma-enteric smooth muscle",0.09,0.954242509,KEGG
K17072,interferon gamma inducible protein 47,0.09,0.954242509,KEGG
K08349,"formate dehydrogenase-N, beta subunit",0.09,0.954242509,KEGG
K12326,Ras-specific guanine nucleotide-releasing factor 2,0.09,0.954242509,KEGG
K05789,chain length determinant protein (polysaccharide antigen chain regulator),0.09,0.954242509,KEGG
K09676,galactose-3-O-sulfotransferase 3 [EC:2.8.2.-],0.09,0.954242509,KEGG
K21513,(+)-6a-hydroxymaackiain 3-O-methyltransferase [EC:2.1.1.270],0.09,0.954242509,KEGG
K11007,shiga toxin subunit B,0.09,0.954242509,KEGG
K08355,arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1],0.09,0.954242509,KEGG
K03147,phosphomethylpyrimidine synthase [EC:4.1.99.17],0.09,0.954242509,KEGG
K03149,thiazole synthase [EC:2.8.1.10],0.09,0.954242509,KEGG
K11018,thermolabile hemolysin,0.09,0.954242509,KEGG
K21072,A-kinase anchor protein 28,0.09,0.954242509,KEGG
K03613,H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E,0.09,0.954242509,KEGG
K03615,H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2],0.09,0.954242509,KEGG
K03617,H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A,0.09,0.954242509,KEGG
K24105,mutual gliding-motility protein MglA,0.09,0.954242509,KEGG
K07058,membrane protein,0.09,0.954242509,KEGG
K21544,C2H2 transcription facotor,0.09,0.954242509,KEGG
K04495,transcription factor SOX17 (SOX group F),0.09,0.954242509,KEGG
K22871,adenylate dimethylallyltransferase [EC:2.5.1.27],0.09,0.954242509,KEGG
K07069,uncharacterized protein,0.09,0.954242509,KEGG
K21553,isoliquiritigenin 2'-O-methyltransferase [EC:2.1.1.154],0.09,0.954242509,KEGG
K07528,dihydropyrimidinase-like 2,0.09,0.954242509,KEGG
K17583,nucleolar MIF4G domain-containing protein 1,0.09,0.954242509,KEGG
K24124,armadillo repeat-containing protein 3,0.09,0.954242509,KEGG
K07076,uncharacterized protein,0.09,0.954242509,KEGG
K03198,type IV secretion system protein VirB3,0.09,0.954242509,KEGG
K01008,"selenide, water dikinase [EC:2.7.9.3]",0.09,0.954242509,KEGG
K20709,phenylalanine aminomutase (L-beta-phenylalanine forming) [EC:5.4.3.10],0.09,0.954242509,KEGG
K04988,polycystin 1L2,0.09,0.954242509,KEGG
K21582,xanthohumol 4'-O-methyltransferase [EC:2.1.1.339],0.09,0.954242509,KEGG
K20262,dihydrophenazinedicarboxylate synthase [EC:1.10.3.16],0.09,0.954242509,KEGG
K11081,2-aminoethylphosphonate transport system substrate-binding protein,0.09,0.954242509,KEGG
K16756,BICD family-like cargo adapter,0.09,0.954242509,KEGG
K19312,acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15],0.09,0.954242509,KEGG
K19314,streptothricin acetyltransferase [EC:2.3.-.-],0.09,0.954242509,KEGG
K23316,chemotactic signal transduction system substrate-binding protein CosB,0.09,0.954242509,KEGG
K15456,protein KTI12,0.09,0.954242509,KEGG
K24641,zinc finger BED domain-containing protein 6,0.09,0.954242509,KEGG
K16785,energy-coupling factor transport system permease protein,0.09,0.954242509,KEGG
K15934,D-olivosyltransferase,0.09,0.954242509,KEGG
K05411,interferon regulatory factor 3,0.09,0.954242509,KEGG
K19817,coenzyme F420H2 oxidase [EC:1.5.3.22],0.09,0.954242509,KEGG
K00213,7-dehydrocholesterol reductase [EC:1.3.1.21],0.09,0.954242509,KEGG
K20780,mediator of DNA damage checkpoint protein 1,0.09,0.954242509,KEGG
K20781,peptidyl serine alpha-galactosyltransferase [EC:2.4.1.-],0.09,0.954242509,KEGG
K24675,zinc finger MYM-type protein 2/3/4,0.09,0.954242509,KEGG
K00222,Delta14-sterol reductase [EC:1.3.1.70],0.09,0.954242509,KEGG
K00223,Delta24(24(1))-sterol reductase [EC:1.3.1.71],0.09,0.954242509,KEGG
K10285,F-box and leucine-rich repeat protein 19,0.09,0.954242509,KEGG
K01562,type I thyroxine 5'-deiodinase [EC:1.21.99.4],0.09,0.954242509,KEGG
K02899,large subunit ribosomal protein L27,0.09,0.954242509,KEGG
K08019,Rap guanine nucleotide exchange factor 5,0.09,0.954242509,KEGG
K06785,junctional adhesion molecule 3,0.09,0.954242509,KEGG
K14198,staphylokinase,0.09,0.954242509,KEGG
K05465,angiopoietin 1,0.09,0.954242509,KEGG
K18087,"biphenyl 2,3-dioxygenase ferredoxin component",0.09,0.954242509,KEGG
K10774,tyrosine ammonia-lyase [EC:4.3.1.23],0.09,0.954242509,KEGG
K10775,phenylalanine ammonia-lyase [EC:4.3.1.24],0.09,0.954242509,KEGG
K23855,Kv channel-interacting protein,0.09,0.954242509,KEGG
K04606,metabotropic glutamate receptor 3,0.09,0.954242509,KEGG
K15993,O-mycaminosyltylonolide 6-deoxyallosyltransferase [EC:2.4.1.317],0.09,0.954242509,KEGG
K15994,demethyllactenocin mycarosyltransferase [EC:2.4.1.318],0.09,0.954242509,KEGG
K21203,(-)-pluviatolide 4-O-methyltransferase [EC:2.1.1.323],0.09,0.954242509,KEGG
K00275,pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5],0.09,0.954242509,KEGG
K05936,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],0.09,0.954242509,KEGG
K13344,peroxin-13,0.09,0.954242509,KEGG
K13347,peroxisomal membrane protein 2,0.09,0.954242509,KEGG
K13348,protein Mpv17,0.09,0.954242509,KEGG
K00736,"alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.143]",0.09,0.954242509,KEGG
K21213,aminotransferase,0.09,0.954242509,KEGG
K04162,5-hydroxytryptamine receptor 6,0.09,0.954242509,KEGG
K22088,norreticuline-7-O-methyltransferase [EC:2.1.1.-],0.09,0.954242509,KEGG
K21227,MIO-dependent 2-aza-L-tyrosine aminomutase [EC:5.4.3.-],0.09,0.954242509,KEGG
K22091,O-methyltransferase [EC:2.1.1.-],0.09,0.954242509,KEGG
K23881,tectonin beta-propeller repeat-containing protein 2,0.09,0.954242509,KEGG
K12501,homogentisate solanesyltransferase [EC:2.5.1.117],0.09,0.954242509,KEGG
K09858,SEC-C motif domain protein,0.09,0.954242509,KEGG
K04642,halorhodopsin,0.09,0.954242509,KEGG
K25132,heme transport system substrate-binding protein,0.09,0.954242509,KEGG
K13386,3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase [EC:2.1.1.116],0.09,0.954242509,KEGG
K21258,orsellinic acid C3-O-methyltransferase [EC:2.1.1.-],0.09,0.954242509,KEGG
K25140,daunorubicin/doxorubicin transport system permease protein,0.09,0.954242509,KEGG
K13390,"(R,S)-reticuline 7-O-methyltransferase [EC:2.1.1.291]",0.09,0.954242509,KEGG
K13397,(S)-scoulerine 9-O-methyltransferase [EC:2.1.1.117],0.09,0.954242509,KEGG
K25603,3-O-alpha-D-galactosyl-alpha-L-arabinofuranosidase [EC:3.2.1.215],0.09,0.954242509,KEGG
K21260,calicheamicin 4-deoxy-4-thio-alpha-D-digitoxosyltransferase [EC:2.4.1.-],0.09,0.954242509,KEGG
K03345,sentrin-specific protease 2 (axin associating molecule) [EC:3.4.22.68],0.09,0.954242509,KEGG
K07232,glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7],0.09,0.954242509,KEGG
K25151,gliding motility-associated transport system permease protein,0.09,0.954242509,KEGG
K00794,"6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]",0.09,0.954242509,KEGG
K08580,calpain-11 [EC:3.4.22.-],0.09,0.954242509,KEGG
K21298,"1,2-beta-oligoglucan phosphorylase [EC:2.4.1.333]",0.09,0.954242509,KEGG
K25188,pyoluteorin transport system permease protein,0.09,0.954242509,KEGG
K21758,benzoate transport porin,0.09,0.954242509,KEGG
K02513,heparan sulfate 2-O-sulfotransferase HS2ST1 [EC:2.8.2.-],0.09,0.954242509,KEGG
K03381,"catechol 1,2-dioxygenase [EC:1.13.11.1]",0.09,0.954242509,KEGG
K06406,stage V sporulation protein AD,0.09,0.954242509,KEGG
K24333,multiple epidermal growth factor-like domains protein 6,0.09,0.954242509,KEGG
K07745,transcriptional regulator,0.09,0.954242509,KEGG
K16493,protocadherin alpha,0.09,0.954242509,KEGG
K07764,a disintegrin and metalloproteinase with thrombospondin motifs 4 [EC:3.4.24.82],0.09,0.954242509,KEGG
K24361,procollagen C-endopeptidase enhancer,0.09,0.954242509,KEGG
K03883,NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2],0.09,0.954242509,KEGG
K23044,"selina-4(15),7(11)-diene synthase [EC:4.2.3.181]",0.09,0.954242509,KEGG
K19062,rifampin ADP-ribosylating transferase,0.09,0.954242509,KEGG
K03897,lysine N6-hydroxylase [EC:1.14.13.59],0.09,0.954242509,KEGG
K15198,transcription factor TFIIIB component B'',0.09,0.954242509,KEGG
K20499,carbon disulfide hydrolase [EC:3.13.1.5],0.09,0.954242509,KEGG
K06925,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,0.09,0.954242509,KEGG
K14337,"alpha-1,6-mannosyltransferase [EC:2.4.1.-]",0.09,0.954242509,KEGG
K23528,p-benzoquinone reductase (NADPH) [EC:1.6.5.6],0.09,0.954242509,KEGG
K01260,aminopeptidase B [EC:3.4.11.6],0.09,0.954242509,KEGG
K05601,hydroxylamine reductase [EC:1.7.99.1],0.09,0.954242509,KEGG
K01282,dipeptidyl aminopeptidase B [EC:3.4.14.-],0.09,0.954242509,KEGG
K00426,cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],0.09,0.954242509,KEGG
K15690,RING finger and CCCH-type zinc finger domain-containing protein,0.09,0.954242509,KEGG
K13506,glycerol-3-phosphate O-acyltransferase 3/4 [EC:2.3.1.15],0.09,0.954242509,KEGG
K06975,uncharacterized protein,0.09,0.954242509,KEGG
K13051,L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5],0.09,0.954242509,KEGG
K13514,lysophosphatidylglycerol acyltransferase 1 [EC:2.3.1.-],0.09,0.954242509,KEGG
K06980,tRNA-modifying protein YgfZ,0.09,0.954242509,KEGG
K22703,hydroxy-3-indolylmethylglucosinolate O-methyltransferase [EC:2.1.1.-],0.09,0.954242509,KEGG
K13066,caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4],0.09,0.954242509,KEGG
K06995,uncharacterized protein,0.09,0.954242509,KEGG
K17415,small subunit ribosomal protein MRP21,0.09,0.954242509,KEGG
K13539,leishmanolysin-like peptidase [EC:3.4.24.-],0.09,0.954242509,KEGG
K01792,glucose-6-phosphate 1-epimerase [EC:5.1.3.15],0.09,0.954242509,KEGG
K00474,trimethyllysine dioxygenase [EC:1.14.11.8],0.09,0.954242509,KEGG
K22733,magnesium transporter,0.09,0.954242509,KEGG
K25308,ferric hydroxamate/heme transport system substrate-binding protein,0.09,0.954242509,KEGG
K05692,actin beta/gamma 1,0.09,0.954242509,KEGG
K08264,heterodisulfide reductase subunit D [EC:1.8.98.1],0.09,0.954242509,KEGG
K26185,naringenin degradation protein FdeI,0.09,0.954242509,KEGG
K04834,voltage-gated sodium channel type II alpha,0.09,0.954242509,KEGG
K00965,UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12],0.09,0.954242509,KEGG
K12714,clorobiocin biosynthesis protein Clo-hal,0.09,0.954242509,KEGG
K00984,"streptomycin 3""-adenylyltransferase [EC:2.7.7.47]",0.09,0.954242509,KEGG
K16623,botulinum neurotoxin type non-toxic component,0.09,0.954242509,KEGG
K11427,[histone H3]-lysine79 N-trimethyltransferase [EC:2.1.1.360],0.09,0.954242509,KEGG
K25378,calpain-type cysteine protease DEK1 [EC:3.4.22.-],0.09,0.954242509,KEGG
K11900,type VI secretion system protein ImpC,0.09,0.954242509,KEGG
K03584,DNA repair protein RecO (recombination protein O),0.09,0.954242509,KEGG
K23202,O17/O44/073/077/0106-antigen biosynthesis mannosyltransferase,0.09,0.954242509,KEGG
K17999,iron-hydrogenase subunit gamma [EC:1.12.1.4],0.09,0.954242509,KEGG
K12789,Tir-cytoskeleton coupling protein,0.09,0.954242509,KEGG
K02737,20S proteasome subunit beta 5 [EC:3.4.25.1],0.09,0.954242509,KEGG
K27105,"two-component system, NarL family, sensor histidine kinase DosT [EC:2.7.13.3]",0.09,0.954242509,KEGG
K11487,polycomb group RING finger protein 1,0.09,0.954242509,KEGG
K15378,"solute carrier family 45, member 1/2/4",0.09,0.954242509,KEGG
K11942,isobutyryl-CoA mutase [EC:5.4.99.13],0.09,0.954242509,KEGG
K01434,penicillin G amidase [EC:3.5.1.11],0.09,0.954242509,KEGG
K15382,solute carrier family 50 (sugar transporter),0.09,0.954242509,KEGG
K01444,N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26],0.09,0.954242509,KEGG
K01903,succinyl-CoA synthetase beta subunit [EC:6.2.1.5],0.09,0.954242509,KEGG
K10187,germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16],0.09,0.954242509,KEGG
K07991,archaeal preflagellin peptidase FlaK [EC:3.4.23.52],0.09,0.954242509,KEGG
K23721,apo-salmochelin esterase [EC:3.1.1.107],0.09,0.954242509,KEGG
K14082,[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247],0.09,0.954242509,KEGG
K14086,ech hydrogenase subunit A,0.09,0.954242509,KEGG
K09238,metallothionein expression activator,0.09,0.954242509,KEGG
K18425,3-hydroxy-D-aspartate aldolase [EC:4.1.3.41],0.09,0.954242509,KEGG
K06681,Gdp/GTP exchange factor required for growth at low temperatures,0.09,0.954242509,KEGG
K18435,transcription factor SOX9 (SOX group E),0.09,0.954242509,KEGG
K00635,diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75],0.09,0.954242509,KEGG
K22439,"tricetin 3',4',5'-O-trimethyltransferase [EC:2.1.1.169]",0.09,0.954242509,KEGG
K04063,lipoyl-dependent peroxiredoxin [EC:1.11.1.28],0.09,0.954242509,KEGG
K13259,"2,7,4'-trihydroxyisoflavanone 4'-O-methyltransferase / isoflavone 4'-O-methyltransferase [EC:2.1.1.212 2.1.1.46]",0.09,0.954242509,KEGG
K22440,naringenin 7-O-methyltransferase [EC:2.1.1.232],0.09,0.954242509,KEGG
K09282,high mobility group AT-hook protein 1,0.09,0.954242509,KEGG
K22909,zinc finger CCCH domain-containing protein 13,0.09,0.954242509,KEGG
K05860,"phosphatidylinositol phospholipase C, epsilon [EC:3.1.4.11]",0.09,0.954242509,KEGG
K22465,5-hydroxybenzimidazole synthase [EC:4.1.99.23],0.09,0.954242509,KEGG
K22466,5-hydroxybenzimidazole synthase [EC:4.1.99.23],0.09,0.954242509,KEGG
K22928,2'-deoxynucleoside 5'-phosphate N-hydrolase [EC:3.2.2.-],0.09,0.954242509,KEGG
K04090,indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8],0.09,0.954242509,KEGG
K18497,fibroblast growth factor 2,0.09,0.954242509,KEGG
K25039,membrane progestin receptor alpha,0.09,0.954242509,KEGG
K22934,"alpha,alpha-trehalase [EC:3.2.1.28]",0.09,0.954242509,KEGG
K25041,membrane progestin receptor gamma,0.09,0.954242509,KEGG
K08912,light-harvesting complex II chlorophyll a/b binding protein 1,0.08,0.903089987,KEGG
K09782,amphiregulin,0.08,0.903089987,KEGG
K03708,transcriptional regulator of stress and heat shock response,0.08,0.903089987,KEGG
K04573,neurofilament medium polypeptide (neurofilament 3),0.08,0.903089987,KEGG
K22493,agglutinin-like protein,0.08,0.903089987,KEGG
K22953,L-tryptophan isonitrile synthase [EC:4.1.99.25],0.08,0.903089987,KEGG
K07606,vimentin,0.08,0.903089987,KEGG
K13778,geranyl-CoA carboxylase beta subunit [EC:6.4.1.5],0.08,0.903089987,KEGG
K04591,adhesion G protein-coupled receptor E1,0.08,0.903089987,KEGG
K02410,flagellar motor switch protein FliG,0.08,0.903089987,KEGG
K15043,importin subunit alpha-1/8,0.08,0.903089987,KEGG
K08967,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]",0.08,0.903089987,KEGG
K07190,phosphorylase kinase alpha/beta subunit,0.08,0.903089987,KEGG
K21684,salicyloyl-CoA 5-hydroxylase [EC:1.14.13.209],0.08,0.903089987,KEGG
K02443,glycerol uptake operon antiterminator,0.08,0.903089987,KEGG
K16852,SLAM family member 6,0.08,0.903089987,KEGG
K16858,vascular endothelial growth factor B,0.08,0.903089987,KEGG
K16859,placenta growth factor,0.08,0.903089987,KEGG
K05010,"chloride channel 1, skeletal muscle",0.08,0.903089987,KEGG
K02916,large subunit ribosomal protein L35,0.08,0.903089987,KEGG
K02919,large subunit ribosomal protein L36,0.08,0.903089987,KEGG
K06804,"cadherin 12, type 2, N-cadherin 2",0.08,0.903089987,KEGG
K06806,"cadherin 19, type 2",0.08,0.903089987,KEGG
K11652,actin-like protein 6B,0.08,0.903089987,KEGG
K06817,podocalyxin-like,0.08,0.903089987,KEGG
K12981,KDO transferase III [EC:2.4.99.-],0.08,0.903089987,KEGG
K11662,actin-related protein 6,0.08,0.903089987,KEGG
K02939,large subunit ribosomal protein L9,0.08,0.903089987,KEGG
K18111,(+)-beta-caryophyllene/(+)-caryolan-1-ol synthase [EC:4.2.3.89 4.2.1.138],0.08,0.903089987,KEGG
K11672,actin-related protein 5,0.08,0.903089987,KEGG
K20863,"NACHT, LRR and PYD domains-containing protein 6",0.08,0.903089987,KEGG
K10357,myosin V,0.08,0.903089987,KEGG
K05505,C-X-C motif chemokine 1/2/3,0.08,0.903089987,KEGG
K06384,stage II sporulation protein M,0.08,0.903089987,KEGG
K11689,"C4-dicarboxylate transporter, DctQ subunit",0.08,0.903089987,KEGG
K01631,2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21],0.08,0.903089987,KEGG
K01180,"endo-1,3(4)-beta-glucanase [EC:3.2.1.6]",0.08,0.903089987,KEGG
K24774,formin-binding protein 4,0.08,0.903089987,KEGG
K06858,vitamin B12 transport system substrate-binding protein,0.08,0.903089987,KEGG
K18605,biotin carboxyl carrier protein,0.08,0.903089987,KEGG
K24782,charged multivesicular body protein 4C,0.08,0.903089987,KEGG
K23464,"flavin-dependent trigonelline monooxygenase, oxygenase component [EC:1.14.14.-]",0.08,0.903089987,KEGG
K23467,trigonelline permease,0.08,0.903089987,KEGG
K00334,NADH-quinone oxidoreductase subunit E [EC:7.1.1.2],0.08,0.903089987,KEGG
K00335,NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],0.08,0.903089987,KEGG
K10390,tubulin delta,0.08,0.903089987,KEGG
K17309,plasmalemma vesicle-associated protein,0.08,0.903089987,KEGG
K01676,"fumarate hydratase, class I [EC:4.2.1.2]",0.08,0.903089987,KEGG
K00350,Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1],0.08,0.903089987,KEGG
K14755,carnosine synthase [EC:6.3.2.11],0.08,0.903089987,KEGG
K23949,sterile alpha motif domain-contaning protein 9,0.08,0.903089987,KEGG
K19967,D-threonine aldolase [EC:4.1.2.42],0.08,0.903089987,KEGG
K14761,ribosome-associated protein,0.08,0.903089987,KEGG
K22162,F420H2 dehydrogenase subunit F [EC:1.5.7.2 1.5.98.3],0.08,0.903089987,KEGG
K10883,crossover junction endonuclease EME2,0.08,0.903089987,KEGG
K21306,dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21],0.08,0.903089987,KEGG
K00371,"nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]",0.08,0.903089987,KEGG
K09922,uncharacterized protein,0.08,0.903089987,KEGG
K23967,"solute carrier family 12 (potassium/chloride transporter), member 5",0.08,0.903089987,KEGG
K26063,(R)-2-hydroxyglutarate dehydrogenase [EC:1.1.-.-],0.08,0.903089987,KEGG
K13903,cystatin-F,0.08,0.903089987,KEGG
K05586,bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2],0.08,0.903089987,KEGG
K05587,bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2],0.08,0.903089987,KEGG
K03402,transcriptional regulator of arginine metabolism,0.08,0.903089987,KEGG
K26082,arachidonate 8-lipoxygenase / allene oxide synthase [EC:1.13.11.40 4.2.1.-],0.08,0.903089987,KEGG
K13479,xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4],0.08,0.903089987,KEGG
K20024,monoglucosyldiacylglycerol epimerase [EC:5.1.3.34],0.08,0.903089987,KEGG
K13488,chemotaxis-related protein WspB,0.08,0.903089987,KEGG
K22675,C motif chemokine 2,0.08,0.903089987,KEGG
K22679,growth differentiation factor 11,0.08,0.903089987,KEGG
K08197,"MFS transporter, SIT family, siderophore-iron:H+ symporter",0.08,0.903089987,KEGG
K16517,porin-like protein GalP,0.08,0.903089987,KEGG
K22685,DNA-dependent metalloprotease WSS1 [EC:3.4.24.-],0.08,0.903089987,KEGG
K09983,uncharacterized protein,0.08,0.903089987,KEGG
K02132,F-type H+-transporting ATPase subunit alpha,0.08,0.903089987,KEGG
K03468,p-hydroxybenzoic acid efflux pump subunit AaeB,0.08,0.903089987,KEGG
K19105,nocardicin-A epimerase [EC:5.1.1.14],0.08,0.903089987,KEGG
K25286,iron-siderophore transport system substrate-binding protein,0.08,0.903089987,KEGG
K11340,actin-like protein 6A,0.08,0.903089987,KEGG
K02162,hematopoietic Bcl-2-related protein A1,0.08,0.903089987,KEGG
K03943,NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2],0.08,0.903089987,KEGG
K16576,actin-related protein 10,0.08,0.903089987,KEGG
K15253,"chlorocatechol 1,2-dioxygenase [EC:1.13.11.-]",0.08,0.903089987,KEGG
K02637,cytochrome b6-f complex subunit 4,0.08,0.903089987,KEGG
K11821,aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24],0.08,0.903089987,KEGG
K06079,copper homeostasis protein (lipoprotein),0.08,0.903089987,KEGG
K06540,disintegrin and metalloproteinase domain-containing protein 8 [EC:3.4.24.-],0.08,0.903089987,KEGG
K11392,16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178],0.08,0.903089987,KEGG
K02673,type IV pilus assembly protein PilX,0.08,0.903089987,KEGG
K24480,cardiomyopathy-associated protein 5,0.08,0.903089987,KEGG
K10080,"lectin, mannose-binding 1",0.08,0.903089987,KEGG
K23621,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein",0.08,0.903089987,KEGG
K19185,6-hydroxypseudooxynicotine dehydrogenase subunit alpha [EC:1.5.99.14],0.08,0.903089987,KEGG
K01823,isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2],0.08,0.903089987,KEGG
K05702,afadin,0.08,0.903089987,KEGG
K18328,lariat debranching enzyme [EC:3.1.-.-],0.08,0.903089987,KEGG
K00051,malate dehydrogenase (NADP+) [EC:1.1.1.82],0.08,0.903089987,KEGG
K18330,NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3],0.08,0.903089987,KEGG
K09605,arginyl aminopeptidase-like 1 [EC:3.4.11.-],0.08,0.903089987,KEGG
K06594,integrin alpha D,0.08,0.903089987,KEGG
K11893,type VI secretion system protein ImpJ,0.08,0.903089987,KEGG
K11895,type VI secretion system protein ImpH,0.08,0.903089987,KEGG
K11899,type VI secretion system protein ImpD,0.08,0.903089987,KEGG
K01847,methylmalonyl-CoA mutase [EC:5.4.99.2],0.08,0.903089987,KEGG
K01848,"methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]",0.08,0.903089987,KEGG
K23651,T3SS secreted effector EspT,0.08,0.903089987,KEGG
K04401,caspase 14 [EC:3.4.22.-],0.08,0.903089987,KEGG
K22327,4-hydroxyphenylacetaldehyde synthase [EC:4.1.1.108],0.08,0.903089987,KEGG
K05279,flavonol 3-O-methyltransferase [EC:2.1.1.76],0.08,0.903089987,KEGG
K22340,"formate dehydrogenase (NAD+, ferredoxin) subunit C [EC:1.17.1.11]",0.08,0.903089987,KEGG
K17048,ethylbenzene hydroxylase subunit beta,0.08,0.903089987,KEGG
K17051,selenate/chlorate reductase subunit beta [EC:1.97.1.9 1.97.1.1],0.08,0.903089987,KEGG
K17057,(iso)eugenol O-methyltransferase [EC:2.1.1.146],0.08,0.903089987,KEGG
K17059,trans-anol O-methyltransferase [EC:2.1.1.279],0.08,0.903089987,KEGG
