id	V-score	VL-score	db	name
K13642	0.97	1.986771734	KEGG	ftrB; CRP/FNR family transcriptional regulator, transcriptional activator FtrB
K13643	1.68	2.225309282	KEGG	iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor
K13651	0.47	1.672097858	KEGG	mqsR; motility quorum-sensing regulator / GCU-specific mRNA interferase toxin
K13652	5.24	2.719331287	KEGG	K13652; AraC family transcriptional regulator
K13653	4.66	2.668385917	KEGG	K13653; AraC family transcriptional regulator
K13654	0.25	1.397940009	KEGG	mcbR; GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator
K13655	9.88	2.994756945	KEGG	mqsA; HTH-type transcriptional regulator / antitoxin MqsA
K13765			KEGG	RGS9; regulator of G-protein signaling 9
K13770	3.2	2.505149978	KEGG	ysiA, fadR; TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein
K13771	1.12	2.049218023	KEGG	nsrR; Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor
K13772	1.01	2.004321374	KEGG	rirA; Rrf2 family transcriptional regulator, iron-responsive regulator
K13794	3.76	2.575187845	KEGG	tcuR; LysR family transcriptional regulator, regulatory protein for tcuABC
K13815	10.0	3.188365926	KEGG	rpfG; two-component system, response regulator RpfG
K13821	2.17	2.336459734	KEGG	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]
K13924	10.0	3.366982976	KEGG	cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]
K13928	1.56	2.193124598	KEGG	mdcR; LysR family transcriptional regulator, malonate utilization transcriptional regulator
K14003	1.92	2.283301229	KEGG	PREB, SEC12; prolactin regulatory element-binding protein
K14017			KEGG	SNL1; HSP70 co-chaperone SNL1
K14019	0.29	1.462397998	KEGG	PPP1R15A, GADD34; protein phosphatase 1 regulatory subunit 15A
K14056	10.0	4.198079476	KEGG	puuR; HTH-type transcriptional regulator, repressor for puuD
K14057	4.55	2.658011397	KEGG	abgR; LysR family transcriptional regulator, regulator of abg operon
K14063	4.95	2.694605199	KEGG	feaR; AraC family transcriptional regulator, positive regulator of tynA and feaB
K14212			KEGG	SPPL2C, IMP5; signal peptide peptidase-like 2C [EC:3.4.23.-]
K14324			KEGG	SAP18; histone deacetylase complex subunit SAP18
K14325	1.1	2.041392685	KEGG	RNPS1; RNA-binding protein with serine-rich domain 1
K14326	5.58	2.746634199	KEGG	UPF1, RENT1; regulator of nonsense transcripts 1 [EC:5.6.2.5 5.6.2.3]
K14327			KEGG	UPF2, RENT2; regulator of nonsense transcripts 2
K14328			KEGG	UPF3, RENT3; regulator of nonsense transcripts 3
K14348	10.0	3.054613055	KEGG	lldR; GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator
K14411	1.45	2.161368002	KEGG	MSI; RNA-binding protein Musashi
K14414	2.31	2.36361198	KEGG	rtcR; transcriptional regulatory protein RtcR
K14431			KEGG	TGA; transcription factor TGA
K14435	10.0	4.045987606	KEGG	CHD5; chromodomain-helicase-DNA-binding protein 5 [EC:5.6.2.-]
K14436	10.0	4.097500252	KEGG	CHD6; chromodomain-helicase-DNA-binding protein 6 [EC:5.6.2.-]
K14437	10.0	3.822494985	KEGG	CHD7; chromodomain-helicase-DNA-binding protein 7 [EC:5.6.2.-]
K14438	10.0	3.889077493	KEGG	CHD9; chromodomain-helicase-DNA-binding protein 9 [EC:5.6.2.-]
K14439	10.0	4.361236617	KEGG	SMARCAD1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:5.6.2.-]
K14440	10.0	4.52045733	KEGG	SMARCAL1, HARP; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:5.6.2.-]
K14485	0.85	1.929418926	KEGG	TIR1; transport inhibitor response 1
K14486			KEGG	ARF; auxin response factor
K14491	9.64	2.984077034	KEGG	ARR-B; GARP family transcription factor, ARR-B subfamily
K14492	3.0	2.477121255	KEGG	ARR-A; two-component response regulator ARR-A family
K14500	0.78	1.892094603	KEGG	BSK; BR-signaling kinase [EC:2.7.11.1]
K14507	1.07	2.029383778	KEGG	ORCA2_3; AP2-domain DNA-binding protein ORCA2/3
K14508	8.27	2.91750551	KEGG	NPR1; regulatory protein NPR1
K14516	3.53	2.547774705	KEGG	ERF1; ethylene-responsive transcription factor 1
K14517	1.22	2.086359831	KEGG	ERF2; ethylene-responsive transcription factor 2
K14535			KEGG	TAF9; transcription initiation factor TFIID subunit 9
K14543			KEGG	MTR2; mRNA transport regulator MTR2
K14649			KEGG	TAF8; transcription initiation factor TFIID subunit 8
K14650	0.43	1.633468456	KEGG	TAF3; transcription initiation factor TFIID subunit 3
K14651	0.73	1.86332286	KEGG	TAF15, NPL3; transcription initiation factor TFIID subunit 15
K14657	1.73	2.238046103	KEGG	nodD; LysR family transcriptional regulator, nod-box dependent transcriptional activator
K14787	1.62	2.209515015	KEGG	MRD1, RBM19; multiple RNA-binding domain-containing protein 1
K14852			KEGG	RRS1; regulator of ribosome biosynthesis
K14942			KEGG	KHDRBS3, SLM2; KH domain-containing, RNA-binding, signal transduction-associated protein 3
K14944	0.01	0.0	KEGG	NOVA; RNA-binding protein Nova
K14946	0.55	1.740362689	KEGG	RBFOX, FOX; RNA binding protein fox-1
K14947	0.07	0.84509804	KEGG	ESRP1_2; epithelial splicing regulatory protein 1/2
K14959	0.29	1.462397998	KEGG	MLL4; [histone H3]-lysine4 N-trimethyltransferase MLL4 [EC:2.1.1.354]
K14964	3.24	2.51054501	KEGG	ASH2; Set1/Ash2 histone methyltransferase complex subunit ASH2
K14971			KEGG	NCOA6, ASC2; nuclear receptor coactivator 6
K14978	10.0	3.257678575	KEGG	ssrA; two-component system, LuxR family, secretion system sensor histidine kinase SsrA
K14979	10.0	3.583312152	KEGG	ssrB; two-component system, LuxR family, secretion system response regulator SsrB
K14980	10.0	3.08278537	KEGG	chvG; two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]
K14981	10.0	3.36267093	KEGG	chvI; two-component system, OmpR family, response regulator ChvI
K14982	10.0	3.068185862	KEGG	ciaH; two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]
K14983	10.0	3.311541958	KEGG	ciaR; two-component system, OmpR family, response regulator CiaR
K14986	10.0	3.206286044	KEGG	fixL; two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]
K14987	10.0	3.62838893	KEGG	fixJ; two-component system, LuxR family, response regulator FixJ
K14988	0.67	1.826074803	KEGG	salK; two-component system, NarL family, secretion system sensor histidine kinase SalK
K14989	10.0	3.442166086	KEGG	salR; two-component system, NarL family, secretion system response regulator SalR
K15011	10.0	3.064083436	KEGG	regB, regS, actS; two-component system, sensor histidine kinase RegB [EC:2.7.13.3]
K15012	10.0	3.308991029	KEGG	regA, regR, actR; two-component system, response regulator RegA
K15025	0.11	1.041392685	KEGG	EIF1AD; probable RNA-binding protein EIF1AD
K15031			KEGG	MTERF; mitochondrial transcription termination factor family protein
K15075	0.03	0.477121255	KEGG	MET18, MMS19; DNA repair/transcription protein MET18/MMS19
K15127	0.01	0.0	KEGG	TADA2B; transcriptional adapter 2-beta
K15128			KEGG	MED6; mediator of RNA polymerase II transcription subunit 6
K15129			KEGG	MED8; mediator of RNA polymerase II transcription subunit 8
K15130			KEGG	MED8; mediator of RNA polymerase II transcription subunit 8, fungi type
K15131			KEGG	MED11; mediator of RNA polymerase II transcription subunit 11
K15132			KEGG	MED11; mediator of RNA polymerase II transcription subunit 11, fungi type
K15133			KEGG	MED17; mediator of RNA polymerase II transcription subunit 17
K15134			KEGG	SRB4, MED17; mediator of RNA polymerase II transcription subunit 17, fungi type
K15135			KEGG	MED18; mediator of RNA polymerase II transcription subunit 18
K15136			KEGG	SRB5, MED18; mediator of RNA polymerase II transcription subunit 18, fungi type
K15137			KEGG	MED19; mediator of RNA polymerase II transcription subunit 19
K15138			KEGG	ROX3, MED19; mediator of RNA polymerase II transcription subunit 19, fungi type
K15139			KEGG	MED22; mediator of RNA polymerase II transcription subunit 22
K15140			KEGG	SRB6, MED22; mediator of RNA polymerase II transcription subunit 22, fungi type
K15141			KEGG	MED28; mediator of RNA polymerase II transcription subunit 28
K15142			KEGG	MED29; mediator of RNA polymerase II transcription subunit 29
K15143			KEGG	MED30; mediator of RNA polymerase II transcription subunit 30
K15144	0.01	0.0	KEGG	MED1; mediator of RNA polymerase II transcription subunit 1
K15145			KEGG	MED1; mediator of RNA polymerase II transcription subunit 1, fungi type
K15146			KEGG	MED4; mediator of RNA polymerase II transcription subunit 4
K15147			KEGG	MED5, NUT1; mediator of RNA polymerase II transcription subunit 5
K15148			KEGG	MED7; mediator of RNA polymerase II transcription subunit 7
K15149			KEGG	MED9; mediator of RNA polymerase II transcription subunit 9
K15150			KEGG	CSE2, MED9; mediator of RNA polymerase II transcription subunit 9, fungi type
K15151			KEGG	MED10, NUT2; mediator of RNA polymerase II transcription subunit 10
K15152			KEGG	MED21, SRB7; mediator of RNA polymerase II transcription subunit 21
K15153	0.01	0.0	KEGG	MED31, SOH1; mediator of RNA polymerase II transcription subunit 31
K15154			KEGG	MED2; mediator of RNA polymerase II transcription subunit 2
K15155			KEGG	MED3, HRS1, PGD1; mediator of RNA polymerase II transcription subunit 3
K15156			KEGG	MED14, RGR1; mediator of RNA polymerase II transcription subunit 14
K15157	0.11	1.041392685	KEGG	MED15; mediator of RNA polymerase II transcription subunit 15
K15158	0.04	0.602059991	KEGG	GAL11, MED15; mediator of RNA polymerase II transcription subunit 15, fungi type
K15159	0.03	0.477121255	KEGG	MED16; mediator of RNA polymerase II transcription subunit 16
K15160			KEGG	SIN4, MED16; mediator of RNA polymerase II transcription subunit 16, fungi type
K15162	0.03	0.477121255	KEGG	MED12; mediator of RNA polymerase II transcription subunit 12
K15163			KEGG	SRB8, MED12; mediator of RNA polymerase II transcription subunit 12, fungi type
K15164			KEGG	MED13; mediator of RNA polymerase II transcription subunit 13
K15165			KEGG	SSN2, MED13; mediator of RNA polymerase II transcription subunit 13, fungi type
K15166	0.41	1.612783857	KEGG	MED23; mediator of RNA polymerase II transcription subunit 23
K15167			KEGG	MED24; mediator of RNA polymerase II transcription subunit 24
K15168	0.1	1.0	KEGG	MED25; mediator of RNA polymerase II transcription subunit 25
K15169			KEGG	MED26; mediator of RNA polymerase II transcription subunit 26
K15170			KEGG	MED27; mediator of RNA polymerase II transcription subunit 27
K15171			KEGG	SUPT4H1, SPT4; transcription elongation factor SPT4
K15172	0.33	1.51851394	KEGG	SUPT5H, SPT5; transcription elongation factor SPT5
K15173	10.0	4.298460069	KEGG	TTF2; transcription termination factor 2 [EC:5.6.2.-]
K15196	3.58	2.553883027	KEGG	BRF1, GTF3B; transcription factor IIIB 90 kDa subunit
K15197	1.28	2.10720997	KEGG	BRF2; transcription factor IIIB 50 kDa subunit
K15198	0.09	0.954242509	KEGG	BDP1, TFC5; transcription factor TFIIIB component B''
K15199			KEGG	GTF3C1; general transcription factor 3C polypeptide 1
K15200	0.28	1.447158031	KEGG	GTF3C2; general transcription factor 3C polypeptide 2
K15201	2.94	2.46834733	KEGG	GTP3C3, TFC4; general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)
K15202	0.01	0.0	KEGG	GTF3C5, TFC1; general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)
K15203			KEGG	GTF3C6; general transcription factor 3C polypeptide 6
K15204			KEGG	TFC3; transcription factor C subunit 3
K15205	0.06	0.77815125	KEGG	TFC6; transcription factor C subunit 6
K15206	1.87	2.271841607	KEGG	TFC7; transcription factor C subunit 7
K15207			KEGG	TFC8; transcription factor C subunit 8
K15216			KEGG	RRN3, TIFIA; RNA polymerase I-specific transcription initiation factor RRN3
K15217			KEGG	RRN5; RNA polymerase I-specific transcription initiation factor RRN5
K15218			KEGG	RRN6; RNA polymerase I-specific transcription initiation factor RRN6
K15219	0.04	0.602059991	KEGG	RRN7; RNA polymerase I-specific transcription initiation factor RRN7
K15220			KEGG	RRN9; RNA polymerase I-specific transcription initiation factor RRN9
K15221			KEGG	RRN10; RNA polymerase I-specific transcription initiation factor RRN10
K15222			KEGG	RRN11; RNA polymerase I-specific transcription initiation factor RRN11
K15225			KEGG	TTF1; transcription termination factor 1
K15267			KEGG	MTEF1; mitochondrial transcription factor 1
K15309			KEGG	CRTC1, TORC1; CREB-regulated transcription coactivator 1
K15367			KEGG	sseA; secretion system chaperone SseA
K15368	0.69	1.838849091	KEGG	sscA; secretion system chaperone SscA
K15424	0.04	0.602059991	KEGG	PPP4R1; serine/threonine-protein phosphatase 4 regulatory subunit 1
K15425	0.02	0.301029996	KEGG	PPP4R2; serine/threonine-protein phosphatase 4 regulatory subunit 2
K15426	0.03	0.477121255	KEGG	PPP4R4; serine/threonine-protein phosphatase 4 regulatory subunit 4
K15494			KEGG	PPP1R1B, DARPP32; protein phosphatase 1 regulatory subunit 1B
K15499			KEGG	PPP6R1, SAPS1; serine/threonine-protein phosphatase 6 regulatory subunit 1
K15500			KEGG	PPP6R2, SAPS2; serine/threonine-protein phosphatase 6 regulatory subunit 2
K15501			KEGG	PPP6R3, SAPS3; serine/threonine-protein phosphatase 6 regulatory subunit 3
K15502	10.0	3.471438407	KEGG	ANKRD28; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A
K15503	10.0	3.470263447	KEGG	ANKRD44; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B
K15504	10.0	3.375480715	KEGG	ANKRD52; serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C
K15540	0.52	1.716003344	KEGG	ecpD; chaperone protein EcpD
K15545	0.22	1.342422681	KEGG	mlc; transcriptional regulator of PTS gene
K15546	10.0	3.704665185	KEGG	boxR, bzdR; XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator
K15559			KEGG	RTT103; regulator of Ty1 transposition protein 103
K15561	0.05	0.698970004	KEGG	NAB3; nuclear polyadenylated RNA-binding protein 3
K15588	0.47	1.672097858	KEGG	NSD1; [histone H3]-lysine36 N-dimethyltransferase NSD1 [EC:2.1.1.357]
K15590			KEGG	TFEB; transcription factor EB
K15591			KEGG	TFEC; transcription factor EC
K15601			KEGG	KDM3; [histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]
K15603			KEGG	TCF4_12; transcription factor 4/12
K15609			KEGG	PBX2; pre-B-cell leukemia transcription factor 2
K15610			KEGG	PBX3; pre-B-cell leukemia transcription factor 3
K15611			KEGG	PBX4; pre-B-cell leukemia transcription factor 4
K15684	1.11	2.045322979	KEGG	BFAR; bifunctional apoptosis regulator
K15686	0.29	1.462397998	KEGG	MEX3, RKHD; RNA-binding protein MEX3 [EC:2.3.2.27]
K15711	10.0	4.400192489	KEGG	SMARCA3, HLTF; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3 [EC:5.6.2. 2.3.2.27]
K15719	0.03	0.477121255	KEGG	NCOAT, MGEA5; protein O-GlcNAcase / histone acetyltransferase [EC:3.2.1.169 2.3.1.48]
K15722			KEGG	cedA; cell division activator
K15735	1.47	2.167317335	KEGG	csiR; GntR family transcriptional regulator, carbon starvation induced regulator
K15773	10.0	4.438194141	KEGG	hipB; HTH-type transcriptional regulator / antitoxin HipB
K15782	0.38	1.579783597	KEGG	doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes
K15833			KEGG	hycA; formate hydrogenlyase regulatory protein HycA
K15835	2.88	2.459392488	KEGG	murR; RpiR family transcriptional regulator, murPQ operon repressor
K15836	2.44	2.387389826	KEGG	fhlA; formate hydrogenlyase transcriptional activator
K15837	0.62	1.792391689	KEGG	GPSM2; G-protein signaling modulator 2
K15838			KEGG	GPSM3, AGS4; G-protein signaling modulator 3
K15839	0.12	1.079181246	KEGG	GPSM1, AGS3; G-protein signaling modulator 1
K15841			KEGG	glmY; small regulatory RNA GlmY
K15850	10.0	3.326540669	KEGG	luxN; two-component system, autoinducer 1 sensor kinase/phosphatase LuxN [EC:2.7.13.3 3.1.3.-]
K15851			KEGG	qrr; quorum regulatory RNA Qrr
K15852	10.0	3.096214585	KEGG	luxR, vanR; LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon
K15859	5.07	2.705007959	KEGG	SKN7; osomolarity two-component system, response regulator SKN7
K15860			KEGG	ciaX; regulatory peptide CiaX
K15861	0.93	1.968482949	KEGG	fixK; CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein
K15973	3.99	2.600972896	KEGG	mhqR; MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor
K15974	3.66	2.563481085	KEGG	emrR, mprA; MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB
K16135	4.14	2.617000341	KEGG	dmlR; LysR family transcriptional regulator, transcriptional activator for dmlA
K16136	1.28	2.10720997	KEGG	malI; LacI family transcriptional regulator, maltose regulon regulatory protein
K16137	2.92	2.465382851	KEGG	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
K16138	2.59	2.413299764	KEGG	uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon
K16166	0.05	0.698970004	KEGG	PAP1, MYB75; transcription factor MYB75
K16221			KEGG	TCP21, CHE; transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)
K16230			KEGG	HAC1; transcriptional activator HAC1
K16241			KEGG	HY5; transcription factor HY5
K16247	2.84	2.45331834	KEGG	gutR; LuxR family transcriptional regulator, glucitol operon activator
K16326	1.03	2.012837225	KEGG	yeiL; CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator
K16333			KEGG	CRTC2, TORC2; CREB-regulated transcription coactivator 2
K16334			KEGG	CRTC3, TORC3; CREB-regulated transcription coactivator 3
K16335			KEGG	TORC; CREB-regulated transcription coactivator
K16361	0.01	0.0	KEGG	CRTAM, CD355; cytotoxic and regulatory T-cell molecule
K16449	0.36	1.556302501	KEGG	RGS; regulator of G-protein signaling
K16509	0.67	1.826074803	KEGG	spxA; regulatory protein spx
K16512			KEGG	RPGRIP1; X-linked retinitis pigmentosa GTPase regulator-interacting protein 1
K16516	4.44	2.64738297	KEGG	galR; LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway
K16542	0.09	0.954242509	KEGG	CDK5RAP2; CDK5 regulatory subunit-associated protein 2
K16565	0.01	0.0	KEGG	exoX, syrA; exopolysaccharide production regulatory protein
K16640	0.02	0.301029996	KEGG	ssh7; DNA-binding protein 7 [EC:3.1.27.-]
K16687	0.05	0.698970004	KEGG	YAP1, Yki; transcriptional coactivator YAP1
K16719			KEGG	KANSL3, RCD1; regulatory NSL complex subunit 3
K16796	0.25	1.397940009	KEGG	SOX2; transcription factor SOX2 (SOX group B)
K16799	0.1	1.0	KEGG	CI; transcriptional activator cubitus interruptus
K16820			KEGG	WWTR1, TAZ; WW domain-containing transcription regulator protein 1
K16826	0.07	0.84509804	KEGG	SIRPB2; signal-regulatory protein beta 2
K16827	0.04	0.602059991	KEGG	SIRPD; signal-regulatory protein delta
K16832	0.01	0.0	KEGG	NEDD9, HEF1, CASL; enhancer of filamentation 1
K16914	1.08	2.033423755	KEGG	RIOX1, NO66; protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine4/36 demethylase [EC:1.14.11.79 1.14.11.67 1.14.11.69]
K16931			KEGG	STAR; steroidogenic acute regulatory protein, mitochondrial
K17060	10.0	3.09131516	KEGG	aauS; two-component system, sensor histidine kinase AauS [EC:2.7.13.3]
K17061	10.0	3.176380692	KEGG	aauR; two-component system, response regulator AauR
K17071	0.1	1.0	KEGG	dcmR; transcriptional repressor of dcmA and dcmR
K17262	0.03	0.477121255	KEGG	TBCB, CKAP1, ALF1; tubulin-specific chaperone B
K17288			KEGG	TACSTD2; tumor-associated calcium signal transducer 2
K17292	0.05	0.698970004	KEGG	TBCA; tubulin-specific chaperone A
K17391	0.06	0.77815125	KEGG	IGF2BP1; insulin-like growth factor 2 mRNA-binding protein 1
K17392	0.02	0.301029996	KEGG	IGF2BP2; insulin-like growth factor 2 mRNA-binding protein 2
K17451	0.31	1.491361694	KEGG	EZH1; [histone H3]-lysine27 N-trimethyltransferase EZH1 [EC:2.1.1.356]
K17453			KEGG	PPP1R3F, R3F; protein phosphatase 1 regulatory subunit 3F
K17454			KEGG	E2F1; transcription factor E2F1
K17457	10.0	3.159567193	KEGG	PPP1R12C, MBS85; protein phosphatase 1 regulatory subunit 12C
K17458	10.0	3.199206479	KEGG	PPP1R16A, MYPT3; protein phosphatase 1 regulatory subunit 16A
K17459	10.0	3.220108088	KEGG	PPP1R16B, TIMAP; protein phosphatase 1 regulatory inhibitor subunit 16B
K17472	1.68	2.225309282	KEGG	cymR; Rrf2 family transcriptional regulator, cysteine metabolism repressor
K17473	2.15	2.33243846	KEGG	dgaR; sigma-54 dependent transcriptional regulator, dga operon transcriptional activator
K17491			KEGG	SMEK, PPP4R3; protein phosphatase 4 regulatory subunit 3
K17498	2.0	2.301029996	KEGG	SPN1, IWS1; transcription factor SPN1
K17509	0.69	1.838849091	KEGG	PDPR; pyruvate dehydrogenase phosphatase regulatory subunit
K17536			KEGG	CNKSR2, CNK2, KSR2; connector enhancer of kinase suppressor of Ras 2
K17549			KEGG	PPP1R1C; protein phosphatase 1 regulatory subunit 1C
K17550	10.0	3.12904506	KEGG	PPP1R7, SDS22; protein phosphatase 1 regulatory subunit 7
K17552	0.07	0.84509804	KEGG	PPP1R10; protein phosphatase 1 regulatory subunit 10
K17553	0.01	0.0	KEGG	PPP1R11; protein phosphatase 1 regulatory subunit 11
K17555			KEGG	PPP1R14B; protein phosphatase 1 regulatory subunit 14B
K17556			KEGG	PPP1R14C, KEPI; protein phosphatase 1 regulatory subunit 14C
K17557			KEGG	PPP1R14D, GBPI; protein phosphatase 1 regulatory subunit 14D
K17558	0.35	1.544068044	KEGG	PPP1R15B, CREP; protein phosphatase 1 regulatory subunit 15B
K17562			KEGG	PPP1R21, CCDC128, KLRAQ1; protein phosphatase 1 regulatory subunit 21
K17565			KEGG	PPP1R26; protein phosphatase 1 regulatory subunit 26
K17566	10.0	3.345569756	KEGG	PPP1R27; protein phosphatase 1 regulatory subunit 27
K17567	0.69	1.838849091	KEGG	ELFN1; protein phosphatase 1 regulatory subunit 28
K17568	0.36	1.556302501	KEGG	ELFN2; protein phosphatase 1 regulatory subunit 29
K17571			KEGG	PPP1R32; protein phosphatase 1 regulatory subunit 32
K17574			KEGG	PPP1R35; protein phosphatase 1 regulatory subunit 35
K17575			KEGG	PPP1R36; protein phosphatase 1 regulatory subunit 36
K17576	1.34	2.127104798	KEGG	PPP1R37, LRRC68; protein phosphatase 1 regulatory subunit 37
K17579	2.4	2.380211242	KEGG	PPP1R42, LRRC67; protein phosphatase 1 regulatory subunit 42
K17594			KEGG	PHACTR; phosphatase and actin regulator
K17597	0.23	1.361727836	KEGG	STAU; double-stranded RNA-binding protein Staufen
K17605	0.01	0.0	KEGG	PPP2R4, PTPA; serine/threonine-protein phosphatase 2A activator
K17607			KEGG	TIPRL, TIP41; type 2A phosphatase activator TIP41
K17632	0.02	0.301029996	KEGG	RASAL1; RAS protein activator-like 1
K17633			KEGG	RASAL2; RAS protein activator-like 2
K17634			KEGG	RASAL3; RAS protein activator-like 3
K17640	1.3	2.113943352	KEGG	bxlR; LacI family transcriptional regulator, xylobiose transport system transcriptional regulator
K17658	0.29	1.462397998	KEGG	TEFM; transcription elongation factor, mitochondrial
K17664			KEGG	CBS1; cytochrome b translational activator protein CBS1, mitochondrial
K17665	0.01	0.0	KEGG	CBS2; cytochrome b translational activator protein CBS2, mitochondrial
K17670			KEGG	PET494; COX3 mRNA-specific translational activator PET494
K17693			KEGG	ID2; DNA-binding protein inhibitor ID2
K17694			KEGG	ID3; DNA-binding protein inhibitor ID3
K17695			KEGG	ID4; DNA-binding protein inhibitor ID4
K17696			KEGG	EMC; DNA-binding protein inhibitor ID, other
K17701			KEGG	SIPA1L1, E6TP1; signal-induced proliferation-associated 1 like protein 1
K17702			KEGG	SIPA1L2, SPAL2; signal-induced proliferation-associated 1 like protein 2
K17703			KEGG	SIPA1L3, SPAL3; signal-induced proliferation-associated 1 like protein 3
K17706			KEGG	RGS14; regulator of G-protein signaling 14
K17736	5.16	2.712649702	KEGG	cdhR; AraC family transcriptional regulator, carnitine catabolism transcriptional activator
K17737	4.55	2.658011397	KEGG	dhcR; LysR family transcriptional regulator, carnitine catabolism transcriptional activator
K17843			KEGG	KHDRBS2, SLM1; KH domain-containing, RNA-binding, signal transduction-associated protein 2
K17850	4.28	2.631443769	KEGG	ampR; LysR family transcriptional regulator, regulator of gene expression of beta-lactamase
K17889	0.11	1.041392685	KEGG	ATG14L, ATG14; beclin 1-associated autophagy-related key regulator
K17943	0.02	0.301029996	KEGG	PUM; pumilio RNA-binding family
K17944	0.01	0.0	KEGG	PUF3; mRNA-binding protein PUF3
K17962			KEGG	PPARGC1B, PGC1B; peroxisome proliferator-activated receptor gamma coactivator 1-beta
K17963	0.1	1.0	KEGG	PPRC1, PRC; peroxisome proliferator-activated receptor gamma coactivator-related protein 1
K18072	10.0	3.089905111	KEGG	parS; two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
K18073	10.0	3.243286146	KEGG	parR; two-component system, OmpR family, response regulator ParR
K18098	10.0	3.519565501	KEGG	bjaR1, rpaR, rhiR; LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1
K18099	4.83	2.683947131	KEGG	rhlR, phzR; LuxR family transcriptional regulator, quorum-sensing system regulator RhlR
K18129	1.05	2.021189299	KEGG	mexZ; TetR/AcrR family transcriptional regulator, mexXY operon repressor
K18130	1.27	2.103803721	KEGG	nalC; TetR/AcrR family transcriptional regulator, transcriptional repressor NalC
K18131	0.6	1.77815125	KEGG	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon
K18135	2.31	2.36361198	KEGG	nalD; TetR/AcrR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon
K18136	1.91	2.281033367	KEGG	acrR; TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor
K18137	0.67	1.826074803	KEGG	adeN; TetR/AcrR family transcriptional regulator, repressor of the adeIJK operon
K18140	2.67	2.426511261	KEGG	envR, acrS; TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor
K18143	10.0	3.063708559	KEGG	adeS; two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]
K18144	10.0	3.18582536	KEGG	adeR; two-component system, OmpR family, response regulator AdeR
K18150			KEGG	armR; antirepressor for MexR
K18154	0.02	0.301029996	KEGG	RGS2; regulator of G-protein signaling 2
K18189	0.27	1.431363764	KEGG	TACO1; translational activator of cytochrome c oxidase 1
K18219	3.15	2.498310554	KEGG	txr; sigma-54 dependent transcriptional regulator, tetracycline resistant transcriptional regulator
K18294	0.5	1.698970004	KEGG	nfxB; TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor
K18297	1.25	2.096910013	KEGG	mexT; LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
K18301	2.9	2.462397998	KEGG	mexL; TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor
K18304	10.0	3.353531559	KEGG	lasR; LuxR family transcriptional regulator, quorum-sensing system regulator LasR
K18325	5.13	2.710117365	KEGG	ramA; AraC family of transcriptional regulator, multidrug resistance transcriptional activator
K18344	10.0	3.418798291	KEGG	vanRB, vanR, vanRD; two-component system, OmpR family, response regulator VanR
