id	V-score	VL-score	db	name
K19111	0.37	1.568201724	KEGG	tabP; putative tabtoxin peptidase [EC:3.4.-.-]
K19114			KEGG	csh1; CRISPR-associated protein Csh1
K19115	0.6	1.77815125	KEGG	csh2; CRISPR-associated protein Csh2
K19116	0.48	1.681241237	KEGG	cas5h; CRISPR-associated protein Cas5h
K19117	0.96	1.982271233	KEGG	csd1, cas8c; CRISPR-associated protein Csd1
K19118	0.62	1.792391689	KEGG	csd2, cas7; CRISPR-associated protein Csd2
K19119	0.48	1.681241237	KEGG	cas5d; CRISPR-associated protein Cas5d
K19120	0.01	0.0	KEGG	csc1; CRISPR-associated protein Csc1
K19121	0.02	0.301029996	KEGG	csc2; CRISPR-associated protein Csc2
K19122	0.06	0.77815125	KEGG	csc3; CRISPR-associated protein Csc3
K19123	0.44	1.643452676	KEGG	casA, cse1; CRISPR system Cascade subunit CasA
K19124	0.25	1.397940009	KEGG	casC, cse4; CRISPR system Cascade subunit CasC
K19125	0.22	1.342422681	KEGG	casD, cse5; CRISPR system Cascade subunit CasD
K19126	0.77	1.886490725	KEGG	casE, cse3; CRISPR system Cascade subunit CasE
K19127	0.17	1.230448921	KEGG	csy1; CRISPR-associated protein Csy1
K19128	0.28	1.447158031	KEGG	csy2; CRISPR-associated protein Csy2
K19129	0.19	1.278753601	KEGG	csy3; CRISPR-associated protein Csy3
K19130	0.19	1.278753601	KEGG	csy4, cas6f; CRISPR-associated endonuclease Csy4 [EC:3.1.-.-]
K19131	0.06	0.77815125	KEGG	csb1; CRISPR-associated protein Csb1
K19132	0.06	0.77815125	KEGG	csb2; CRISPR-associated protein Csb2
K19133	0.01	0.0	KEGG	csb3; CRISPR-associated protein Csb3
K19134	0.01	0.0	KEGG	csx10; CRISPR-associated protein Csx10
K19135			KEGG	csx14; CRISPR-associated protein Csx14
K19136	0.04	0.602059991	KEGG	csx17; CRISPR-associated protein Csx17
K19137	0.05	0.698970004	KEGG	csn2; CRISPR-associated protein Csn2
K19138			KEGG	csm2; CRISPR-associated protein Csm2
K19139			KEGG	csm4; CRISPR-associated protein Csm4
K19140			KEGG	csm5; CRISPR-associated protein Csm5
K19141			KEGG	cmr5; CRISPR-associated protein Cmr5
K19142			KEGG	cmr6; CRISPR-associated protein Cmr6
K19143			KEGG	csx1; CRISPR-associated protein Csx1
K19144	0.39	1.591064607	KEGG	csx3; CRISPR-associated protein Csx3
K19145	0.22	1.342422681	KEGG	csx16; CRISPR-associated protein Csx16
K19146			KEGG	csaX; CRISPR-associated protein CsaX
K19155	0.44	1.643452676	KEGG	yhaV; toxin YhaV [EC:3.1.-.-]
K19156	1.7	2.230448921	KEGG	prlF, sohA; antitoxin PrlF
K19158	2.38	2.376576957	KEGG	yoeB; toxin YoeB [EC:3.1.-.-]
K19159	2.05	2.311753861	KEGG	yefM; antitoxin YefM
K19161	0.54	1.73239376	KEGG	yafN; antitoxin YafN
K19163	0.18	1.255272505	KEGG	ccdB; toxin CcdB
K19164	0.21	1.322219295	KEGG	ccdA; antitoxin CcdA
K19165	2.9	2.462397998	KEGG	phd; antitoxin Phd
K19167	1.89	2.276461804	KEGG	abiQ; protein AbiQ
K19168	0.07	0.84509804	KEGG	cptA; toxin CptA
K19241			KEGG	ELMO3; engulfment and cell motility protein 3
K19297	0.3	1.477121255	KEGG	subA; subtilase cytotoxin, subunit A
K19298	0.27	1.431363764	KEGG	subB, artB, pltB; subtilase cytotoxin, subunit B
K19334	0.06	0.77815125	KEGG	tabA; biofilm protein TabA
K19336	10.0	3.100370545	KEGG	bdcA; cyclic-di-GMP-binding biofilm dispersal mediator protein
K19369			KEGG	HSPB11; heat shock protein beta-11
K19437	1.0	2.0	KEGG	RL1; Simplexvirus neurovirulence factor ICP34.5
K19556			KEGG	spvA; salmonella plasmid virulence protein A
K19557			KEGG	spvD; salmonella plasmid virulence protein D
K19615	0.01	0.0	KEGG	fitD, mcf; insecticidal toxin
K19656	1.17	2.068185862	KEGG	IFT122; intraflagellar transport protein 122
K19672	1.09	2.037426498	KEGG	IFT140; intraflagellar transport protein 140
K19675			KEGG	IFT43; intraflagellar transport protein 43
K19676	0.41	1.612783857	KEGG	IFT172; intraflagellar transport protein 172
K19677			KEGG	IFT81; intraflagellar transport protein 81
K19678	1.0	2.0	KEGG	IFT80; intraflagellar transport protein 80
K19679	0.87	1.939519253	KEGG	IFT74; intraflagellar transport protein 74
K19681			KEGG	IFT52; intraflagellar transport protein 52
K19682			KEGG	IFT46; intraflagellar transport protein 46
K19685	0.01	0.0	KEGG	TTC26, IFT56, DYF13; intraflagellar transport protein 56
K19687	0.1	1.0	KEGG	vapB28S; antitoxin VapB28/30/34/36/42
K19765			KEGG	HSBP1; heat shock factor-binding protein 1
K19766	2.24	2.350248018	KEGG	HSP16.1; heat shock protein Hsp-16.1/Hsp-16.11
K19767	1.63	2.212187604	KEGG	HSP16.49; heat shock protein Hsp-16.48/Hsp-16.49
K19768			KEGG	HSP12.6; heat shock protein 12.6
K19769	0.61	1.785329835	KEGG	SIP1; stress-induced protein 1
K20266	0.17	1.230448921	KEGG	trbJ; type IV secretion system protein TrbJ
K20267	0.01	0.0	KEGG	trbH; type IV secretion system protein TrbH
K20527	2.0	2.301029996	KEGG	trbB; type IV secretion system protein TrbB [EC:7.4.2.8]
K20528	0.04	0.602059991	KEGG	trbC; type IV secretion system protein TrbC
K20529	0.07	0.84509804	KEGG	trbD; type IV secretion system protein TrbD
K20530	4.18	2.621176282	KEGG	trbE; type IV secretion system protein TrbE [EC:7.4.2.8]
K20531	0.22	1.342422681	KEGG	trbF; type IV secretion system protein TrbF
K20532	0.25	1.397940009	KEGG	trbG; type IV secretion system protein TrbG
K20533	0.43	1.633468456	KEGG	trbI; type IV secretion system protein TrbI
K20555			KEGG	trbK; type IV secretion system protein TrbK
K20909	0.03	0.477121255	KEGG	ANTXR; anthrax toxin receptor
K20952	0.01	0.0	KEGG	rbmC; rugosity and biofilm structure modulator C
K20953	0.01	0.0	KEGG	rbmA; rugosity and biofilm structure modulator A
K21087	0.01	0.0	KEGG	ycgR; flagellar brake protein
K21202			KEGG	2-ODD; (-)-deoxypodophyllotoxin synthase [EC:1.14.20.8]
K21206	0.6	1.77815125	KEGG	CYP82D61; (-)-4'-demethyl-deoxypodophyllotoxin 4-hydroxylase [EC:1.14.14.132]
K21217	3.32	2.521138084	KEGG	motX; sodium-type polar flagellar protein MotX
K21218	5.01	2.699837726	KEGG	motY; sodium-type flagellar protein MotY
K21294	0.69	1.838849091	KEGG	GLIC, ACLC, ROQR; gliotoxin/aspirochlorine/mycotoxins biosynthesis cytochrome P450 monooxygenase [EC:1.-.-.-]
K21487	1.11	2.045322979	KEGG	yobL; toxin YobL [EC:3.1.-.-]
K21488	0.23	1.361727836	KEGG	yobK; antitoxin YobK
K21489	0.92	1.963787827	KEGG	yokI; toxin YokI [EC:3.1.-.-]
K21490	0.04	0.602059991	KEGG	yokJ; antitoxin YokJ
K21491	0.87	1.939519253	KEGG	yqcG; toxin YqcG [EC:3.1.-.-]
K21492	0.07	0.84509804	KEGG	yqcF; antitoxin YqcF
K21493	0.91	1.959041392	KEGG	yxiD; toxin YxiD [EC:3.1.-.-]
K21494	0.02	0.301029996	KEGG	yxxD; antitoxin YxxD
K21495	3.44	2.536558443	KEGG	fitA; antitoxin FitA
K21496	0.6	1.77815125	KEGG	BC_0920; toxin [EC:3.1.-.-]
K21497	0.16	1.204119983	KEGG	BC_0921; antitoxin
K21498	10.0	3.31196566	KEGG	higA-1; antitoxin HigA-1
K21989	0.02	0.301029996	KEGG	TMEM63, CSC1; calcium permeable stress-gated cation channel
K22118	2.13	2.328379603	KEGG	GLIP, ACLP; gliotoxin/aspirochlorine biosynthesis peptide synthetase [EC:6.3.2.-]
K22119	0.39	1.591064607	KEGG	GLIG, ACLG; gliotoxin/aspirochlorine biosynthesis glutathione S-transferase [EC:2.5.1.-]
K22120	0.13	1.113943352	KEGG	GLIK, ACLK; gliotoxin/aspirochlorine biosynthesis gamma-glutamylcyclotransferase [EC:4.3.2.-]
K22121	1.24	2.093421685	KEGG	GLII, ACLI; gliotoxin/aspirochlorine biosynthesis aminotransferase [EC:2.6.1.-]
K22122	0.4	1.602059991	KEGG	GLIF; gliotoxin biosynthesis cytochrome P450 monooxygenase [EC:1.-.-.-]
K22123	0.15	1.176091259	KEGG	GLIN; gliotoxin biosynthesis N-methyltransferase [EC:2.1.1.-]
K22124	1.4	2.146128036	KEGG	GLIT, ACLT; gliotoxin/aspirochlorine biosynthesis thioredoxin reductase [EC:1.8.1.-]
K22487			KEGG	prgJ; type III secretion system protein
K22488			KEGG	prgH; type III secretion system protein
K22504	1.96	2.292256071	KEGG	invG; type III secretion system outer membrane ring protein
K22505	0.01	0.0	KEGG	prgK; type III secretion system inner membrane ring protein
K22506	0.11	1.041392685	KEGG	spaL; type III secretion system ATPase [EC:7.4.2.8]
K22507	0.01	0.0	KEGG	spaP; type III secretion system export apparatus protein
K22508			KEGG	spaQ; type III secretion system export apparatus protein
K22509			KEGG	spaR; type III secretion system export apparatus protein
K22510	0.02	0.301029996	KEGG	spaS; type III secretion system export apparatus switch protein
K22511			KEGG	invE; type III secretion system protein
K22513	0.01	0.0	KEGG	spaM, invI; type III secretion system protein
K22514			KEGG	spaN, invJ; type III secretion system protein
K22875	0.12	1.079181246	KEGG	rtxC; dihydrorhizobitoxine desaturase [EC:1.14.19.61]
K22918	10.0	3.715418323	KEGG	ttsA; typhoid toxin secretion A
K23323	0.1	1.0	KEGG	GLIM, ACLM_U; gliotoxin/aspirochlorine biosynthesis O-methyltransferase [EC:2.1.1.-]
K23473			KEGG	yopE; outer membrane virulence protein YopE
K23661			KEGG	escI; type III secretion system protein
K23890	0.02	0.301029996	KEGG	ROQM; mycotoxins biosynthesis FAD-dependent monooxygenase [EC:1.14.14.-]
K23892	0.06	0.77815125	KEGG	ROQO; mycotoxins biosynthesis cytochrome P450 monooxygenase RoqO [EC:1.14.14.-]
K23943	0.07	0.84509804	KEGG	sseK3; type III secretion system effector arginine glycosyltransferase
K23944	0.07	0.84509804	KEGG	sseK1; type III secretion system effector arginine glycosyltransferase
K23945	0.07	0.84509804	KEGG	sseK2; type III secretion system effector
K23986			KEGG	flaCE; archaeal flagellar protein FlaCE
K24105	0.09	0.954242509	KEGG	mglA; mutual gliding-motility protein MglA
K24343	0.01	0.0	KEGG	flgT; flagellar H-ring protein FlgT
K24344	0.02	0.301029996	KEGG	flgO; flagellar H-ring protein FlgO
K24346			KEGG	flgQ; flagellar motility protein FlgQ
K25147	2.85	2.45484486	KEGG	berB; beta-exotoxin I transport system permease protein
K25148	10.0	3.262688344	KEGG	berA; beta-exotoxin I transport system ATP-binding protein
K25151	0.09	0.954242509	KEGG	gldF; gliding motility-associated transport system permease protein
K25152	10.0	3.268577972	KEGG	gldA; gliding motility-associated transport system ATP-binding protein
K25153	0.1	1.0	KEGG	gldG; gliding motility-associatede transport system auxiliary component
K25369			KEGG	LYNX1; Ly-6/neurotoxin-like protein 1
K25519	1.44	2.158362492	KEGG	cotR; putative sporulation hydrolase
K25614			KEGG	SPEF1; sperm flagellar protein 1
K25615	1.51	2.178976947	KEGG	SPEF2; sperm flagellar protein 2
K25631			KEGG	FLACC1, ALS2CR12; flagellum-associated coiled-coil domain-containing protein 1
K25791			KEGG	HSF2BP; heat shock factor 2-binding protein
K26598	8.63	2.936010796	KEGG	HSPA2; heat shock 70kDa protein 2
K26981			KEGG	mazE1; antitoxin MazE1
K26982			KEGG	mazE2; antitoxin MazE2
K26983	0.02	0.301029996	KEGG	mazE3; antitoxin MazE3
K26984	0.02	0.301029996	KEGG	mazE4; antitoxin MazE4
K26985			KEGG	mazE5; antitoxin MazE5
K26986	0.11	1.041392685	KEGG	mazE6; antitoxin MazE6
K26987	0.13	1.113943352	KEGG	mazE7; antitoxin MazE7
K26988			KEGG	mazE8; antitoxin MazE8
K26989	0.05	0.698970004	KEGG	mazE9; antitoxin MazE9
K26994			KEGG	sdpA; sporulation delaying protein A
K26995	0.08	0.903089987	KEGG	sdpB; sporulation delaying protein B
K26997			KEGG	sdpC; cannibalism toxin, SdpC family
K27084	9.21	2.96425963	KEGG	eccA; ESX secretion system protein EccA
K27085	0.03	0.477121255	KEGG	eccB; ESX secretion system ATPase EccB
K27086	10.0	3.25358029	KEGG	eccC; ESX secretion system protein EccC
K27087	0.01	0.0	KEGG	eccD; ESX secretion system protein EccD
K27088	0.01	0.0	KEGG	eccE; ESX secretion system protein EccE
K27089			KEGG	espC_F; ESX secretion-associated protein EspC/F
K27090			KEGG	espD_H; ESX secretion-associated protein EspD/H
K27091	0.06	0.77815125	KEGG	espG; ESX secretion-associated protein EspG
K27092	0.36	1.556302501	KEGG	espI; ESX secretion-associated protein EspI
K27098			KEGG	espA_E; ESX secretion-associated protein EspA/E
K27099	0.04	0.602059991	KEGG	espB; ESX secretion-associated protein EspB
K27100			KEGG	espJ; ESX secretion-associated protein EspJ
K27101	0.01	0.0	KEGG	espK; ESX secretion-associated protein EspK
K27102			KEGG	espL; ESX secretion-associated protein EspL
K27579			KEGG	K27579; Straboviridae anti-restriction nuclease
K27580			KEGG	K27580; Straboviridae anti-restriction nuclease
K27584			KEGG	K27584; Straboviridae anti-restriction nuclease
K28142			KEGG	vapB1; antitoxin VapB1
K28144			KEGG	vapB24S; antitoxin VapB24/25/29/31/33/37/38/39/41/43/44/48
K28148			KEGG	vapB2; antitoxin VapB2
K28150			KEGG	vapB4_5; antitoxin VapB4/5
K28152			KEGG	vapB6S; antitoxin VapB6/11/15/18/21
K28183			KEGG	HSPA14; heat shock 70 kDa protein 14
K28186			KEGG	hepT; HepT family RNase toxin
K28187			KEGG	mntA; MntA family adenylyltransferase antitoxin
K28188			KEGG	tglT; guanylyltransferase TglT toxin
K28189			KEGG	takA; serine protein kinase TakA antitoxin
K28190			KEGG	socB; DNA replication inhibitor toxin SocB
K28191			KEGG	socA; antitoxin SocA
K28193			KEGG	abiEi; AbiEi antitoxin C-terminal domain-containing protein
K28254			KEGG	higA1; antitoxin HigA1
K28255			KEGG	vapB3; antitoxin VapB3
K28256			KEGG	vapB9; antitoxin VapB9
K28257			KEGG	vapB12; antitoxin VapB12
K28258			KEGG	vapB8; antitoxin VapB8
K28259			KEGG	vapB17; antitoxin VapB17
K28263			KEGG	vapB7; antitoxin VapB7
K28264			KEGG	vapB13; antitoxin VapB13
K28265			KEGG	vapB23; antitoxin VapB23
K28266			KEGG	vapB10_19; antitoxin VapB10/19
K28267			KEGG	vapB32; antitoxin VapB32
K28269			KEGG	vapB14; antitoxin VapB14
K28270			KEGG	vapB16; antitoxin VapB16
K28274			KEGG	ortT; orphan toxin OrtT
K28276			KEGG	vapB35S; antitoxin VapB35/45/46/47
K28278			KEGG	vapB20; antitoxin VapB20
K28280			KEGG	vapB22; antitoxin VapB22
K28283			KEGG	vapB26; antitoxin VapB26
K28297			KEGG	relB_F; antitoxin RelB/F
K28298			KEGG	tse5; toxin protein Tse5
K28299			KEGG	tse6; NAD(P)(+) glycohydrolase toxin Tse6 [EC:3.2.2.5]
PF00087.28			Pfam	Snake toxin and toxin-like protein
PF00263.27			Pfam	Bacterial type II and III secretion system protein
PF00437.27			Pfam	Type II/IV secretion system protein
PF00451.26			Pfam	Scorpion short toxin, BmKK2
PF00482.29			Pfam	Type II secretion system (T2SS), protein F
PF00537.25			Pfam	Scorpion toxin-like domain
PF00555.25			Pfam	delta endotoxin
PF00582.33			Pfam	Universal stress protein family
PF00706.23			Pfam	Anenome neurotoxin
PF00819.22			Pfam	Myotoxin, crotamine
PF00873.26			Pfam	AcrB/AcrD/AcrF family
PF01117.26			Pfam	Aerolysin toxin
PF01123.26			Pfam	Staphylococcal/Streptococcal toxin, OB-fold domain
PF01203.26			Pfam	Type II secretion system (T2SS), protein N
PF01324.25			Pfam	Diphtheria toxin, R domain
PF01338.24			Pfam	Bacillus thuringiensis toxin
PF01375.24			Pfam	Heat-labile enterotoxin alpha chain
PF01376.24			Pfam	Heat-labile enterotoxin beta chain
PF01742.24			Pfam	Clostridial neurotoxin zinc protease
PF01821.24			Pfam	Anaphylotoxin-like domain
PF01867.22			Pfam	CRISPR associated protein Cas1
PF01881.22			Pfam	CRISPR associated protein Cas6, C-terminal
PF01944.23			Pfam	Stage II sporulation protein M
PF02048.22			Pfam	Heat-stable enterotoxin ST
PF02049.24			Pfam	Flagellar hook-basal body complex protein FliE
PF02050.23			Pfam	Flagellar FliJ protein
PF02107.22			Pfam	Flagellar L-ring protein
PF02108.22			Pfam	Flagellar assembly protein FliH
PF02119.22			Pfam	Flagellar P-ring protein
PF02120.22			Pfam	Flagellar hook-length control protein FliK
PF02154.22			Pfam	Flagellar motor switch protein FliM
PF02258.22			Pfam	Shiga-like toxin beta subunit
PF02381.24			Pfam	MraZ protein, putative antitoxin-like
PF02452.24			Pfam	PemK-like, MazF-like toxin of type II toxin-antitoxin system
PF02465.24			Pfam	Flagellar hook-associated protein 2 N-terminus
PF02501.23			Pfam	Type II secretion system (T2SS), protein I
PF02512.20			Pfam	Virulence determinant
PF02561.21			Pfam	Flagellar protein FliS
PF02604.27			Pfam	Antitoxin Phd_YefM, type II toxin-antitoxin system
PF02691.23			Pfam	Vacuolating cyotoxin beta-helical domain
PF02697.22			Pfam	Putative antitoxin
PF02763.21			Pfam	Diphtheria toxin, C domain
PF02764.21			Pfam	Diphtheria toxin, T domain
PF02794.24			Pfam	RTX toxin acyltransferase family
PF02819.22			Pfam	Spider toxin
PF02876.25			Pfam	Staphylococcal/Streptococcal toxin, beta-grasp domain
PF02917.21			Pfam	Pertussis toxin, subunit 1
PF02918.21			Pfam	Pertussis toxin, subunit 2 and 3, C-terminal domain
PF02950.23			Pfam	Conotoxin
PF03077.20			Pfam	Putative vacuolating cytotoxin
PF03225.20			Pfam	Viral heat shock protein Hsp90 homologue
PF03230.19			Pfam	Antirestriction protein
PF03318.19			Pfam	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
PF03419.19			Pfam	Sporulation factor SpoIIGA
PF03440.21			Pfam	Aerolysin/Pertussis toxin (APT) domain
PF03495.20			Pfam	Clostridial binary toxin B/anthrax toxin PA Ca-binding domain
PF03497.23			Pfam	Anthrax toxin LF subunit
PF03498.21			Pfam	Cytolethal distending toxin A/C domain
PF03505.21			Pfam	Clostridium enterotoxin
PF03507.19			Pfam	CagA exotoxin phosphopeptide substrate mimic region
PF03534.19			Pfam	Salmonella virulence plasmid 65kDa B protein
PF03538.19			Pfam	Salmonella virulence plasmid 28.1kDa A protein
PF03543.21			Pfam	Yersinia/Haemophilus virulence surface antigen
PF03545.19			Pfam	Yersinia virulence determinant (YopE)
PF03631.22			Pfam	Virulence factor BrkB
PF03693.21			Pfam	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
PF03748.20			Pfam	Flagellar basal body-associated protein FliL
PF03862.19			Pfam	SpoVAC/SpoVAEB sporulation membrane protein
PF03865.20			Pfam	Haemolysin secretion/activation protein ShlB/FhaC/HecB
PF03883.21			Pfam	Peroxide stress protein YaaA
PF03934.20			Pfam	Type II secretion system (T2SS), protein K
PF03944.21			Pfam	delta endotoxin
PF03945.20			Pfam	delta endotoxin, N-terminal domain
PF03958.23			Pfam	Bacterial type II/III secretion system short domain
PF03961.20			Pfam	Flagellar Assembly Protein A beta solenoid domain
PF03963.20			Pfam	Flagellar hook capping protein - N-terminal region
PF04014.24			Pfam	Antidote-toxin recognition MazE, bacterial antitoxin
PF04119.18			Pfam	Heat shock protein 9/12
PF04221.19			Pfam	RelB antitoxin
PF04232.19			Pfam	Stage V sporulation protein S (SpoVS)
PF04347.19			Pfam	Flagellar biosynthesis protein, FliO
PF04365.20			Pfam	Ribonuclease toxin, BrnT, of type II toxin-antitoxin system
PF04386.19			Pfam	Stringent starvation protein B
PF04518.18			Pfam	Effector from type III secretion system
PF04612.19			Pfam	Type II secretion system (T2SS), protein M
PF04620.19			Pfam	Flagellar filament outer layer protein Flaa
PF04686.19			Pfam	Streptomyces sporulation and cell division protein, SsgA
PF04717.19			Pfam	Type VI secretion system/phage-baseplate injector OB domain
PF04829.19			Pfam	Pre-toxin domain with VENN motif
PF04888.18			Pfam	Secretion system effector C (SseC) like family
PF05015.19			Pfam	RelE-like toxin of type II toxin-antitoxin system HigB
PF05016.22			Pfam	ParE toxin of type II toxin-antitoxin system, parDE
PF05107.18			Pfam	CRISPR-associated protein Cas7
PF05108.19			Pfam	Type VII secretion system ESX-1, transport TM domain B
PF05134.20			Pfam	Type II secretion system (T2SS), protein L
PF05149.18			Pfam	Paraflagellar rod protein
PF05272.18			Pfam	Virulence-associated protein E-like domain
PF05294.20			Pfam	Scorpion short toxin
PF05353.17			Pfam	Delta Atracotoxin
PF05364.20			Pfam	Salmonella type III secretion SopE effector N-terminus
PF05374.18			Pfam	Mu-Conotoxin
PF05394.17			Pfam	Avirulence protein
PF05400.19			Pfam	Flagellar protein FliT
PF05422.18			Pfam	Stress-activated map kinase interacting protein 1 (SIN1)
PF05431.17			Pfam	Insecticidal Crystal Toxin, P42
PF05453.19			Pfam	BmTXKS1/BmP02 toxin family
PF05526.18			Pfam	Rhodococcus equi virulence-associated protein
PF05563.19			Pfam	Salmonella plasmid virulence protein SpvD
PF05591.18			Pfam	Type VI secretion system, VipA, VC_A0107 or Hcp2
PF05627.17			Pfam	Cleavage site for pathogenic type III effector avirulence factor Avr
PF05638.19			Pfam	Type VI secretion system effector, Hcp
PF05655.17			Pfam	Pseudomonas avirulence D protein (AvrD)
PF05707.19			Pfam	Zonular occludens toxin (Zot)
PF05791.17			Pfam	Bacillus haemolytic enterotoxin (HBL)
PF05802.16			Pfam	SPI-2 type 3 secretion system translocon protein SctB
PF05860.20			Pfam	TPS secretion domain
PF05925.18			Pfam	Enterobacterial virulence protein IpgD
PF05936.18			Pfam	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE
PF05946.18			Pfam	Toxin-coregulated pilus subunit TcpA
PF05947.18			Pfam	Type VI secretion system, TssF
PF05977.20			Pfam	Transmembrane secretion effector
PF05980.18			Pfam	Toxin 7
PF06023.19			Pfam	CRISPR-associated exonuclease Csa1
PF06057.18			Pfam	Bacterial virulence protein (VirJ)
PF06154.18			Pfam	CbeA_antitoxin, type IV, cytoskeleton bundling-enhancing factor A
PF06254.18			Pfam	Bacterial toxin ydaT
PF06255.19			Pfam	Neisseria toxin MafB
PF06257.18			Pfam	Biofilm formation stimulator VEG
PF06265.17			Pfam	Putative antitoxin YutD-like
PF06289.17			Pfam	Flagellar and Swarming motility proteins
PF06296.19			Pfam	RelE toxin of RelE / RelB toxin-antitoxin system
PF06340.17			Pfam	Vibrio cholerae toxin co-regulated pilus biosynthesis protein F
PF06357.17			Pfam	Omega-atracotoxin
PF06366.20			Pfam	Flagellar protein FlhE
PF06414.19			Pfam	Zeta toxin
PF06429.19			Pfam	Flagellar basal body rod FlgEFG protein C-terminal
PF06453.17			Pfam	Type II heat-labile enterotoxin , B subunit (LT-IIB)
PF06511.17			Pfam	Type III secretion systems tip complex components
PF06558.18			Pfam	Secretion monitor precursor protein (SecM)
PF06635.17			Pfam	Type 3 secretion system stator protein
PF06686.17			Pfam	Stage III sporulation protein AC/AD protein family
PF06744.19			Pfam	Type VI secretion protein IcmF C2-like domain
PF06755.19			Pfam	CbtA_toxin of type IV toxin-antitoxin system
PF06769.21			Pfam	YoeB-like toxin of bacterial type II toxin-antitoxin system
PF06812.18			Pfam	ImpA, N-terminal, type VI secretion system
PF06825.18			Pfam	Heat shock factor binding protein 1
PF06898.17			Pfam	Putative stage IV sporulation protein YqfD
PF06986.17			Pfam	F-type Type IV secretion system, TraN
PF06996.17			Pfam	Type VI secretion, TssG
PF07077.17			Pfam	Virulence factor BPSS1818
PF07195.18			Pfam	Flagellar hook-associated protein 2 C-terminus
PF07228.18			Pfam	Stage II sporulation protein E (SpoIIE)
PF07240.18			Pfam	Stress-inducible humoral factor Turandot
PF07254.18			Pfam	Membrane-bound toxin component of toxin-antitoxin system
PF07275.17			Pfam	Antirestriction protein (ArdA)
PF07309.17			Pfam	Flagellar protein FlaF
PF07321.18			Pfam	Type III secretion protein YscO
PF07342.18			Pfam	TscT toxin protein
PF07362.19			Pfam	Post-segregation antitoxin CcdA
PF07365.18			Pfam	Alpha conotoxin precursor
PF07378.17			Pfam	Flagellar protein FlbT
PF07451.18			Pfam	Stage V sporulation protein AD (SpoVAD)
PF07454.19			Pfam	Stage II sporulation protein P (SpoIIP)
PF07473.16			Pfam	Spasmodic peptide gm9a; conotoxin from Conus species
PF07520.17			Pfam	Virulence factor SrfB
PF07559.20			Pfam	Flagellar basal body protein FlaE D2 domain
PF07591.16			Pfam	Pretoxin HINT domain
PF07712.19			Pfam	Stress up-regulated Nod 19
PF07737.18			Pfam	Anthrax toxin lethal factor, N- and C-terminal domain
PF07740.19			Pfam	Ion channel inhibitory toxin
PF07751.17			Pfam	Abi-like protein
PF07822.17			Pfam	Neurotoxin B-IV-like protein
PF07829.16			Pfam	Alpha-A conotoxin PIVA-like protein
PF07876.19			Pfam	Stress responsive A/B Barrel Domain
PF07906.19			Pfam	ShET2 enterotoxin, N-terminal region
PF07927.18			Pfam	HicA toxin of bacterial toxin-antitoxin,
PF07936.18			Pfam	Potassium-channel blocking toxin
PF07945.16			Pfam	Janus-atracotoxin
PF07951.19			Pfam	Clostridium neurotoxin, C-terminal receptor binding
PF07952.18			Pfam	Clostridium neurotoxin, Translocation domain
PF07953.21			Pfam	Clostridium neurotoxin, N-terminal receptor binding
PF07968.18			Pfam	Leukocidin/Hemolysin toxin family
PF07996.17			Pfam	Type IV secretion system proteins
PF08086.18			Pfam	Ergtoxin family
PF08087.17			Pfam	Conotoxin O-superfamily
PF08088.18			Pfam	Conotoxin I-superfamily
PF08089.16			Pfam	Huwentoxin-II family
PF08090.16			Pfam	Heat stable E.coli enterotoxin 1
PF08092.17			Pfam	Magi peptide toxin family
PF08094.16			Pfam	Conotoxin TVIIA/GS family
PF08095.16			Pfam	Hefutoxin family
PF08097.16			Pfam	Conotoxin T-superfamily
PF08098.17			Pfam	Anemonia sulcata toxin III family
PF08115.16			Pfam	SFI toxin family
PF08116.16			Pfam	PhTx neurotoxin family
PF08119.16			Pfam	Scorpion acidic alpha-KTx toxin family
PF08120.16			Pfam	Tamulustoxin family
PF08178.17			Pfam	GnsA/GnsB toxin of bacterial toxin-antitoxin system
PF08183.17			Pfam	Stage V sporulation protein family
PF08334.17			Pfam	Type II secretion system (T2SS), protein G
PF08345.18			Pfam	Flagellar M-ring protein C-terminal
PF08396.16			Pfam	Spider toxin omega agatoxin/Tx1 family
PF08401.17			Pfam	N-terminal domain of anti-restriction factor ArdC
PF08486.16			Pfam	Stage II sporulation protein
PF08680.16			Pfam	Sporulation protein SpoIIT
PF08681.19			Pfam	Antitoxin TacA 1-like
PF08769.18			Pfam	Sporulation initiation factor Spo0A C terminal
PF08798.17			Pfam	CRISPR associated protein
PF08817.17			Pfam	WXG100 protein secretion system (Wss), protein YukD
PF08843.18			Pfam	Nucleotidyl transferase AbiEii toxin, Type IV TA system
PF08845.16			Pfam	Toxin SymE, type I toxin-antitoxin system
PF08970.16			Pfam	Sporulation inhibitor A
PF08988.16			Pfam	Type III secretion system, cytoplasmic E component of needle
PF08998.18			Pfam	Bacterial epsilon antitoxin
PF09009.17			Pfam	Exotoxin A catalytic
PF09075.16			Pfam	Heat-stable enterotoxin B, secretory
PF09101.18			Pfam	Exotoxin A binding
PF09102.16			Pfam	Exotoxin A, targeting
PF09131.15			Pfam	Bacillus thuringiensis delta-Endotoxin, middle domain
PF09156.17			Pfam	Anthrax toxin lethal factor, middle domain
