Protein	Contig	Genome	Viral Probability (annotate)	Viral Confidence Level (annotate)	Viral Probability (de-novo)	Viral Confidence Level (de-novo)	Classification (annotate)	Function (annotate)	AVG-like Probability (de-novo)	AVG-like Confidence Level (de-novo)	Final AVG Probability (de-novo)	Final AVG Confidence Level (de-novo)
vRhyme_bin_11__MHr2D2E2F_000000040067_53	vRhyme_bin_11__MHr2D2E2F_000000040067	MHr2D2E2F_vRhyme_bin_11	0.41131052	low	1.0	very high	unclassified		0.0543	low	0.0543	low
vRhyme_bin_11__MHr2D2E2F_000000040067_54	vRhyme_bin_11__MHr2D2E2F_000000040067	MHr2D2E2F_vRhyme_bin_11	0.665876	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000040067_55	vRhyme_bin_11__MHr2D2E2F_000000040067	MHr2D2E2F_vRhyme_bin_11	0.6666412	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_1	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.96883106	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_2	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.98585814	high	0.9625	high	unclassified	phosphoadenosine phosphosulfate reductase	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_3	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.991268	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_4	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.99181944	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_5	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.9881129	high	0.9362	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_6	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.9880271	high	0.9545	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_7	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.98877186	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_8	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.98975855	high	0.918	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_9	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.9880507	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_10	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.9882349	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_11	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.98844194	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_12	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.99352854	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_13	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.99337727	high	0.9578	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_14	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.993527	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_15	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.99447435	high	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_16	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.9789388	high	1.0	very high	unclassified	mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_17	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.9747733	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_18	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.9708909	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_19	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.8768545	medium	1.0	very high	unclassified	lytH; peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_20	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.9615707	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_21	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.96140176	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000047197_22	vRhyme_bin_11__MHr2D2E2F_000000047197	MHr2D2E2F_vRhyme_bin_11	0.9657369	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_1	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.95383143	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_2	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.95510757	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_3	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9519462	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_4	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9519462	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_5	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.94590425	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_6	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9449617	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_7	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.93934107	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_8	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.92336863	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_9	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9428304	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_10	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.92554504	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_11	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.91595286	high	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_12	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.8907517	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_13	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.88490343	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_14	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.8734759	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_15	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.84987134	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_16	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.847795	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_17	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.7702879	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_18	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.6666575	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_19	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.5929169	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_20	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.5599896	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_21	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.55629295	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_22	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.50842446	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_23	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.4589814	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_24	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.1374205	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_25	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.03463783	low	1.0	very high	regulatory	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	0.9493	high	0.9493	very high
vRhyme_bin_11__MHr2D2E2F_000000049988_26	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.36101842	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_27	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.40481424	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_28	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.42776933	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_29	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.91107166	medium	1.0	very high	unclassified	ATPase	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_30	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.86085516	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_31	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.83556086	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_32	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.85480684	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_33	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.86684746	medium	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_34	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.8929901	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_35	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.87580025	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_36	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.85760045	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_37	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.87326103	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_38	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.89974624	medium	0.9504	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_39	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9249816	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_40	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.927621	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_41	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.92891043	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_42	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9281395	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_43	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9097186	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_44	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.90659255	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_45	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.8798465	medium	1.0	very high	unclassified	Family of unknown function (DUF6166)	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_46	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9303574	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_47	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.93815583	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_48	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9313022	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_49	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9473637	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_50	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9416068	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_51	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.94724977	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_52	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9400719	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_53	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9455242	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_54	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.93383604	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_55	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.9064509	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_56	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.89345574	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000049988_57	vRhyme_bin_11__MHr2D2E2F_000000049988	MHr2D2E2F_vRhyme_bin_11	0.7344749	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_1	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.889838	medium	0.9544	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_2	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.889838	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_3	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.889838	medium	0.9487	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_4	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.85749793	medium	0.9502	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_5	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.85749793	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_6	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.8542715	medium	0.9507	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_7	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.8542715	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_8	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.8542715	medium	0.9573	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_9	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.8505351	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_10	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.8224604	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_11	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.82447207	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_12	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.8208697	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_13	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.7919914	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_14	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.46739963	low	0.9449	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_15	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.46105123	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_16	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.49520108	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_17	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.40039274	low	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_18	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.36683533	low	0.95	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_19	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.35825074	low	0.9569	high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_20	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.32339346	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_21	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.31276712	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_22	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.30322218	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_23	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.27693206	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_24	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.20928022	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_25	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.17062771	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_26	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.04753104	low	1.0	very high	unclassified	Glycosyl transferase family 1	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_27	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.10311735	low	1.0	very high	unclassified	cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_28	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.23660843	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_29	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.271948	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_30	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.20886241	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_31	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.19809413	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_32	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.2143529	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_33	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.20585437	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_34	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.2373693	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_35	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.23962013	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_36	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.25333366	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_37	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.22275957	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_38	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.2401751	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_39	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.26961607	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_40	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.31957802	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_41	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.73172367	medium	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_42	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.68250096	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_43	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.45227972	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000084120_44	vRhyme_bin_11__MHr2D2E2F_000000084120	MHr2D2E2F_vRhyme_bin_11	0.42767256	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_1	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	0.92578167	high	1.0	very high	unclassified		0.0	low	0.0	low
